h3_8,año_hecho,umap_1,umap_2
88499581d3fffff,2020,6.5088534,5.494011
88499581d3fffff,2021,5.6510797,0.3655064
88499581d3fffff,2022,5.9557486,2.2004542
88499581d5fffff,2018,8.182476,4.0100594
88499581d5fffff,2019,7.691948,3.871324
88499581d5fffff,2020,12.886939,4.4752035
88499581d5fffff,2023,5.976707,2.2967026
88499581d7fffff,2016,11.703978,6.6661716
88499581d7fffff,2017,9.390958,0.6410845
88499581d7fffff,2018,7.5261116,3.8685558
88499581d7fffff,2019,5.6074157,0.4529588
88499581d7fffff,2020,11.583162,5.3993845
88499581d7fffff,2021,6.6602163,0.55703086
88499581d7fffff,2022,5.6842527,0.50522614
88499581d7fffff,2023,7.085539,2.8942552
88499582bbfffff,2018,12.834672,3.5238397
88499582bbfffff,2019,6.3634405,0.90310097
88499582bbfffff,2022,8.413129,0.45269778
8849958401fffff,2016,8.108196,0.31479305
8849958401fffff,2017,9.509361,2.569105
8849958401fffff,2018,8.826484,2.1050224
8849958401fffff,2019,8.649986,2.2556467
8849958401fffff,2020,11.006288,4.0421457
8849958401fffff,2021,10.053635,3.5514877
8849958401fffff,2022,8.715516,3.0339582
8849958401fffff,2023,9.319014,2.805699
8849958401fffff,2024,9.015125,3.6897347
8849958403fffff,2016,11.969188,1.5578594
8849958403fffff,2017,9.647707,1.0364453
8849958403fffff,2018,8.244195,2.3822746
8849958403fffff,2019,9.311304,-0.11862127
8849958403fffff,2020,9.0192585,2.4565618
8849958403fffff,2021,11.692138,5.3404384
8849958403fffff,2022,6.975401,4.1581326
8849958403fffff,2023,9.743794,2.878665
8849958403fffff,2024,7.699219,5.1389556
8849958405fffff,2016,9.117258,4.732004
8849958405fffff,2017,7.951803,6.5176506
8849958405fffff,2018,8.133431,4.65871
8849958405fffff,2019,9.4115305,3.5962965
8849958405fffff,2020,11.590374,3.4411619
8849958405fffff,2021,9.098702,4.897812
8849958405fffff,2022,7.4433913,7.4620247
8849958405fffff,2023,8.088408,6.9355483
8849958405fffff,2024,11.441645,2.7059715
8849958407fffff,2016,7.7689023,4.536997
8849958407fffff,2017,11.245966,1.9189806
8849958407fffff,2018,8.38551,4.792573
8849958407fffff,2019,7.7016244,4.281571
8849958407fffff,2020,7.3495793,3.1767352
8849958407fffff,2021,8.476643,5.3049765
8849958407fffff,2022,8.969661,7.0259748
8849958407fffff,2023,8.910915,3.6417615
8849958407fffff,2024,9.976491,3.92946
8849958409fffff,2016,12.371521,2.1193027
8849958409fffff,2017,11.02344,1.4046795
8849958409fffff,2018,10.655066,5.301794
8849958409fffff,2019,12.120815,4.2645807
8849958409fffff,2020,12.636302,3.722259
8849958409fffff,2021,6.555118,5.1706643
8849958409fffff,2022,11.281743,6.211261
8849958409fffff,2023,12.208871,4.4281354
8849958409fffff,2024,8.4791565,5.3135023
884995840bfffff,2016,9.003922,2.0548654
884995840bfffff,2017,9.292097,2.2448044
884995840bfffff,2018,8.964049,4.4023232
884995840bfffff,2019,9.970379,3.6824484
884995840bfffff,2020,10.110388,3.041824
884995840bfffff,2021,10.951945,3.1971314
884995840bfffff,2022,12.875102,4.2729635
884995840bfffff,2023,10.764557,3.2223322
884995840bfffff,2024,9.361764,3.6534564
884995840dfffff,2016,10.18127,0.36119965
884995840dfffff,2017,8.389244,0.06953508
884995840dfffff,2018,11.958708,1.5498629
884995840dfffff,2019,9.430818,3.468744
884995840dfffff,2020,6.9839816,4.93751
884995840dfffff,2022,8.584136,3.6804776
884995840dfffff,2023,6.340785,5.5032544
8849958411fffff,2016,9.264937,2.2997234
8849958411fffff,2017,9.334957,0.8525853
8849958411fffff,2018,8.884397,4.950948
8849958411fffff,2019,8.697866,5.6569633
8849958411fffff,2020,8.608995,0.73196834
8849958411fffff,2021,8.215581,4.159195
8849958411fffff,2022,7.2933645,7.338301
8849958411fffff,2023,8.240615,7.2070527
8849958411fffff,2024,7.146491,4.77473
8849958415fffff,2016,8.924791,2.0977068
8849958415fffff,2017,9.044997,1.9279125
8849958415fffff,2018,9.668092,2.2670636
8849958415fffff,2019,9.015844,3.1256642
8849958415fffff,2020,11.626344,2.083546
8849958415fffff,2021,10.39116,0.7851764
8849958415fffff,2022,7.8434777,7.118367
8849958415fffff,2023,12.042581,2.912298
8849958415fffff,2024,8.290834,0.33302608
8849958419fffff,2016,6.529462,6.4035196
8849958419fffff,2017,6.9479213,4.9660754
8849958419fffff,2018,9.455266,2.4855201
8849958419fffff,2019,9.355471,1.6487339
8849958419fffff,2020,8.36807,1.1513791
8849958419fffff,2021,11.334813,3.217511
8849958419fffff,2022,10.050086,1.5939466
8849958419fffff,2023,7.2171235,7.5531473
8849958419fffff,2024,10.94671,2.6149838
884995841bfffff,2016,9.797994,2.7000852
884995841bfffff,2017,9.224903,2.583808
884995841bfffff,2018,8.623934,5.0667415
884995841bfffff,2019,8.881708,5.4570704
884995841bfffff,2020,12.678975,2.9877977
884995841bfffff,2021,8.434576,2.1087937
884995841bfffff,2022,7.287333,7.559815
884995841bfffff,2023,7.2941837,4.5764728
884995841bfffff,2024,7.204867,7.4488225
884995841dfffff,2016,11.255342,2.008485
884995841dfffff,2017,9.286308,0.12239992
884995841dfffff,2018,8.166097,3.2438712
884995841dfffff,2019,7.5403647,1.7373841
884995841dfffff,2020,10.96336,3.8726149
884995841dfffff,2021,8.782575,-0.20275116
884995841dfffff,2022,11.471358,5.583204
884995841dfffff,2023,6.17867,3.2262228
884995841dfffff,2024,6.8031487,2.7283726
8849958421fffff,2016,8.092182,2.8589199
8849958421fffff,2017,8.877514,1.779097
8849958421fffff,2018,6.3072224,2.9651303
8849958421fffff,2019,7.8284006,3.118616
8849958421fffff,2020,8.339096,0.85320693
8849958421fffff,2021,11.434812,3.2255414
8849958421fffff,2022,9.532642,1.1262748
8849958421fffff,2023,11.776099,4.5474205
8849958421fffff,2024,9.6695385,1.307538
8849958423fffff,2016,8.060055,1.776989
8849958423fffff,2017,10.087328,3.3727405
8849958423fffff,2018,7.2871966,3.356386
8849958423fffff,2019,11.30034,3.3565383
8849958423fffff,2020,9.892543,0.4932488
8849958423fffff,2021,10.41523,4.252635
8849958423fffff,2022,11.269093,6.222681
8849958423fffff,2023,11.409229,3.2574036
8849958423fffff,2024,11.127027,6.123732
8849958425fffff,2016,10.650774,1.315744
8849958425fffff,2017,12.985736,4.0710573
8849958425fffff,2018,8.21972,3.0467489
8849958425fffff,2019,8.759915,3.1358922
