h3_8,año_hecho,umap_1,umap_2
884995845bfffff,2021,6.5107102,5.6192875
884995845bfffff,2022,5.587097,6.666379
884995845bfffff,2023,6.355699,6.257441
884995845bfffff,2024,6.421176,6.0822496
884995845dfffff,2016,7.170132,8.610102
884995845dfffff,2017,5.8579125,8.734172
884995845dfffff,2018,7.523933,7.0437875
884995845dfffff,2019,7.3339157,7.231346
884995845dfffff,2020,7.606595,6.7152247
884995845dfffff,2021,5.786392,7.181977
884995845dfffff,2022,5.4554057,4.379084
884995845dfffff,2023,5.9073772,6.7950435
884995845dfffff,2024,6.67437,7.5343285
8849958461fffff,2017,6.410825,8.975451
8849958461fffff,2018,5.523461,7.6062107
8849958461fffff,2019,3.2315412,5.6312776
8849958461fffff,2020,6.9263406,8.243585
8849958461fffff,2021,4.999197,8.154183
8849958461fffff,2024,5.348072,8.773259
8849958463fffff,2016,2.3459902,5.5593953
8849958463fffff,2017,2.219912,5.867093
8849958463fffff,2018,4.859493,4.6043677
8849958463fffff,2019,4.553802,8.319251
8849958463fffff,2020,4.404486,9.211539
8849958463fffff,2021,2.8239827,6.869912
8849958463fffff,2022,2.1756406,5.389069
8849958463fffff,2023,3.8140624,9.254398
8849958463fffff,2024,4.850152,8.476877
8849958465fffff,2016,5.8610697,8.177994
8849958465fffff,2017,2.4808724,6.0462456
8849958465fffff,2018,4.7608423,5.8752584
8849958465fffff,2019,6.4793043,6.4643445
8849958465fffff,2020,5.6069217,8.407406
8849958465fffff,2021,3.1227036,6.930321
8849958465fffff,2022,5.3950047,8.758496
8849958467fffff,2016,4.9819946,6.9612083
8849958467fffff,2017,4.838406,8.479649
8849958467fffff,2018,5.1166725,4.8543453
8849958467fffff,2019,4.7096987,9.735587
8849958467fffff,2020,3.8974884,7.995342
8849958467fffff,2021,4.141693,6.172154
8849958467fffff,2022,2.4239986,5.978288
8849958467fffff,2023,3.447985,6.637242
8849958467fffff,2024,3.4744947,8.413145
8849958469fffff,2018,7.0219955,8.336365
8849958469fffff,2019,4.3177037,8.560873
8849958469fffff,2020,6.3508563,7.945104
8849958469fffff,2021,6.854103,8.532023
