h3_8,max_cp_prob,bocpd_cp_year,p_2016,p_2017,p_2018,p_2019,p_2020,p_2021,p_2022,p_2023,p_2024,has_bocpd_cp
884995b8d3fffff,0.15000000000000008,2018,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995b8d5fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000008,False
884995b8d7fffff,0.15000000000000008,2021,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,False
884995b8d9fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,False
884995b8dbfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,,0.15000000000000008,0.15,False
884995b8ddfffff,0.15000000000000008,2024,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b8e1fffff,0.15000000000000013,2018,0.15000000000000002,,0.15000000000000013,,0.15,,,,,False
884995b8e5fffff,0.15000000000000008,2020,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,False
884995b8e7fffff,0.15000000000000008,2020,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,False
884995b8e9fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,0.15,,,,False
884995b8ebfffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15,,False
884995b8edfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,False
884995b903fffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995b905fffff,0.15000000000000008,2021,,0.14999999999999994,0.15,0.15,0.15,0.15000000000000008,,,0.15000000000000002,False
884995b907fffff,0.15000000000000013,2022,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000013,0.15,0.15,False
884995b909fffff,0.15000000000000008,2018,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,False
884995b90bfffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,,False
884995b90dfffff,0.15000000000000008,2021,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,False
884995b911fffff,0.15000000000000008,2022,0.15000000000000002,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000002,False
884995b913fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,False
884995b915fffff,0.15000000000000013,2023,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000013,0.15000000000000002,False
884995b917fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995b919fffff,0.15000000000000008,2022,0.15,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,False
884995b91bfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15,False
884995b91dfffff,0.15000000000000008,2022,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,False
884995b929fffff,0.15000000000000008,2020,0.14999999999999997,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b92bfffff,0.15000000000000013,2021,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000002,0.14999999999999997,0.15,False
884995b931fffff,0.15000000000000008,2018,0.15,0.14999999999999997,0.15000000000000008,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
884995b933fffff,0.15000000000000002,2022,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995b935fffff,0.15000000000000013,2019,0.14999999999999997,0.15,0.15,0.15000000000000013,0.15000000000000008,0.15,0.15,,,False
884995b937fffff,0.15000000000000013,2023,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15000000000000002,False
884995b939fffff,0.15000000000000002,2024,0.15,0.15,0.14999999999999997,0.15,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,False
884995b93bfffff,0.15000000000000008,2021,0.14999999999999994,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,False
884995b93dfffff,0.15000000000000002,2017,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995b941fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,False
884995b943fffff,0.15000000000000002,2020,0.14999999999999997,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.14999999999999997,0.15,False
884995b947fffff,0.15000000000000008,2018,,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,False
884995b94bfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,False
884995b951fffff,0.15000000000000013,2021,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15,0.15,0.15000000000000008,False
884995b953fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995b955fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995b957fffff,0.15000000000000008,2019,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,False
884995b959fffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,False
884995b95bfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b95dfffff,0.15000000000000008,2019,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000002,False
884995b961fffff,0.15000000000000013,2020,0.15,0.15,0.15,0.15,0.15000000000000013,0.15,0.15000000000000002,0.14999999999999997,,False
884995b963fffff,0.15000000000000008,2021,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15,False
884995b967fffff,0.15000000000000008,2019,0.14999999999999994,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,,False
884995b96bfffff,0.15000000000000013,2022,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000013,0.15,0.15000000000000008,False
884995b989fffff,0.15000000000000008,2016,0.15000000000000008,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
884995b98bfffff,0.15000000000000008,2022,0.15,0.14999999999999997,0.15,0.15,,,0.15000000000000008,0.15000000000000002,0.15,False
884995b98dfffff,0.15000000000000013,2021,0.15000000000000002,,0.15,0.15000000000000002,0.15,0.15000000000000013,,0.15,,False
884995b991fffff,0.15000000000000008,2022,0.15,,0.15,0.15,,,0.15000000000000008,0.15,,False
884995b993fffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,False
884995b999fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
884995b99bfffff,0.15000000000000008,2021,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15,False
884995b99dfffff,0.15000000000000008,2023,0.14999999999999997,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,False
884995b9c1fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.14999999999999994,False
884995b9c3fffff,0.1500000000000001,2023,0.15,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15,0.14999999999999994,0.1500000000000001,0.15,False
884995b9c5fffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995b9c7fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000008,False
884995b9c9fffff,0.15000000000000002,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,False
884995b9cbfffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,False
884995b9cdfffff,0.1500000000000001,2023,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15,0.1500000000000001,0.15,False
884995b9d1fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,,,,,,False
884995b9d3fffff,0.15000000000000008,2021,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,False
884995b9d5fffff,0.15000000000000008,2022,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,False
884995b9d7fffff,0.15000000000000008,2019,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995b9d9fffff,0.15000000000000008,2022,,,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
884995b9dbfffff,0.15000000000000008,2018,0.14999999999999997,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,False
884995b9ddfffff,0.15000000000000008,2019,0.14999999999999997,0.14999999999999997,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,0.15000000000000002,False
884995b9e1fffff,0.15000000000000008,2019,0.14999999999999997,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,False
884995b9e3fffff,0.15000000000000008,2018,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995b9e5fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15,False
884995b9e7fffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15,False
884995b9e9fffff,0.15000000000000008,2016,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995b9ebfffff,0.15000000000000013,2024,0.15,0.15,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000013,False
884995b9edfffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15,False
884995ba01fffff,0.15,2016,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,False
884995ba03fffff,0.15000000000000008,2024,0.15,0.14999999999999994,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,False
884995ba05fffff,0.15000000000000008,2020,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.14999999999999997,False
884995ba07fffff,0.15000000000000013,2020,0.15,0.15,0.15000000000000008,0.15,0.15000000000000013,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995ba09fffff,0.15000000000000008,2022,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
884995ba0bfffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15,False
884995ba0dfffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,False
884995ba11fffff,0.15000000000000008,2016,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995ba15fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,False
884995ba19fffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15,False
884995ba1dfffff,0.15000000000000008,2020,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,0.14999999999999997,False
884995ba21fffff,0.15000000000000008,2022,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,False
884995ba23fffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995ba25fffff,0.15000000000000008,2019,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000008,False
884995ba27fffff,0.15000000000000002,2020,0.15,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,False
884995ba29fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995ba2bfffff,0.15000000000000008,2020,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15,False
884995ba2dfffff,0.15000000000000002,2018,0.15,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995ba31fffff,0.1500000000000001,2022,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.1500000000000001,0.15000000000000008,0.15000000000000008,False
884995ba33fffff,0.15000000000000002,2020,0.15,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15,0.15,False
884995ba35fffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,False
884995ba37fffff,0.15000000000000002,2024,0.15,0.15,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,False
884995ba39fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995ba3bfffff,0.15000000000000002,2021,0.14999999999999997,0.14999999999999994,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995ba3dfffff,0.15000000000000008,2021,0.14999999999999997,0.15000000000000002,0.15,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15,0.15000000000000008,False
884995ba41fffff,0.15000000000000008,2022,0.15,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,False
884995ba43fffff,0.15000000000000008,2019,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,False
884995ba45fffff,0.15,2017,0.14999999999999997,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14999999999999997,False
884995ba47fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15,0.15,False
884995ba49fffff,0.15000000000000008,2024,0.14999999999999994,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.14999999999999994,0.15000000000000008,False
884995ba4bfffff,0.15000000000000002,2023,0.14999999999999997,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995ba4dfffff,0.15000000000000008,2019,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,False
884995ba51fffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15000000000000002,False
884995ba53fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,False
884995ba55fffff,0.1500000000000001,2022,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15,0.1500000000000001,0.15,0.15,False
884995ba57fffff,0.15000000000000008,2024,0.15000000000000002,0.15,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,0.14999999999999997,0.15000000000000008,False
884995ba59fffff,0.15000000000000008,2017,0.14999999999999997,0.15000000000000008,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995ba5bfffff,0.15000000000000008,2018,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,False
884995ba5dfffff,0.15000000000000008,2020,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,False
884995ba61fffff,0.15000000000000008,2023,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,False
884995ba63fffff,0.15000000000000002,2018,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995ba65fffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,False
884995ba67fffff,0.15000000000000008,2021,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15,0.14999999999999997,0.15,False
884995ba69fffff,0.15000000000000008,2020,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,False
884995ba6bfffff,0.15000000000000013,2021,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000013,0.15000000000000002,0.15,0.15,False
884995ba6dfffff,0.15000000000000002,2023,0.15,0.15,0.14999999999999997,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995ba81fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,False
884995ba83fffff,0.15000000000000002,2019,0.14999999999999997,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15,False
884995ba85fffff,0.15000000000000008,2019,0.14999999999999994,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.14999999999999997,0.15,0.15,False
884995ba87fffff,0.15000000000000008,2020,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,0.14999999999999997,0.15000000000000008,False
884995ba89fffff,0.1500000000000001,2022,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,0.1500000000000001,0.15000000000000002,0.15000000000000008,False
884995ba8bfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,0.15,False
884995ba8dfffff,0.15000000000000008,2022,0.15,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15,0.15000000000000002,False
884995baa1fffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15,False
884995baa3fffff,0.15000000000000008,2017,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15,0.14999999999999997,0.15,0.15,False
884995baa5fffff,0.15000000000000008,2023,0.15000000000000002,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,False
884995baa7fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995baa9fffff,0.15000000000000002,2017,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.14999999999999997,False
884995baabfffff,0.15000000000000008,2023,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000002,False
884995baadfffff,0.15000000000000002,2020,0.15,0.15,0.15,0.14999999999999994,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,False
884995bab1fffff,0.15000000000000013,2019,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000013,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15000000000000002,0.15000000000000008,False
884995bab3fffff,0.1500000000000001,2023,0.15,0.15000000000000002,0.15000000000000008,0.14999999999999997,0.15000000000000002,0.15000000000000002,0.15000000000000008,0.1500000000000001,0.15,False
884995bab5fffff,0.15000000000000002,2016,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15,False
884995bab7fffff,0.15000000000000002,2016,0.15000000000000002,0.15,0.15000000000000002,0.14999999999999994,0.15,0.15,0.15,0.15000000000000002,0.15,False
884995babbfffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,False
884995bac1fffff,0.15000000000000002,2017,0.15,0.15000000000000002,0.15000000000000002,0.15,,0.15,0.15,,,False
884995bac3fffff,0.15000000000000008,2020,,,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,,,False
884995bac5fffff,0.15000000000000008,2022,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000008,0.15,False
884995bac7fffff,0.15000000000000002,2021,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,False
884995bacbfffff,0.15,2018,,,0.15,,0.15,0.15,,,,False
884995bae1fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15000000000000008,False
884995bae3fffff,0.15000000000000008,2020,0.14999999999999997,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.14999999999999997,0.15000000000000002,False
884995bae5fffff,0.15000000000000013,2020,0.15,0.14999999999999997,0.15,0.15000000000000002,0.15000000000000013,0.15,0.15000000000000002,0.15,0.15,False
884995bae7fffff,0.15000000000000008,2022,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,False
884995bae9fffff,0.15000000000000008,2021,0.15,0.15000000000000002,0.15,0.15,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,False
884995baebfffff,0.15000000000000008,2021,0.14999999999999997,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000008,0.15000000000000002,0.15,0.15000000000000002,False
884995baedfffff,0.15000000000000008,2020,0.14999999999999997,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995bb01fffff,0.15000000000000008,2019,0.14999999999999997,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000008,0.15,0.15,0.15,False
884995bb03fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15,0.15,0.15,0.15,False
884995bb05fffff,0.15000000000000008,2024,,0.15,0.14999999999999997,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,False
884995bb07fffff,0.15000000000000008,2019,0.14999999999999994,0.14999999999999994,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15000000000000008,0.15000000000000002,0.15000000000000002,False
884995bb09fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.14999999999999997,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,False
884995bb0bfffff,0.15000000000000008,2020,0.15,0.15,0.15,0.15,0.15000000000000008,0.15,0.15000000000000008,0.14999999999999997,0.15000000000000008,False
884995bb0dfffff,0.15000000000000008,2021,0.15000000000000002,0.15,0.15000000000000002,0.15,0.15,0.15000000000000008,0.15,0.15,0.15,False
884995bb11fffff,0.15000000000000002,2019,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15,0.14999999999999997,0.15,False
884995bb13fffff,0.15000000000000013,2017,0.15,0.15000000000000013,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,0.15,0.15,False
884995bb15fffff,0.15000000000000008,2020,0.14999999999999997,0.15,0.15,0.15,0.15000000000000008,0.15000000000000008,0.14999999999999997,0.15000000000000008,0.15000000000000002,False
884995bb17fffff,0.15000000000000008,2019,0.14999999999999997,0.15,0.14999999999999997,0.15000000000000008,0.15000000000000002,0.15,0.15,0.15000000000000002,0.15000000000000002,False
884995bb19fffff,0.15000000000000008,2018,0.14999999999999997,0.15,0.15000000000000008,0.15,0.15000000000000008,0.15,0.15000000000000002,0.14999999999999994,0.15,False
884995bb1bfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.14999999999999997,0.15000000000000002,0.15000000000000008,0.15,0.15,0.15000000000000008,False
884995bb1dfffff,0.15000000000000008,2021,0.15,0.15,0.15,0.15000000000000002,0.15,0.15000000000000008,0.15000000000000002,0.15000000000000008,0.15,False
884995bb21fffff,0.15000000000000008,2021,0.15,0.14999999999999997,0.14999999999999997,0.15,0.15,0.15000000000000008,0.15000000000000008,0.15,0.15000000000000008,False
884995bb23fffff,0.15000000000000008,2017,0.15,0.15000000000000008,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000002,0.15,False
884995bb25fffff,0.15000000000000008,2018,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000002,0.15000000000000002,False
884995bb29fffff,0.15000000000000008,2019,,0.15,0.15,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15,False
884995bb2bfffff,0.15000000000000008,2021,0.14999999999999997,0.15,0.15000000000000002,0.15,0.15000000000000002,0.15000000000000008,0.15,0.15000000000000002,0.15000000000000008,False
