h3_8,año_hecho,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16
8849958443fffff,2021,-0.53618807,1.6840824,-0.14918913,1.910148,0.21414216,0.17118159,0.108617395,1.1198034,1.0914232,0.5221163,-0.24508023,1.3907788,-0.81147045,0.22128634,-0.8413794,-0.78223294
8849958443fffff,2022,0.011760524,-0.68653417,-1.3928571,0.73750514,-0.89689296,-0.54651904,-0.5236133,0.76271904,-0.073386475,-0.99074495,-0.63376397,-0.3197919,-1.7536871,-1.2247572,-0.16228963,-0.9268149
8849958443fffff,2023,0.036980677,0.7972776,-0.6021071,0.23284228,-1.6815454,0.41472924,-0.21276458,0.5157318,0.18065578,0.33811003,1.984143,0.6272883,-1.3331993,-0.5317601,0.9850643,-0.64823586
8849958443fffff,2024,-0.13701773,-0.04757115,-0.8957153,0.67463833,-0.2740633,0.3288211,-0.26724225,1.0171362,0.12341539,-0.061265305,0.7237747,-0.5312351,-1.7680501,-0.9885971,-0.6292241,0.44588667
8849958445fffff,2016,-0.08219023,1.8203652,1.412093,2.8799071,-1.4935209,0.412877,-1.7625864,0.90582913,-0.046122823,1.8886555,-1.747048,-1.2481375,-1.2222905,0.2954297,0.48137024,-1.0638262
8849958445fffff,2017,-1.0514055,1.5440174,0.25602627,1.4362553,1.1198823,0.4121435,-2.0764678,-0.59436005,0.6794607,2.7887447,-0.38978082,1.1254243,-2.392755,-0.5266338,-1.3447189,-2.079444
8849958445fffff,2018,-0.8218311,1.1720392,0.13684049,1.8070365,0.040536214,-0.757154,-0.45673046,0.32091466,0.76006603,1.1913363,-1.4977585,0.025229013,-1.5614655,0.5906299,0.061173324,-0.46762773
8849958445fffff,2019,1.0625149,1.1587126,-1.1603117,1.706684,0.27446547,0.114616014,-1.036812,0.88529867,0.7577815,0.037493005,-0.8529098,-0.023188533,-1.9243815,-0.11813686,-1.4349405,0.68936956
8849958445fffff,2020,-1.0149192,0.44198394,-1.742896,1.7281753,-0.11698146,0.34024563,-2.9205565,-0.1056823,0.6112413,0.3255088,-1.429498,-0.8052591,-0.935102,-0.70847267,1.0510445,-1.4953802
8849958445fffff,2021,-0.829783,-0.47908685,-0.17275456,1.8127189,-0.36258265,0.6641158,-0.90964174,-0.42229787,1.4788859,-0.5899597,0.57014877,0.61560446,-1.0266516,-0.53289515,-0.532923,-0.45453438
8849958445fffff,2022,-0.16920917,-0.9952677,-0.76990366,2.5061493,-0.51512176,-1.278615,-0.69888204,0.269936,0.047057834,-0.760863,0.20254332,0.6240976,-0.7142607,-1.7379925,-0.59482634,-0.35589892
8849958445fffff,2023,0.8551245,1.056742,-1.4008836,2.4853947,-1.1187061,1.2596058,-1.7901859,-0.5793251,-0.5499264,-0.29850963,0.97946465,-1.0323414,-1.5593445,-0.90502965,-1.3281044,1.8156569
8849958445fffff,2024,-0.42810363,0.8692531,-0.7328078,3.1306376,-1.5071529,-1.4493546,-2.3019438,0.27045652,0.43259797,-0.21683146,-1.6702663,-0.4690322,-1.4343183,-0.70815444,0.5285428,-1.1799483
8849958447fffff,2016,-0.68790495,0.65415245,-0.949629,0.47364697,-0.026651125,-0.13850261,-1.342988,0.11583308,0.59736264,0.44697785,-0.25795603,0.43409556,-1.1299696,0.37512636,0.66521126,-0.88859457
8849958447fffff,2017,-0.831659,0.73749745,-1.0328571,0.27815565,-0.017901812,-0.20720974,-1.1675719,1.2306331,0.32734388,1.1861056,0.4800867,-0.25255933,-2.955467,-0.64810795,-0.7273443,-0.21657687
8849958447fffff,2018,-0.29258224,-0.08053065,-0.54112107,0.7357415,-0.54256326,0.6051853,0.5584938,1.065176,0.4203001,-0.4047217,-0.3676926,0.15657511,-1.0693855,-0.73675895,0.18481688,-1.0599884
8849958447fffff,2019,-0.7171992,1.0033251,0.2939531,1.1988431,-0.12629876,-0.6470798,-0.8926638,-0.21189938,-0.66296774,1.3465832,-0.45986748,0.23507251,-1.1375563,-0.092833914,-0.9812694,-0.73311114
8849958447fffff,2020,-2.0058959,0.9217821,-0.26686752,1.1404728,0.99976957,-1.2793403,-0.74436074,0.6266654,0.20932725,0.96357995,0.63397306,0.24554758,-1.2438145,-0.33051926,-0.6020477,-0.34123036
8849958447fffff,2021,-0.55784875,-0.95160806,-0.8239796,1.1319287,-0.9925665,-0.5860322,-0.6020989,0.76346993,-0.51559186,0.26536882,1.1981994,0.6858141,-2.1250317,-0.82041806,-1.1207185,0.8890289
8849958447fffff,2022,-0.53732187,-0.6835269,-1.0235763,0.9468195,-0.60318893,-0.5782348,0.50386685,-0.2357657,-0.23664631,-0.4548571,0.08570946,1.0854993,-1.505069,-0.5098484,0.17363514,-1.0943302
8849958447fffff,2023,0.37379736,-1.9472691,-1.4051869,2.163103,-0.495494,-1.3481731,0.03848003,1.4917492,-1.4139372,-0.9467062,0.4789535,0.78962606,-1.9063429,-1.20182,-1.097787,-0.07268002
8849958447fffff,2024,-0.13002911,-0.17581218,-1.6193328,3.0821407,-1.1369652,-1.1691316,0.032746315,0.26391628,0.8363429,0.012260121,0.55961573,0.65877867,-1.8268331,0.34429348,1.9390502,0.791437
8849958449fffff,2016,-0.65128577,0.8535291,-1.5362775,2.0139441,0.36763576,-1.7962894,-0.43142572,0.53487587,-0.034330394,0.8902278,-0.44583568,-0.33097792,-2.537161,0.30747062,-0.036815822,1.0513433
8849958449fffff,2017,-0.30572346,1.7023556,-0.788451,0.39319453,0.0910806,0.8039391,-1.6799166,-0.12247378,0.5490573,1.352174,0.5166873,-0.99077505,-2.5466094,-0.084860206,-0.72794724,0.6485911
8849958449fffff,2018,-0.36236495,-0.09012674,-0.7644533,0.98909026,0.9980117,0.52834773,-1.2084066,0.07139202,0.2682114,0.9537876,-0.95114344,0.030818796,-1.5401276,0.23174079,-0.65060854,-0.6785345
8849958449fffff,2019,-1.071546,0.32146707,-1.9782587,1.4104362,-0.31583256,-0.055281926,-1.9958634,-0.44288895,-0.1458536,0.37451074,-1.7668566,0.06953314,-0.3142692,-0.026651798,0.39624888,-0.5337417
8849958449fffff,2020,-1.9643776,0.4912131,-0.9579982,1.5685884,-0.084147245,0.19841115,-1.4776143,0.986709,1.6255873,0.5667697,-1.5340861,-0.2906582,-1.5373063,0.00092827453,1.0163348,-0.5769358
8849958449fffff,2021,-1.7141471,-0.07631582,2.1701262,4.9134655,-2.3764484,-1.1612962,-0.0128292395,-1.0299603,1.9360867,1.064751,-0.70861685,1.5419402,-0.57553846,-0.93682414,0.35748684,0.37090224
8849958449fffff,2022,-1.9789431,0.62903285,-1.142245,1.8062773,-0.35593393,0.5633186,0.25928435,-0.5169596,0.5932788,-0.28336948,0.20443597,0.558517,-0.87408316,-1.034947,-0.44730654,-0.8867677
8849958449fffff,2023,-0.36903217,0.9579119,-0.9817838,3.7773702,-0.9700315,1.4462171,-2.308558,-0.32158223,-0.03326728,-0.28455597,0.3623416,-0.28081778,0.095020026,-1.9387784,-0.88756126,-0.85327774
8849958449fffff,2024,0.6913594,0.26571846,-0.94728494,0.352024,0.16039804,-0.318206,-0.68244314,0.8416722,-0.5337876,1.2142204,-0.15853383,1.29115,-2.3831327,0.37441814,-0.70245093,-0.9327957
884995844bfffff,2016,0.037105504,1.4055207,-0.52618825,1.8055489,0.50190663,0.45621845,-0.35128224,-0.68624556,0.42347172,1.743451,-0.67897457,0.21469548,-1.9358351,0.8931358,0.26048645,-0.51353616
884995844bfffff,2017,0.87640333,2.0404513,-1.1806613,2.2269719,-1.1083635,0.82127243,-1.1608244,1.5738349,1.2989563,1.7316569,-0.6855782,-0.07262915,-2.3360171,-1.176504,-0.20246041,0.21483915
884995844bfffff,2018,0.5306931,0.76005346,-1.2334266,0.84707445,-0.18900831,-1.4029062,-1.6451514,0.47178313,-0.05889064,0.26421565,-1.1799084,0.32245937,-1.6586376,-0.41047886,-0.650641,-0.7621362
884995844bfffff,2019,-0.7379697,0.8061411,-0.5269984,0.8407967,0.33502862,0.9212795,-1.1147642,-0.30185866,0.92863584,1.1806978,-0.07589313,-0.40333527,-1.501751,-0.68823063,0.12893678,-1.1220473
884995844bfffff,2020,-0.76477486,0.36947837,-0.28161675,0.79931456,-0.19175574,0.3365643,-2.4670858,-0.5108656,0.31490937,1.054651,-0.12270038,-0.37855268,-1.4485053,0.12544039,-0.2513829,-0.48499528
884995844bfffff,2021,-0.72418535,2.6773925,-1.0771655,1.371631,-0.52499473,0.94393045,-0.2176924,-1.3585141,-0.75128955,-0.30979562,1.3436825,-0.8817244,-1.3568938,0.66995823,-0.6878058,0.92030907
884995844bfffff,2022,-1.1708913,0.19332953,0.9199966,1.9981614,-0.90936095,0.62743956,-1.2131058,0.030503131,0.12451705,0.5219172,0.16658606,0.14284435,-0.39230525,-0.38637593,-0.9832555,-0.25913686
884995844bfffff,2023,-0.10065682,0.009672863,-0.086572565,1.5148429,-0.29898745,0.7487428,0.1007747,-0.4429267,0.8895568,0.33643788,1.2749786,1.2112387,-0.6791495,-0.35577726,0.097375914,-0.28403795
884995844bfffff,2024,-1.2603549,1.3656523,-1.75099,1.5582114,-8.632992e-05,-0.81406426,0.020564295,0.113082804,-0.45498902,-1.4053189,0.52516216,-0.47596115,-1.3180044,0.58604145,-0.5017307,0.58188003
8849958451fffff,2016,-1.138148,0.025121244,-1.2730957,1.0856521,0.33156493,0.73380786,-1.9411739,1.3637013,-1.1863757,1.7605692,0.14625917,0.87222755,-0.004701398,0.6387456,-0.35566145,0.668815
8849958451fffff,2017,-2.2106671,2.1355355,-0.4973679,0.94097227,-0.3763276,-1.0364652,-0.5240612,-1.6201988,-0.94283706,0.85971934,0.8175044,-0.22979139,-1.2577988,-0.2645869,-0.8174795,-0.040712744
8849958451fffff,2018,-1.4628004,0.49821982,-0.20578474,0.16410881,-0.13674596,0.68374544,0.73006403,-0.059496164,0.37678963,-0.13880198,0.6451509,0.6195614,-0.93993527,0.103694156,-0.2141901,-1.0634054
8849958451fffff,2019,-1.0643076,1.2560484,-1.2315899,0.67786396,0.23419939,0.14143117,-0.49807906,1.0294143,1.2803464,-0.43703058,0.7380992,0.1950551,-0.40637678,0.52111727,0.082944125,0.7245831
8849958451fffff,2020,-1.9936703,1.1999649,-0.67852783,0.79177684,-0.99002653,-0.42286026,0.671385,0.0047618393,0.2095678,0.8004408,0.38742435,1.1512817,-0.7340435,0.5347852,0.49235964,0.029751325
8849958451fffff,2021,-0.1075828,-0.31467345,-0.79539037,1.6028916,-1.630185,-0.58155334,-0.30376574,1.2064914,-0.50141853,0.29324445,-0.8738906,-0.3272115,-1.3710378,-1.0187773,0.27952465,-0.11743171
8849958451fffff,2022,0.2694428,-0.10777884,-0.49587083,0.78472906,-0.60837483,-0.12501605,-0.25212738,-0.107599854,0.7962766,-0.30660757,0.63168454,0.8007911,-1.100535,-0.1436221,-0.21320167,0.44176206
8849958451fffff,2023,-0.30681103,-0.7642921,0.14834335,2.1405663,1.0270734,1.8358351,0.9493844,-0.84833735,1.7944456,-0.52096736,1.4164542,0.36700898,-1.7981266,-0.69699144,-1.1131432,0.33033475
8849958455fffff,2016,-2.2148178,1.6455846,0.4761844,0.63164854,-1.5420576,0.34305486,-0.80111843,0.51688284,-0.078784,-0.90421295,0.46405405,-0.43899843,-1.3175008,0.5469752,-1.7829041,-0.6107022
8849958455fffff,2017,-0.22485647,2.439844,-0.75758016,2.0190752,0.7118066,0.5754473,-1.1249855,0.28424895,1.8582301,0.029559638,-0.42709956,-1.429471,-1.603802,0.55572724,-0.744661,1.522309
8849958455fffff,2018,0.10248442,-0.4008586,0.02930936,0.98709875,-0.24751994,-0.058532875,0.20579918,1.0120776,-0.026096798,-0.5646652,-0.0276765,-0.23475397,-0.72469693,-0.6878628,-0.9266239,-0.05384447
8849958455fffff,2019,-0.5568818,0.6878398,-0.57767886,1.010731,-0.5087581,0.18651824,-0.47200668,0.5154199,-0.1293346,-0.23123747,-0.3823566,0.23906131,-0.074387655,0.55803293,-0.32960418,-0.1527729
8849958455fffff,2020,-1.3732917,0.94781774,-0.70412594,0.64257383,-0.3600828,0.8642633,-0.06593926,0.38874507,0.8902231,0.20589526,-0.1063038,-0.41791153,-0.51265854,-0.025400795,-0.2661603,0.7568416
8849958455fffff,2021,-0.62880063,0.35218644,0.11732627,0.22872813,-0.11053128,0.5902299,0.31104255,0.07933533,0.39760005,-0.058020245,0.48278084,0.23361023,-0.3291964,-0.23045933,-0.33401996,-0.6117636
8849958455fffff,2022,0.17398563,0.93141013,0.1067883,1.4197906,-0.95160025,0.56403935,1.3131428,0.8916865,0.47019276,1.3251092,-0.23478892,-0.40987828,-1.1309049,0.53139657,1.6499954,-0.085602805
8849958455fffff,2023,-1.9468747,1.6082119,1.0865579,1.3528786,-1.3727157,-1.15916,-0.111205146,-0.047012016,-1.3053699,0.4380365,0.61205626,0.13247587,-0.7030052,-0.0887596,-1.4164852,-0.55338776
8849958455fffff,2024,-1.4815091,0.99161375,0.08606981,0.48685947,0.040959653,0.52016824,-0.6827291,-0.07924884,0.08627449,0.27171236,0.62472236,-0.31250665,-1.2217035,-0.076979525,-1.2374771,-0.48452958
8849958457fffff,2016,-0.5592339,1.1685108,-0.98903877,2.3274207,-0.84488785,0.019063642,-1.1254215,-0.31345436,0.842636,-0.71461684,-0.4982365,-0.922326,-1.3023875,0.4932085,0.4027082,0.24157542
8849958457fffff,2017,-0.8468377,1.1162883,-1.3507463,0.64531696,-0.26077265,0.08606457,-0.94299865,-1.1052488,-0.43713197,0.025129806,-0.35312334,-0.12747855,-2.4174984,1.2490686,-0.60217416,-0.1940101
8849958457fffff,2018,-0.41405055,-0.14999348,-0.5460979,0.5706505,-0.08941085,0.31703272,-0.05978697,-0.15079287,0.4542385,-0.3156544,-0.29572004,-0.32818103,-0.70337576,-0.5086392,0.21728058,-0.7402234
8849958457fffff,2019,-1.6748068,0.856771,0.15420026,0.41969696,-0.5441638,-0.5162048,-1.8242348,0.8835482,-0.27289167,0.78889084,0.5143493,-0.5845917,-0.86565304,0.333739,0.1637765,-0.015319537
8849958457fffff,2020,-0.5870652,1.6808374,-0.20101781,1.9725196,0.2798411,0.24135433,-0.0019310716,0.5441526,0.2345232,-0.08136436,0.7669742,-1.2605616,-0.34971273,0.6249406,0.089493394,1.0926085
8849958457fffff,2021,-0.5717144,0.8580549,-0.5631784,2.1709995,0.86268556,2.4131508,1.4778737,0.7779158,1.0265512,0.61804557,-0.1388821,0.23456298,-1.1245296,0.6628028,-0.97391695,0.8960044
8849958457fffff,2022,0.25575927,0.5218931,-1.50895,1.1892111,0.78820276,0.2498607,0.48166803,0.55203354,-0.15861614,0.3366683,0.34446332,-0.35926217,-1.9433782,-0.5694761,-0.32802516,0.3429779
8849958457fffff,2023,-0.72275496,0.051395103,1.4695108,2.4029667,-0.197126,-0.79357916,-1.0178828,-0.20173673,2.6610992,0.14499189,0.41624,1.5124452,-1.2827835,0.6193084,-0.93745637,0.5686529
8849958457fffff,2024,-1.0269928,0.91013014,-0.23469143,0.5752772,-0.54611593,0.14283788,-0.5977454,0.22224204,0.29792994,0.82935315,1.1377755,0.89376664,-0.7690849,0.072363764,0.059199773,-0.4687985
8849958459fffff,2018,-0.19269925,-0.11666837,-0.1826139,1.6711763,0.40366328,-0.039579704,-0.41111535,1.2837288,-0.58413994,0.9293271,-0.48262104,-0.40301988,-1.0496864,-0.35002926,-0.069784775,-0.48913854
8849958459fffff,2019,-0.30253074,2.942346,-4.740149,2.441221,-0.18221892,-0.15244256,-1.5913575,0.77647144,2.3730197,-0.6347297,-0.6913096,-0.47881034,-0.8922521,-0.54320836,1.4326597,2.430299
8849958459fffff,2020,-0.6291245,0.8473595,-1.8818357,3.8811183,-0.65508866,0.08074035,-1.3660868,1.1232976,0.07209289,-0.13194083,-1.3210651,-0.3999985,-0.8071751,-1.384818,-0.18023917,-0.6434384
8849958459fffff,2022,-1.2035904,-1.8460768,-1.0816635,0.9576768,-0.26048407,-0.22822443,-0.44705662,-0.23104335,0.35330433,0.081978135,0.5482185,-0.42454466,-2.1551728,-0.3873357,1.0175649,-0.036048226
8849958459fffff,2023,-0.67618567,0.42002827,-1.8211472,2.1293314,-0.31005624,-0.7113511,-0.5268218,1.8252481,-1.0957758,-0.23707835,1.1316953,0.24912283,-1.7361121,-1.0311756,-0.7039998,-0.37242994
8849958459fffff,2024,-0.8022584,1.3449367,-1.8084983,3.7318578,0.3754956,-0.57822096,0.5485556,0.6905029,1.1995342,-0.25962484,-0.4783724,0.13967547,-1.2155647,-0.35207295,0.6763493,-0.043037135
884995845bfffff,2016,-0.7432684,0.08509293,-1.00066,1.2828054,0.9798286,-0.15234852,-2.650408,-1.5848799,-0.51141024,2.4793735,-1.4271622,1.0579015,-3.102477,1.5554873,-0.30742934,-1.5069981
884995845bfffff,2017,-1.2273679,1.4775572,-0.031355508,-0.026242238,-0.5389447,-0.6977401,-2.0172858,0.7930714,0.3865282,0.9013525,0.87233967,0.27787086,-1.232471,0.036028445,-0.101023145,-0.48637953
884995845bfffff,2018,-0.86957526,2.0483487,-0.29961658,1.4913267,-0.37110552,-0.597055,-0.1258264,0.005618269,0.16959745,0.3180531,-0.23303857,0.86279184,-1.7294347,1.0459908,-1.1204189,-0.37024003
884995845bfffff,2019,-0.34789035,1.9122515,-0.86511534,3.5131786,-1.6674181,-0.53553945,0.508406,1.8463935,2.4307995,0.15021998,-1.7240461,0.45293918,-1.1257083,0.52340454,0.74440634,1.4850233
884995845bfffff,2020,-0.65942013,3.0778093,-1.9642736,2.4421184,-1.4615895,-0.7138998,-0.5022288,1.1219311,1.2601922,-0.09313337,-1.1382337,-0.9286132,-1.6284417,-0.034040134,-0.043072887,1.9487509
884995845bfffff,2021,0.48872834,0.14895245,-0.6697232,0.8982719,-0.7884148,-0.11675474,-0.86934286,1.1375229,-0.1537146,0.8811724,1.0866847,0.77862316,-1.3566531,-0.8462643,0.1461695,-0.6075151
884995845bfffff,2022,-0.45627987,0.35367417,-1.7436259,2.011062,0.550702,0.8999851,-0.65867156,0.45181993,0.17215024,0.47458392,0.7000384,-0.871967,-1.4905872,-0.96410674,-0.10495443,0.83003706
884995845bfffff,2023,-0.35077915,1.7844911,-1.1628926,2.5320926,-0.39990386,1.0768338,-0.56558686,-0.5045827,0.42903435,-1.218035,0.7694356,-0.85106117,-0.8116188,-1.0805609,-1.1257011,0.5235931
884995845bfffff,2024,-0.07411732,-0.020611595,-0.043732673,1.4352713,-1.317207,0.069746695,0.40455756,-0.13806345,0.87925756,0.41924962,0.78989047,1.3404409,-1.9543749,0.03542261,-0.18781666,0.32696998
884995845dfffff,2016,0.0893367,2.4046366,0.07876341,2.7241583,-1.2883948,1.2378416,1.8798765,1.806095,1.5054276,1.2054956,-1.072829,-0.13428852,-2.8956373,0.8740283,-0.14499088,0.47295415
884995845dfffff,2017,-0.23884204,0.9260639,-0.28450435,1.4114001,-0.67078453,-0.8587797,-0.6562648,0.15917501,-0.95238215,1.6346139,-0.7353097,0.30923507,-2.1072946,0.9874054,0.2753931,-0.77264124
884995845dfffff,2018,0.071320064,1.1827925,0.24459095,2.91239,-1.0000767,-1.0545337,0.062447146,0.041615747,1.0965859,-0.03765206,-0.756736,0.07113125,-0.37478107,-0.528269,-0.023025926,0.39612025
884995845dfffff,2019,-0.22012062,0.03693498,-0.25779936,2.1188827,-1.3836099,-0.9145112,-0.55524737,0.39034808,0.17946991,0.7681241,-1.2026917,0.7319435,-0.8179453,-0.41899145,-0.5749615,0.7319603
884995845dfffff,2020,-0.95090675,0.4572262,-1.4938266,1.8014073,-0.091444165,-0.39840543,-0.43083888,1.3506392,0.3603788,0.933416,-0.37397206,-0.56706554,-1.5271367,-0.6153213,-0.2992171,1.5494328
884995845dfffff,2021,-0.6238317,0.29066133,-1.0340317,1.3818556,0.20187081,-0.45347908,-0.57641363,1.4562497,-0.31533808,0.14433694,-0.43433854,0.52728844,-1.3080304,-1.4561988,-1.3591604,-0.95909613
884995845dfffff,2022,-0.47672185,-0.32142258,-1.12105,0.9572038,-0.10644698,-0.0290693,-0.36442742,0.44057652,-0.1947871,0.5704504,0.6021437,-0.2813328,-0.28192705,-0.6391356,0.91149604,0.35446668
884995845dfffff,2023,0.13275716,0.824894,-2.3965306,1.5416267,-0.42194188,0.502256,0.33167127,0.70236784,-0.2168004,-1.4018476,0.1623618,-0.38854593,-1.9590106,-0.5918559,-0.11578771,-0.3898282
884995845dfffff,2024,-1.5551997,1.3304707,-1.017782,1.0074013,-0.9332133,-0.16693272,0.7447464,0.41593403,0.8961254,0.20134205,-0.21716167,-0.75689566,-1.262006,-0.24321054,0.7465229,0.6703639
8849958461fffff,2017,-0.49562037,-1.8660308,0.5876713,3.1666744,1.3306018,2.2158434,-0.98007935,-0.7113138,3.2862399,0.46383977,-0.12949108,1.2259386,-2.685963,-1.7812335,-1.9567091,-1.4260801
8849958461fffff,2018,-2.6016028,0.16789047,-1.2589647,1.5472175,-0.41908255,-0.29283142,-0.20464315,-1.7717571,0.0921569,-0.20595716,-0.83184475,-0.09947849,-1.1294602,-0.7872203,0.29781273,-1.4942251
8849958461fffff,2019,-2.1374288,0.08654458,-0.84795123,1.5203345,1.4057727,-0.287289,-0.49930948,0.99773407,0.6030858,-0.63199854,0.64165276,-0.45262298,0.13601388,0.34010348,0.29024076,0.13537169
8849958461fffff,2020,-1.7292598,0.32572886,-1.1696264,1.7661092,-2.321203,-0.044138324,-1.7930542,1.7834918,0.21578819,-0.36083147,-1.6517366,-0.70473874,-2.1653328,0.038458247,-0.75097597,0.38015297
8849958461fffff,2021,-2.636857,0.29231733,-1.4146644,0.7754163,-0.2232192,-0.4473322,-1.1743367,-0.8543624,0.16615242,1.1693945,-0.21196958,-0.8208311,-2.0562966,-0.7166098,1.6253159,-1.3920565
8849958461fffff,2024,-0.3977698,1.389827,-1.066349,0.92656225,0.5536303,-1.2835101,-0.21159202,-0.63511133,-1.0762382,2.1030853,0.47827724,1.6003734,-3.325356,0.8664521,-1.36822,0.08586057
8849958463fffff,2016,-1.1416895,0.1533284,-0.8981413,0.77701074,0.6965673,-0.8304053,-0.76904744,1.9630687,-0.337749,0.22598583,2.2683265,-1.040773,-0.41313478,0.29902792,1.271732,0.7643366
8849958463fffff,2017,-0.42417312,0.99346536,-0.8475532,1.9574217,0.8784419,0.6081615,-0.723868,0.04205231,-0.8993405,1.542192,1.59152,-0.24954817,-0.84271264,-0.072051756,0.63615805,-0.55436605
8849958463fffff,2018,-0.022067208,0.17995737,-0.12794696,0.7101279,-0.24645676,0.6091155,-0.3031231,0.40267515,1.0757236,0.6658666,1.078107,0.0073460075,-0.1640601,-1.1350238,1.1078392,-0.56287706
8849958463fffff,2019,-1.1707493,1.7400733,-0.09149011,0.73550093,-0.097655974,-1.1481174,-0.3853369,0.59321284,0.10810854,1.3018104,1.0862836,1.006861,-1.0501533,-0.9083465,-0.6406408,-0.7568925
8849958463fffff,2020,-0.25859955,0.39986995,-0.16597125,1.1029541,1.2773271,0.6468384,-1.9441594,0.89944,1.2688291,1.3780056,0.5091333,0.57098,-1.8081279,0.53771627,-0.040279225,-0.8370613
8849958463fffff,2021,-3.2030647,0.81110984,-1.2757692,1.3460144,-2.6528616,-0.23654822,-0.6602453,-0.19243345,-1.1424516,-2.455967,0.4405958,0.86867946,-1.4757323,0.38264006,-2.0112126,-1.1685005
8849958463fffff,2022,-0.6795294,-0.6156803,-1.4268063,0.85341996,0.8195369,-0.6634968,0.4076807,2.618439,-0.7265376,1.1367689,2.1216326,-0.63414603,-1.6556351,-1.3719782,1.1221906,0.05728304
8849958463fffff,2023,0.18805668,-0.5977102,-0.12803397,2.0258062,1.280394,2.0100112,0.29421297,0.8218,0.7601035,0.65069777,1.307899,1.2987672,-1.3476634,0.019605327,-0.16420601,-1.5012151
8849958463fffff,2024,-1.7172706,-0.37870044,-0.17978626,1.71826,0.71722907,-1.2323227,-1.8691916,-0.99355,-1.0477928,1.9620131,0.41442212,0.46200502,-2.3235216,0.09277149,-0.8117286,-0.55375147
8849958465fffff,2016,-0.0077612614,-0.0742384,-1.05431,1.6969938,-0.7303489,0.4478088,-0.77718586,0.17576872,0.9385042,0.59941936,-1.2135259,-0.15919705,-1.6537609,-0.6384259,0.5113762,-0.54662156
8849958465fffff,2017,-0.6949434,0.07440339,-0.055857006,1.6823031,1.628333,-0.0049355617,-0.6124678,0.76193815,-0.6802131,1.559561,1.0295411,-0.6968176,-0.78115755,-1.0835198,-0.49501264,-0.4816001
8849958465fffff,2018,-0.123906925,0.16553268,0.22067304,1.2417988,-0.5210561,0.27585432,-0.85627615,-0.2530054,0.9897478,-0.033420835,0.15706415,-0.49123862,-0.70050657,-0.27045476,0.22694986,-0.11038076
8849958465fffff,2019,-1.4112124,0.59563065,-0.42763036,1.2678045,-1.1016369,-0.25677645,0.33951688,-0.7556824,0.22059357,0.3186606,0.27702743,-0.36851293,-1.1632925,-0.23321941,0.33009297,0.6150882
8849958465fffff,2020,-0.55246514,-0.02947512,-0.5102868,1.83092,-0.36397144,0.612204,-2.401882,0.06606051,0.08924162,1.6510243,-1.433058,-0.21881548,-1.2158501,-0.3015192,0.020390559,-0.4884975
8849958465fffff,2021,-1.9794046,0.4057279,-0.55317855,1.1905366,-0.26605278,-0.11063441,-1.8223996,1.3885295,0.27828604,-1.4101816,1.0410967,-0.8360221,-0.06075162,-0.104555786,0.28022316,-0.4715809
8849958465fffff,2022,0.4929535,-0.18637285,-1.9308493,1.5920017,0.6749633,-1.306616,-1.5515249,1.6278175,-1.3250688,0.9469809,0.29173237,-1.2987565,-3.1748078,-1.3193272,-0.9978025,0.94651526
8849958467fffff,2016,-1.0723821,0.3965529,-2.177615,0.50029147,-0.23333766,0.486561,0.34400466,0.8937205,1.1346486,1.1267214,1.4489717,-0.0397569,-1.5793566,-1.0366621,2.4564486,-0.10248854
8849958467fffff,2017,0.3274087,1.0414913,-0.71504486,0.2540605,-0.98855895,-0.66550463,-2.2864203,1.5535823,0.5200921,1.4085915,1.4967622,0.13393697,-1.1018561,-1.1750727,1.5906662,-0.65434355
8849958467fffff,2018,-0.12845793,-0.45925337,0.5488934,0.3973271,-1.5196476,-0.5076752,-0.21855526,-0.2305425,1.1922758,0.32885373,1.2236787,0.3921197,-0.9915229,-0.5891819,0.95393914,0.25325346
8849958467fffff,2019,-0.8398695,1.0989059,-0.31273025,0.35055846,0.21080291,0.25396463,-1.3582392,-0.23396118,0.56506807,1.5086181,0.7133713,-0.24280839,-2.6862097,-0.16498706,-1.1247929,0.35059825
8849958467fffff,2020,-0.97315437,0.40912384,0.7052574,0.8989046,0.59649706,0.67788297,-0.9847802,0.12581544,-0.035526678,0.7300812,0.44578627,0.29283342,-1.0717216,-0.22020064,-1.4481212,-1.1125869
8849958467fffff,2021,-0.2296502,0.18168046,-0.5753695,0.5829043,-0.2541488,0.33379063,-0.5394682,0.110656574,-1.148861,0.02127945,0.34373775,0.005378597,-0.7809029,1.0800273,-0.17913231,-0.33403394
8849958467fffff,2022,-1.2774433,0.82340425,0.25527292,1.5948366,0.66002995,-0.7043228,-0.69507337,0.9828622,-0.93108153,1.1287307,2.082699,0.04133194,0.22018544,-0.7360311,0.53151387,-0.6849177
8849958467fffff,2023,-1.5903432,0.2454281,-0.007298633,0.40616527,-1.4932423,0.13237187,-0.42038593,-0.52273756,0.11811027,-0.5230473,2.5969174,-0.4794649,-1.7478521,-0.056861583,-0.20000201,0.9930905
8849958467fffff,2024,-0.7987559,0.9748031,-0.1409126,0.4114558,-0.6383986,1.2338592,-1.3354336,0.36110047,0.29796487,0.6008527,1.063773,-0.28410652,-1.0315794,0.068116345,0.36337754,-1.2026076
