h3_8,año_hecho,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16
8849958e87fffff,2024,-0.8739557,0.77417344,0.22832981,1.3841456,0.5558759,-0.5061278,-0.3455577,0.28960007,1.2502441,1.0276166,-0.7726328,0.15392561,-0.7884166,-0.24807768,0.35048708,-0.47200868
8849958e89fffff,2016,-0.47885266,0.09555296,-0.44144067,-0.15183024,0.38747704,0.11916956,-1.1564486,0.38294628,0.132998,1.0441103,0.02938485,0.22141623,-1.7800709,0.69146883,-0.26982746,-0.3142419
8849958e89fffff,2017,-1.0243311,0.35443267,-0.088862255,0.066415854,0.14232273,0.4664526,-0.77376527,0.5316367,0.6512517,0.51029766,-0.044195477,0.16854575,-1.460466,0.46204126,-0.31937206,-0.5140111
8849958e89fffff,2018,-0.5508652,-0.3109279,-0.09866435,0.44367644,-0.31275064,0.4640092,-0.23370194,0.25349295,0.15477516,-0.22422186,-0.1293941,-0.07598146,-0.28900343,0.2099719,-0.5202113,0.23368518
8849958e89fffff,2019,-0.7341053,-0.019847162,0.14353749,0.5602514,-0.4334314,0.48490432,-0.7849193,0.29801232,0.8380757,0.121745445,-0.27782786,-0.0065024127,-0.18258123,-0.11890392,0.17098048,-0.031218668
8849958e89fffff,2020,-0.8106544,0.3912191,-0.16219272,0.81638587,0.17772967,0.42544407,-1.162765,0.7155757,0.26807484,-0.019913597,0.55516905,-0.53547263,0.14985608,-0.20074654,-0.071666084,-0.17570168
8849958e89fffff,2021,-0.8407346,0.5160494,-0.79603153,0.87560225,-0.7063153,1.3055334,0.07613534,-0.12846932,-0.5023012,-0.1506866,-0.13950671,-0.32339197,-0.23594858,1.0387908,0.028525522,0.3854938
8849958e89fffff,2022,0.4212114,0.17759013,-0.473954,1.7574631,-0.62722695,0.9601972,-0.6276586,-0.4084673,-0.7459831,0.52687436,0.51307917,0.2171398,-0.30766264,0.49275422,-0.07799222,0.57390493
8849958e89fffff,2023,-0.8962629,0.25549117,-0.587947,0.62972796,0.465152,0.15871574,-0.78247124,0.54212797,-0.08496149,0.7509347,0.90688986,-0.8612782,-1.0874065,-0.35697708,0.3286011,-0.16627483
8849958e89fffff,2024,-0.41678154,-0.16078484,-1.265499,1.2330891,0.64267755,-0.21482366,-0.07141998,0.9209878,0.22224075,-0.6122957,0.005315755,-0.63110065,-1.2951107,-0.7337039,-0.45174915,0.13449726
8849958e8bfffff,2016,-1.2279786,-0.384993,0.02499412,0.6622484,-0.26687568,0.17734396,-0.8192735,-0.5441774,-0.36999714,-0.08008376,0.32361913,-0.16006024,-0.49890235,-0.17467476,0.32127106,-0.93582386
8849958e8bfffff,2017,-1.2348827,0.16889319,0.06358999,0.65400094,0.34159517,-0.101560816,-0.9414277,0.7054792,-0.45758384,0.6051263,0.016414052,-0.29376635,-0.34261006,0.09177588,-0.7580997,0.20809127
8849958e8bfffff,2018,-0.91416955,0.29019365,0.2966184,0.3247838,0.29849744,-0.3928017,0.06095317,0.076044284,-0.04865842,-0.04425755,0.04279402,0.16677454,0.13988408,-0.27485597,-0.29138443,-0.41595042
8849958e8bfffff,2019,-1.0337899,-0.6021413,0.12130961,-0.08187179,-0.27477744,-0.10700781,-0.6014425,0.6933965,-0.4211232,-0.1058479,0.36041442,0.01444907,0.26490292,-0.13317886,0.30298018,0.22376303
8849958e8bfffff,2020,-0.69106376,0.016667813,0.050822727,-0.053705476,-0.719253,0.2883528,-0.31531647,-0.1628172,-0.20914884,-0.07754746,0.46147993,0.17742491,-0.04092887,-0.12821965,0.30315748,-0.5145139
8849958e8bfffff,2021,-0.25519466,-1.4556947,0.07398853,0.9190715,-0.1558452,-0.3106884,-1.0289259,0.73055404,-0.9466305,-0.19187926,0.24465217,0.40342563,0.2386959,-0.6218819,0.23386605,-0.118455656
8849958e8bfffff,2022,-0.17572239,-0.7169193,0.33331138,0.6681168,0.23296703,-0.3356241,-0.20002626,0.4339827,-1.1359199,0.12185865,0.52368903,0.7872068,0.012101035,0.5289879,0.38717243,-0.44181207
8849958e8bfffff,2023,-0.7691872,0.23439579,-0.53153896,0.5261423,0.27745202,0.099212505,0.19983411,-0.18387315,-0.4503236,0.025868518,0.27705425,-0.120666385,-0.47778648,0.25741884,-0.24315108,0.1062171
8849958e8bfffff,2024,-0.73538226,-0.5266454,-0.18946934,0.18806565,-0.24308023,0.49351922,-0.6010762,-0.28507945,0.68796223,0.31621754,-0.024448222,-0.041281566,-0.9350223,-0.69868535,1.0370126,-1.0677038
8849958e8dfffff,2016,-0.25192073,0.22349584,0.11117235,0.23882048,0.26120678,0.089909375,-0.11226369,0.38035816,-0.028467277,0.43391576,0.14147398,-0.44590175,-0.6652777,-0.1235409,-0.4420728,0.06459119
8849958e8dfffff,2017,-0.25501117,-0.8587321,-0.21095845,0.26801562,0.84723854,-0.068961136,-0.67883456,0.915332,-1.0924523,0.70613056,0.4261725,-0.11550901,-0.41739058,0.29053006,0.08326539,0.07929656
8849958e8dfffff,2018,0.07703185,-0.5071975,0.5797446,-0.31913513,0.28735074,-0.13277088,-0.5764012,0.5978912,-0.6291198,0.014514579,-0.032468975,0.6027649,0.3793039,0.3597666,0.7652941,-0.67812204
8849958e8dfffff,2019,-0.07920906,-1.0821025,0.65053606,0.1439256,0.82462204,-0.21173856,-0.10739874,0.7772701,-0.98590153,0.23604229,0.1528267,0.7747501,0.2617045,0.15777957,0.6356849,-0.6408649
8849958e8dfffff,2020,-0.5907895,-0.34778357,0.29787776,0.2564428,0.7091185,-0.87835425,-0.64348286,0.802749,-0.6915816,-0.0036981914,0.54848695,0.37409884,0.3073768,0.4575033,0.3823234,-0.04383564
8849958e8dfffff,2021,-0.7174733,-0.67347026,0.40104765,-0.40223578,-0.3194011,-0.3869901,-0.11142816,0.4872576,-0.33251032,-0.128779,-0.0074442946,1.1873894,-0.23623092,-0.24494733,0.6108079,-0.82847995
8849958e8dfffff,2022,0.013316674,-1.6362934,0.36534762,0.28721735,0.81082845,-0.33024135,-0.2117949,1.5422243,-1.6144627,0.08326926,0.1859952,1.6967632,0.03532363,0.53022027,0.93790436,-0.8835257
8849958e8dfffff,2023,-0.21011576,-0.15324299,0.87046164,0.022160422,-0.05894646,-0.6524645,-0.5063412,0.4009095,-0.96545976,0.22322078,-0.41934708,0.8118727,0.32599312,-0.1503121,0.36905834,-0.9729025
8849958e8dfffff,2024,-0.022125497,-0.7928946,0.79540163,-0.12947604,0.34704587,0.024380928,-0.8079357,1.0308133,-1.0973339,0.05236148,-0.26877135,1.217395,-0.0046262736,0.09959274,0.5400295,-1.471209
8849958e91fffff,2016,-0.45224893,-0.29772922,-2.0206532,0.41248977,-1.5483811,1.1456382,-0.68291885,1.0180722,-0.26300994,0.05075194,-0.233773,1.6187365,0.54648083,0.63463503,-0.3417598,1.4938838
8849958e91fffff,2017,0.40665248,0.6732753,-1.9293611,0.78247297,-0.8634809,0.56433666,-0.61135584,1.3866417,-0.30335876,-0.4280162,-0.83015305,1.0219251,-0.16202378,-0.14333415,-1.2921883,0.66052735
8849958e91fffff,2018,-0.78531003,0.23532596,-1.7448801,0.5976976,-1.3025184,0.585474,-0.038456973,0.98043656,0.06176238,0.6620058,-1.0083016,1.5648193,0.55684376,-0.030193886,-0.14930439,1.1646768
8849958e91fffff,2019,-0.07225713,0.053941537,-1.890192,0.38431555,-1.1551598,0.81992686,-0.4964044,0.8060918,-0.07033482,0.29515845,-0.47715944,1.3225983,0.83289903,-0.041766938,-0.39751682,1.6735648
8849958e91fffff,2020,-0.6859515,-0.2520903,-1.7936049,0.48515904,-0.21588317,0.041895963,0.034268226,0.2426081,-0.1293336,-0.03765579,-0.6921417,0.38103107,-0.049716175,0.29602048,0.70761436,0.23857796
8849958e91fffff,2021,-1.1572369,-0.04310605,-2.6701803,0.86377186,-0.9456785,0.41403708,-0.4261104,0.28996846,1.9593462,-0.019126955,0.07050203,0.8522633,-0.45889652,-0.41069788,1.7411925,1.0936142
8849958e91fffff,2022,-0.75632244,0.4079023,-2.4834883,1.0972055,-0.7562799,-0.06623148,-0.14858302,0.17607257,0.5328509,-0.25174263,0.15692917,0.039736122,-0.91851264,-0.8259577,0.28982216,1.6987062
8849958e91fffff,2023,-0.704055,0.0988737,-1.0675751,2.18216,-0.5444744,-1.0801585,-2.0301042,0.17704669,-0.116953574,-0.049655125,-0.25343105,0.28426594,0.2622821,-0.8819918,-0.10773743,0.10741531
8849958e91fffff,2024,0.14937614,1.1267327,-2.0172205,1.3565989,-0.01727658,0.322529,-0.17801425,-0.35175744,0.082055144,-0.10869284,-0.2482225,0.09467022,-1.9538503,0.23072608,0.2872212,-0.37988925
8849958e93fffff,2016,-0.8834801,-0.34087634,-1.6399744,0.25670144,-1.0614699,1.6476091,-1.0766773,0.6185062,-0.82279867,0.41598248,-0.51309925,1.5193129,1.0484269,1.336474,-0.57473755,1.4392775
8849958e93fffff,2017,-0.30247608,-0.22667614,-1.8842686,0.177713,-0.96023214,1.178809,-0.59691256,0.7238452,-0.9101928,0.50397563,-0.945538,1.760932,0.7988658,0.8936283,-0.7011665,1.1726986
8849958e93fffff,2018,-0.3502126,-0.7643397,-1.7973161,0.42777708,-0.9294059,1.8759454,0.040185455,0.54842293,-0.83703375,0.62261766,-0.56730705,1.8655447,0.80712813,0.8545098,-0.58846384,1.2652745
8849958e93fffff,2019,-1.0184573,-0.1435443,-2.1031537,0.18636861,-0.9413162,1.532695,-0.55130184,1.1744449,-0.6413974,0.5328561,-1.0323421,1.5896317,1.7130764,0.48267373,-0.7743546,1.8892485
8849958e93fffff,2020,-0.20996043,0.32501307,-1.7049356,0.36548686,-0.8085732,0.64867157,-0.5806093,1.3080014,-0.10017247,-0.39838526,-0.6442577,1.1551619,0.94059664,0.3503445,-0.69633454,0.97280467
8849958e93fffff,2021,0.2505667,0.100030266,-1.2148169,0.8761018,-1.2251396,0.14965217,-1.1436931,1.128159,-0.25321805,-0.8440266,-0.54300207,0.79592085,0.79881275,-0.3739255,-1.0002118,0.60319877
8849958e93fffff,2022,-0.4092183,-0.29924968,-1.7722206,0.46567863,-1.6624962,0.5232019,-0.43959126,1.1342453,-0.97543913,-0.047412414,-0.2803606,1.263388,0.15212592,-0.55853975,-0.9475353,0.72060585
8849958e93fffff,2023,0.4144339,-0.014057041,-1.2028643,0.80755115,-0.5452793,0.43985415,-0.7046588,1.6526638,0.46258786,-0.52409446,-0.10056014,1.2140466,-0.6592592,-0.31285998,-0.9839809,-0.0608052
8849958e93fffff,2024,0.69920415,0.013705332,-1.2235056,1.1825905,-0.11190751,-0.1076061,-1.2656741,0.7916222,0.34274665,-0.40579805,-0.54715,0.46825424,-1.1464694,-0.05958782,-1.2281388,0.6892305
8849958e95fffff,2016,-2.1200686,-1.2558185,-0.5641075,1.0449755,0.05335928,0.33704904,-0.8002587,0.15410063,0.08010454,1.6522743,0.48688737,1.5764197,-1.3437983,-0.6130812,-1.3029839,0.85967654
8849958e95fffff,2017,0.09851493,0.04780204,-1.0647473,0.36405885,0.14547543,0.8214862,-1.0833343,0.6756584,-0.60836965,1.6909424,0.44489706,0.7633118,-0.8078423,0.8676691,0.5710037,-0.074024074
8849958e95fffff,2018,-0.4428263,0.65335274,-0.017196722,1.2238313,0.9593337,-0.03281336,-0.9851366,0.70374775,0.422808,0.16594324,0.7190568,0.08760278,0.4950618,0.089252785,-0.061059766,-0.21420301
8849958e95fffff,2019,-0.06442758,-0.14295365,-0.62562335,0.66967624,-0.0209676,0.47417825,-0.8972081,0.9760382,-0.66261464,0.6374449,0.31583253,0.43554443,-0.9640069,-0.081291094,-0.6801021,-0.35875696
8849958e95fffff,2020,-0.7806845,0.6358323,-0.96607894,0.6659236,-1.1975558,0.8554136,-0.7926618,0.5924309,-0.3707382,1.1828517,-1.0810294,0.78990287,0.1948787,1.1739913,0.03958518,0.9343452
8849958e95fffff,2021,0.14147018,0.5351393,-0.7623991,1.7130198,-0.6759405,-0.44903338,-0.7056348,-0.044984553,0.3224948,-0.33733472,-0.23370057,-0.4815003,-0.89557314,-0.8122129,-0.012358194,0.11594039
8849958e95fffff,2022,0.1945191,0.18866421,-0.024284864,2.534083,-0.5448874,1.502953,-0.40727612,0.058389008,0.6761054,0.51694727,-0.38330886,-0.093528174,-0.27325466,-1.2874895,-0.72102016,0.00959896
8849958e95fffff,2023,-0.9545787,-1.152744,0.2065214,1.9285779,0.38513416,0.1284719,-1.1868966,1.1551716,1.1249104,0.62532747,1.9434334,0.31504172,-0.22493042,-1.1403791,0.534741,0.58301276
8849958e95fffff,2024,-0.72484195,0.9393897,-0.054647643,1.1427308,-0.50225896,-0.2801001,-2.301826,-0.50352114,-1.0342709,2.042833,0.6382457,-0.15400644,-0.2614426,-1.0586249,0.7754558,-1.2340789
8849958e97fffff,2016,0.88343704,0.88404363,-2.400834,1.5935947,-1.0289466,1.0407349,-1.2103118,1.116927,-1.2592921,-0.23713614,-0.550968,1.184179,0.33131775,0.57866776,-0.7077119,0.49524495
8849958e97fffff,2017,0.2839104,0.23685388,-1.9403455,0.51861143,-0.88940114,0.90915495,-0.47502616,0.94030774,-0.36746356,-0.03374826,-0.70993876,1.126777,0.15281326,0.34104732,-0.768479,1.1713756
8849958e97fffff,2018,-0.7293353,-0.8014578,-2.4405346,0.5536754,-0.9045295,0.92182314,-1.01191,1.3707176,-1.2306129,0.60313845,-1.0534816,0.9704757,-0.09798733,0.258982,-0.81772065,1.2985224
8849958e97fffff,2019,-1.7061687,-0.684739,-2.5820556,0.11657401,-1.8973787,2.6954465,-0.6187391,0.51486486,-1.5761406,1.6158572,-1.0733893,2.6822863,2.2657259,0.79586303,-0.7785226,2.5476227
8849958e97fffff,2020,-0.3041095,1.2699763,-2.4858487,1.2221383,-1.5855846,0.12439975,-0.8660285,1.4647734,-0.55077577,-0.9407121,-0.54380226,0.95942473,-0.11027533,-0.48263815,-2.029558,1.7624345
8849958e97fffff,2021,-0.09630739,0.5090944,-1.9233949,1.1834018,-0.80370444,0.027747484,-1.5730295,1.9162799,-0.40753818,-0.11290129,-0.6066176,0.56871694,1.029158,-0.5451994,-0.32093108,0.78505874
8849958e97fffff,2022,-0.13709489,0.13929364,-0.90857494,1.1761367,-0.84907204,-0.16085064,-1.4083116,0.24565974,1.1939057,-0.42875284,0.44684076,0.8259023,-0.6623863,0.05419786,-0.28092355,0.93686527
8849958e97fffff,2023,0.60493386,0.9290434,-2.0495648,1.5373794,-0.9367719,-0.17074648,-0.2545062,1.3124527,-1.3974584,-0.18744648,-0.30256176,2.7674875,0.21237771,0.41433892,-0.72672296,-0.65112364
8849958e97fffff,2024,-1.9645861,0.67637914,-1.5111766,1.2242763,-0.3147028,-1.1365877,-0.52059907,-0.7683743,-0.13295503,0.20573676,-0.9737346,0.47900546,-0.019723784,-0.6159251,0.6920794,-0.6788698
8849958e99fffff,2016,-0.7604101,0.74926674,-0.6185968,0.41861984,-0.096375585,-0.09136783,0.05099494,-0.45522562,0.47857746,-0.49912202,-0.11911009,-0.8975301,-0.33043742,0.108666226,0.3562137,0.47014174
8849958e99fffff,2017,-0.33208,0.06574814,-0.5936141,0.6300613,0.01862963,1.0244929,-0.410222,0.23718676,-0.34171295,0.6422016,0.25875986,0.23455071,0.11615724,0.016772395,-0.42274982,0.41504678
8849958e99fffff,2018,-0.05885655,-0.46736962,-0.23674428,0.071037896,-0.024949579,-0.25865966,-0.29607195,0.0126339225,-0.4589197,0.7395259,0.20551896,0.23120339,-0.2667143,-0.19996431,-0.13109408,0.32043535
8849958e99fffff,2019,-0.8576808,-0.2270987,-0.48201233,0.2094513,0.13937116,0.07072928,-0.11746188,-0.09399914,-0.5700936,-0.09039899,0.06622546,-0.2601544,-0.38086373,0.33173075,-0.025407834,-0.16231129
8849958e99fffff,2020,-1.7670299,0.48857933,0.3297192,-0.29432386,-0.5156653,0.57315505,-0.7761956,0.83614564,0.4300697,-1.2449219,0.85510784,-0.3562953,-0.072589256,0.46290046,-0.5046789,-0.25781524
8849958e99fffff,2021,-0.45526594,0.79419357,0.06769938,0.7593335,-0.16916694,0.3282549,0.48918232,-0.49338767,0.5491683,-0.091523394,0.31635857,0.083872564,-0.51519525,-0.13173561,-0.88815606,0.7403465
8849958e99fffff,2022,-1.4583848,0.01302742,-0.0073001543,0.1808386,-0.0841606,1.1032782,-0.25071785,1.1296402,-0.112773895,-0.25902107,0.85731864,-0.3387642,0.034239337,-0.25192556,-0.8186784,0.06820739
8849958e99fffff,2023,-0.5099164,-1.7202338,-0.026248498,1.6212294,0.0014478081,-0.7826029,-0.6270896,0.15451704,0.18167393,0.41384053,0.92977095,0.041766807,-0.12822823,-0.60087955,0.38958314,1.3376002
8849958e99fffff,2024,-0.40516812,0.14220668,-0.85301596,1.1356766,-0.16885811,-0.5650444,-1.0014664,0.384371,-0.069692254,-1.2382929,-0.5171319,0.8027728,0.45204714,0.51014143,0.69310117,-0.8231908
8849958e9bfffff,2016,0.09120187,1.3191409,-2.5666947,1.0275164,-0.9541626,0.6842698,-0.93834955,0.6821977,-0.069137394,-0.5973585,-0.71988916,-0.080542535,-0.96031606,-0.16573074,-0.87328947,1.2840633
8849958e9bfffff,2017,-1.0303341,0.30819282,-0.80424964,1.2421712,-0.17796801,0.308237,-0.54450554,0.5282244,-1.0283321,1.0409118,0.21595605,0.78841126,0.75504357,-0.5640261,-0.92590994,0.5082068
8849958e9bfffff,2018,0.09074241,-0.9782105,-0.7618996,0.97610474,-0.7287008,0.14867365,-0.98653257,-0.09812495,0.47819114,-0.28904232,-0.33406168,1.0634754,0.32060325,-0.23595148,-0.23873761,0.669388
8849958e9bfffff,2019,-0.58558786,0.8070271,-1.4898747,0.83709794,-0.2726235,0.38844022,-0.06475545,-0.07237304,0.15596497,-0.4181781,-0.10868203,0.12606348,-0.21645339,0.0045661354,0.14512463,0.14247644
8849958e9bfffff,2020,-0.50399274,-0.5511138,-1.211564,0.8241385,-0.7604843,0.018319897,-1.08447,0.048859727,1.564834,-0.16568494,-0.10339158,0.40148556,-1.0377723,-0.6925331,0.24149923,0.64634883
8849958e9bfffff,2021,-0.16914374,-0.380518,0.4597509,1.082515,-1.1500891,-0.87595975,-0.35547835,-0.5883055,0.8809617,0.42095956,0.32426113,0.45300615,-0.91292876,-0.26010677,0.8210518,0.09404082
8849958e9bfffff,2022,-1.3191276,0.77657104,-1.0729553,1.6066425,0.9501575,-0.47073945,-0.88041204,0.859927,0.6664572,0.5476935,0.5304364,0.025666792,1.1385218,-0.4831264,0.51017684,0.7980389
8849958e9bfffff,2023,-0.057141926,-0.6917895,-0.48979026,1.2991325,-2.4120278,-0.0009382479,-0.5588813,0.32531136,0.5231185,0.7637073,0.21984105,0.57956946,-1.7570747,-0.44976288,1.204655,0.13868728
8849958e9bfffff,2024,-0.5489177,2.8983123,-0.92059034,2.883479,-0.50486964,-0.41911265,0.44606227,1.1885886,1.4403758,-1.3777568,-0.36853147,-0.92304224,-1.3583134,0.36572236,-0.9244057,1.5337749
8849958e9dfffff,2016,-0.3170533,0.0031366698,-0.30385178,0.5937836,-0.03415242,-0.48378018,-1.203296,-0.058141287,-0.3000969,0.8820068,0.28472,0.6307655,-0.23848204,0.45780346,-0.26924917,0.49452272
8849958e9dfffff,2017,-0.37047267,0.88352954,-0.35205436,1.3413478,0.59825134,0.6175187,-0.009187966,0.52990395,0.6655522,0.6319981,-0.4441511,1.4296002,0.023088496,1.3527929,-0.29716343,-0.022530071
8849958e9dfffff,2018,-0.2948968,-1.0131681,0.27726117,0.6000782,0.09359908,-0.5249694,-0.45891687,0.24062194,-0.088077106,-0.21376362,0.41376936,-0.0055686603,-0.032940984,0.12934798,0.25581428,0.41405326
8849958e9dfffff,2019,-1.0302091,-0.12931252,-0.5107325,0.4499909,0.36527956,-0.13962483,-0.43837982,0.55420184,-0.7473925,-0.028137283,0.58709973,-0.09221679,0.012720456,0.6081851,-0.0764835,0.23496409
8849958e9dfffff,2020,-1.495825,-0.0812365,-0.6896384,-0.5363728,-1.0215435,0.66448504,-0.8489731,0.7567463,-0.7342851,0.579669,0.4177988,1.2660086,0.0027567216,0.8151582,-0.17074284,0.6520407
8849958e9dfffff,2021,-0.7435684,0.3456175,-0.02663411,0.11854077,-1.3596101,0.09369505,-0.40564027,-0.012158171,0.124186866,-0.3039764,1.2666863,0.4818314,-0.97613,-0.1154751,-0.62593293,0.21136373
8849958e9dfffff,2022,-0.2692058,0.38312197,-1.684138,1.1309947,0.28268924,-0.4570472,-0.3222092,0.3758982,0.15697932,-0.67856896,0.3994664,-0.93385845,-0.9424336,-0.4637094,0.3860245,0.82173544
8849958e9dfffff,2023,-1.5178981,0.9277614,-0.6628855,1.0870484,0.0046813875,0.036029167,-0.3269039,0.23110524,-0.20397706,-0.25261334,0.5296973,-1.3947392,-0.2531572,0.10396402,0.17009947,1.192758
8849958e9dfffff,2024,-1.159156,1.823034,-0.6261187,1.0687752,-0.24416892,0.68843704,0.23448676,-1.0933797,0.35724506,0.02934923,0.9557435,-0.5251196,-1.3497,-0.6280669,-0.7410009,0.3990314
8849958ea1fffff,2016,-0.33839753,0.18588732,-2.3536751,2.5977473,0.4209847,1.2793505,-0.9284255,-0.9788094,1.518899,0.036274046,-0.23939767,1.070698,-0.78637797,0.93503845,0.09393064,1.7762508
8849958ea1fffff,2017,-2.1391845,1.2083615,-1.2833539,2.905155,-0.32039946,-1.4705023,-0.46121892,-1.3222971,2.495569,-0.55137426,-1.0229934,-0.06429242,-0.6550642,1.2942798,1.594203,1.4677204
8849958ea1fffff,2018,-0.29122376,-1.4393507,-0.58649373,1.2243959,0.52267706,-0.41608176,-0.37748003,-0.013844287,0.44285625,-0.17820185,0.41654125,0.7077642,-0.30765817,0.3347012,0.34566748,0.6116761
8849958ea1fffff,2019,-0.60157126,-1.197219,-1.4427477,1.1028972,-1.1950439,0.36501318,-0.4402486,-0.084308855,-0.4332347,0.5831207,0.14776672,1.2478104,0.15173371,-0.5545154,-0.46811873,1.8566328
8849958ea1fffff,2020,-0.27925256,-1.1019745,0.24984789,1.3683649,-0.5706906,0.5342776,-0.88126856,-0.32420632,1.2598606,0.34257033,0.6976967,1.183135,0.187896,-0.85082984,0.21023108,0.35082152
8849958ea1fffff,2021,-1.5977802,1.5619812,-2.0149577,0.90536517,0.27453375,0.112327494,0.2526457,0.9153994,2.1160307,0.56902134,0.27755144,1.8075658,0.10659277,0.10731896,0.7269584,0.61188495
8849958ea1fffff,2022,-0.7276479,-0.12421731,-0.8537352,1.1063023,0.53751135,0.07685747,-1.3032285,0.21075164,0.7469721,0.815224,-0.7294345,0.36263952,-1.2136647,-0.65719837,-0.21006936,-0.6243729
8849958ea1fffff,2023,0.5096032,-0.060658168,-4.256953,1.29343,-1.9424998,-0.23212998,-0.5793164,2.7454474,0.03053122,-1.0590819,-0.48712653,2.0633225,-1.3838143,-0.27210134,0.9515587,-0.15355928
8849958ea1fffff,2024,-0.8423445,-0.45872018,-1.7477659,0.9730929,-1.0932058,0.35118654,-1.2091448,0.06866207,1.1904299,0.61090916,-0.5401385,1.3417692,-0.28097102,-0.6743982,-0.41930676,1.6616021
8849958ea3fffff,2016,-0.2067201,0.73327726,-0.43911508,1.2859178,-0.34500402,0.56125575,-0.67668605,0.65908986,0.83755386,0.9484639,-0.39071903,0.461036,-0.06452489,-0.89064205,-0.15594898,-0.15148683
8849958ea3fffff,2017,-0.28846365,0.36710748,-0.36137673,1.4191805,-0.51804113,-0.21569557,-0.5376205,0.30346775,-0.4060936,1.6705045,-0.29619494,0.35007882,-0.32970077,-0.10980721,-0.24362399,0.9829238
8849958ea3fffff,2018,-0.15575394,-0.11183494,-1.0763886,1.4753896,0.420733,-0.8391476,-0.65519255,-0.23325358,1.0337038,-0.44957644,0.4005872,1.2819748,0.44867238,1.2758986,0.5458681,1.4554513
8849958ea3fffff,2019,-0.40150583,0.35292545,-1.8847969,1.1384703,0.15566227,-0.01428501,-0.38329193,-0.13078944,0.73083895,-0.39136392,-0.50026417,0.5290807,0.48288488,0.65744495,0.4415706,1.4808661
8849958ea3fffff,2020,-1.0747843,-1.2797847,-0.51091206,1.0285369,-1.4354523,0.54614455,-0.46402657,0.14234671,0.78729576,0.64297897,-0.84570426,1.0481409,0.6961991,-0.34830326,0.24671733,1.8883039
8849958ea3fffff,2021,-0.7563854,0.07117993,-1.0488172,0.8276419,-0.78705007,-0.06062682,0.1696937,0.21855006,0.16543129,0.49435467,-0.9288944,0.44255763,0.29954487,0.1377722,0.23830152,1.1527556
8849958ea3fffff,2022,-1.194097,0.49512023,-1.5995084,0.39494112,-1.3757536,0.15298708,-0.6497214,0.5423864,-0.21621591,1.1879324,-0.07888207,1.9810237,1.2696905,-0.3045621,-0.37048173,1.6674652
8849958ea3fffff,2023,-0.07551882,0.77312607,-1.9113547,1.712159,-0.6515612,0.4898457,0.22551692,0.35509074,0.79302907,-0.5814262,-0.9402266,-0.33172008,-0.808346,-1.2339708,-0.19013545,0.6826087
8849958ea3fffff,2024,-0.76697797,0.26212695,-1.5813648,1.8882141,-0.9113589,0.28079483,-0.58230764,0.099651724,0.8466205,-0.022747993,-1.670651,-0.21144013,0.21197586,-0.50112295,0.27599972,1.0291202
8849958ea5fffff,2016,-0.22695069,0.34230945,0.014203477,0.9118615,-0.037208732,1.2106409,-0.8151707,0.5928658,0.26003936,1.4456838,-0.8218473,0.6625975,0.10672766,-0.28076842,-0.3784622,-0.13591701
8849958ea5fffff,2017,0.3876317,0.73306596,-1.365784,1.054431,0.840817,1.5527512,-0.98453563,-0.09551642,0.10262353,0.8702372,-0.2986655,0.62231016,-1.0075694,1.6999209,-0.5087104,0.6764126
8849958ea5fffff,2018,-0.0050150463,-0.20718281,-0.5118592,-0.09374787,-0.52945095,0.26399955,0.25543246,0.57926106,0.34898865,0.6170004,0.43371534,0.3215117,-0.35090813,-0.040724337,0.841513,0.35737813
8849958ea5fffff,2019,0.020932715,-0.7735821,-0.7270009,0.75304127,-0.8772629,0.7372074,-0.48684028,0.47432256,-0.40072703,0.5759676,-0.21157502,1.1483043,0.5646279,-0.009969674,-0.07301574,0.8457758
8849958ea5fffff,2020,0.1387868,0.07542902,-0.61216587,1.4546299,-0.3656317,1.4845036,-1.0066929,-0.13202482,0.1220402,1.1780341,0.037216555,0.8495938,-0.0015793405,-0.799342,-0.80620635,0.30093566
8849958ea5fffff,2021,-0.03824943,-0.26762924,-1.1189495,0.3403957,-1.4278355,0.9783658,-1.0734316,0.7215357,0.23299375,0.7763987,0.1272213,1.0861933,-0.4076203,-0.52233887,-0.23022622,0.50893986
8849958ea5fffff,2022,-0.64323664,-0.1294441,-2.1634061,1.3443453,-1.2901208,0.71817666,-0.3004202,1.1027874,-0.61696607,0.025834255,-0.379163,0.352805,-0.14130484,0.013451551,0.07733086,1.2619319
8849958ea5fffff,2023,-0.08649186,-1.4048902,-0.72224385,1.0836056,-1.3042132,-0.44153228,-0.42748374,0.0440066,-0.07285762,0.23780455,1.2759438,0.70117176,-1.1869,-0.8519273,0.9285086,0.06054762
8849958ea5fffff,2024,-0.59179187,0.5809214,-1.0756345,1.0814626,0.6430438,0.014095535,0.04865729,-0.20081194,0.44434318,0.09441801,0.49152416,-0.7126647,-0.7512476,-0.30165958,-0.43587378,1.9162554
8849958ea7fffff,2016,-0.9150082,-0.16759232,-0.30679205,1.4380382,0.027855014,-0.4036324,0.21108621,-0.072470866,0.024160922,0.7339635,0.7985899,2.0748866,-0.07312578,-0.37596694,-0.99748904,0.36475918
8849958ea7fffff,2017,-0.37659264,0.27000293,-0.54550064,1.0166177,-0.057680856,-0.25087604,-0.48171785,-0.83462,-0.55498517,1.0157382,-0.13400409,0.98714966,-0.701749,-0.09299481,-0.24894312,-0.8138253
