h3_8,n_años,año_inicio,año_fin,tipo,n_cambios,n_clusters,cluster_inicio,cluster_fin,path_length_ae,net_disp_ae,drift_idx,max_step_ae,path_length_umap,net_disp_umap,is_atipica,secuencia,años
884995ba4dfffff,9,2016,2024,fluctuante,3,3,2,4,20.591552561798707,2.3924250750272065,0.11618478343714672,3.7437189913401396,24.48827476796397,3.9810342972851482,False,"2,4,4,4,4,3,3,4,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba51fffff,9,2016,2024,fragmentada,6,5,2,3,15.736164682249166,4.705950017915747,0.2990531754681107,3.241057221964104,14.517926957245018,6.449092324641289,False,"2,2,3,1,4,3,0,0,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba53fffff,9,2016,2024,fluctuante,4,2,3,3,13.66637964118371,3.577384688171314,0.2617653527925454,2.2994096893614073,7.8033506874114416,3.827296614893474,False,"3,4,4,4,3,4,4,3,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba55fffff,9,2016,2024,fragmentada,6,4,2,3,16.67161174975248,2.579334702142265,0.15471417766075077,3.347907470709957,18.2527130934209,4.401259982470338,False,"2,2,4,4,2,0,3,4,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba57fffff,9,2016,2024,estable,0,1,4,4,10.249383376894478,1.8462913599357953,0.18013682306956638,2.0071130936053843,6.736638969578012,2.3837588712046545,True,"4,4,4,4,4,4,4,4,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba59fffff,9,2016,2024,fluctuante,4,3,0,4,20.683046257203323,5.783572628739303,0.27962866575928325,5.166858132104172,22.892619866871684,3.6967148418645457,False,"0,2,2,2,4,0,0,0,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba5bfffff,9,2016,2024,fragmentada,6,5,3,3,16.294219244595894,2.8102668987547315,0.17247017832332032,2.89629419393857,21.170804378350727,1.517909389801054,False,"3,2,3,4,1,0,3,3,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba5dfffff,9,2016,2024,fragmentada,5,5,2,0,17.623452425320394,3.498913537781036,0.19853734973937298,3.0902301344725616,21.542929061078144,6.232184774109174,False,"2,2,4,4,1,3,3,4,0","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba61fffff,9,2016,2024,fragmentada,6,4,2,1,24.284755591299025,3.6294614233322506,0.14945431135541876,4.601980018730737,21.737319318968602,2.42440313267511,False,"2,1,2,2,2,1,0,3,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba63fffff,9,2016,2024,fluctuante,2,2,4,4,15.672586696028688,1.8702451192620417,0.11933225545569624,2.738456787999116,14.321155859591855,0.8911335176628981,False,"4,4,4,4,4,1,4,4,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba65fffff,9,2016,2024,fragmentada,6,4,1,1,17.339840742849308,2.5309424228669353,0.1459611112005546,3.2865603900841402,19.262927983026266,2.841494645108642,False,"1,2,4,4,2,1,0,0,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba67fffff,9,2016,2024,fragmentada,8,5,2,3,19.942917401699162,2.7799739526127314,0.1393965535040462,4.02315624400206,27.47584430429866,2.8519895394713304,False,"2,0,4,3,2,0,1,4,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba69fffff,9,2016,2024,fluctuante,6,3,2,4,20.052928439871124,3.3556166733820056,0.16733798674063247,3.9071468372843783,23.733359288027444,4.557786859424868,False,"2,1,4,4,4,1,4,2,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba6bfffff,9,2016,2024,fragmentada,4,4,2,1,19.24176350934635,3.6051703266168276,0.18736174181049878,3.72785339594311,16.02722099496644,2.0430913274068296,False,"2,3,4,4,4,3,1,1,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba6dfffff,9,2016,2024,fragmentada,5,5,2,1,16.71595650248925,4.004847690629297,0.2395823230356526,3.6036623986603145,16.911973899613542,4.462494378695084,False,"2,2,4,2,2,2,3,0,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba81fffff,9,2016,2024,fragmentada,5,5,2,0,26.53339710328639,4.7812140478205,0.18019607625848652,4.828630506479475,25.768024634156852,5.779464439090963,False,"2,3,3,4,1,4,0,0,0","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba83fffff,9,2016,2024,fragmentada,5,4,0,1,34.48890926631822,4.727778949368207,0.13708113854401724,7.048823136366691,25.539548957702124,1.0116910757031965,False,"0,4,4,3,1,3,3,3,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba85fffff,9,2016,2024,fragmentada,5,5,2,1,19.855809852885052,3.870695079464636,0.19494017661043544,4.828121200625274,24.640833753840703,4.127097659067839,False,"2,1,1,1,4,0,3,1,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba87fffff,9,2016,2024,fluctuante,4,3,2,3,23.270846844368265,5.419766345356642,0.23289940334372788,5.578100467086708,11.60474841502607,4.697437451167727,False,"2,1,1,1,1,3,1,1,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba89fffff,9,2016,2024,fluctuante,2,2,1,1,34.28089825084666,4.718976453483504,0.1376561494670565,6.878280450287053,17.950082227900282,1.541999641839676,False,"1,1,1,1,1,3,1,1,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba8bfffff,9,2016,2024,fragmentada,7,4,0,1,21.847184939804784,4.265928925886755,0.19526217852050984,3.44053596364611,23.060378864580944,4.621892359209392,False,"0,2,3,2,3,0,0,3,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995ba8dfffff,9,2016,2024,fragmentada,7,4,2,1,20.733200634278475,3.9696631678000736,0.19146407917535785,4.387339907696791,25.441824975257063,4.43448377841316,False,"2,1,3,1,3,3,4,3,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baa1fffff,9,2016,2024,monotónica,1,2,3,4,9.756573879531526,2.2298120312743186,0.2285445750533676,2.062798149738329,4.922728136700079,2.0889905398160353,False,"3,4,4,4,4,4,4,4,4","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baa3fffff,9,2016,2024,fragmentada,5,4,3,1,20.19794407310108,3.894417070010838,0.1928125484413677,4.65871620040849,20.17671553653045,6.191347260468167,False,"3,2,1,4,3,3,3,3,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baa5fffff,9,2016,2024,fluctuante,3,3,2,1,20.085589170413805,3.2954069864994575,0.1640682261565726,4.406438813877996,9.851263718503983,1.317559663481863,False,"2,2,1,1,1,1,0,1,1","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baa7fffff,9,2016,2024,fragmentada,6,4,2,2,22.56193678486239,2.956769828150101,0.13105124158196843,4.894524395406904,15.746917102177237,0.5349887469194945,False,"2,2,1,4,1,0,1,1,2","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baa9fffff,9,2016,2024,fragmentada,7,4,4,0,14.503389205943623,2.133982233719064,0.14713679702152227,2.6445964272425853,8.617067920452078,4.226408993673476,False,"4,1,4,1,1,3,1,3,0","2016,2017,2018,2019,2020,2021,2022,2023,2024"
884995baabfffff,9,2016,2024,fluctuante,6,3,4,3,13.241814085634033,2.201096319353262,0.16622317041448412,2.419372523113369,10.781121191375192,3.748961897941004,False,"4,1,3,1,1,3,3,1,3","2016,2017,2018,2019,2020,2021,2022,2023,2024"
