h3_8,año_hecho,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16
88499585d9fffff,2017,0.64551246,-1.0401187,-0.2145111,-0.92852837,0.2559871,0.7355137,-0.571592,0.8660278,-0.55462396,-0.016891412,-1.2400987,-0.31522062,0.7225852,-1.4069166,-0.98335433,-0.8837634
88499585d9fffff,2018,-1.0565078,0.081548676,-1.7323264,0.053027444,0.12425038,1.6060739,-0.8561763,0.33383334,-0.8970061,-1.1291834,-0.26833004,0.5115965,0.29294398,0.85577947,0.096048266,-0.18537971
88499585d9fffff,2019,-0.31948215,-0.43629324,0.21415246,-0.1874705,-0.36028102,0.9066325,-0.7611896,-0.6946081,-0.64945346,-0.8352718,0.76513886,0.59279937,-0.6308759,0.19128993,-0.24431236,-0.65795404
88499585d9fffff,2020,0.9499541,1.1325274,-0.72941595,0.013250755,0.9443094,-0.8236002,0.107521206,1.4171675,0.21351883,-0.06258042,0.9708817,0.19021215,-0.9223801,0.19485885,1.1593137,-0.13300614
88499585d9fffff,2021,0.3678732,-0.89290106,-0.7186013,0.13854928,-1.6054279,-0.67628443,-0.33044067,-0.9416471,1.2360941,0.5381088,-0.859129,-1.227272,-0.7260343,0.89707845,-0.7319382,-0.50942296
88499585d9fffff,2022,-0.35055676,2.1983132,-2.2557456,-0.4083541,-0.9693688,-2.1666484,-0.9205412,-0.3876237,1.1728882,1.4929831,-0.69679564,-1.1130526,0.097793184,-1.2469219,-1.0408086,-0.4185332
88499585d9fffff,2023,-1.1561123,0.9408594,-1.1227539,-1.1766508,1.1883441,1.1911242,-0.027103556,-1.1508641,-1.2102822,-0.11244786,-0.5439729,-0.11332462,0.7629153,0.53756666,-0.072472624,-0.887618
88499585d9fffff,2024,-0.6692476,1.5284462,0.08363936,0.80430615,0.9888209,0.44924685,2.3951614,0.041650638,1.2549381,-0.77430016,-0.020810373,0.71038675,-0.4976518,-0.04534819,1.4415866,-0.30334198
88499585dbfffff,2016,1.4302238,0.18992499,-1.3688604,3.1697688,-2.4972045,-0.9020648,2.5762248,-0.017312637,1.3880907,0.5872783,1.2464118,0.4896977,1.4025215,0.95032716,-0.84414715,-0.8836711
88499585dbfffff,2017,0.28281274,1.7106997,-0.23459141,0.5900873,1.196451,2.35999,2.5029168,-1.3047545,0.387557,0.8922563,-0.304922,0.22688097,1.3406332,0.44514325,0.49352133,1.0187179
88499585dbfffff,2018,0.86941963,-1.6143757,-0.21714571,1.4484246,-0.7396944,-0.8291748,-0.6489878,-0.0024815632,0.37329537,-1.1954974,-0.4649261,-0.49252972,0.22031124,0.49132004,-0.8851403,-0.15091349
88499585dbfffff,2019,2.6792233,-0.025695218,0.669152,0.6320533,0.0063121216,-0.28091526,-0.13610849,0.79258895,0.23149446,-0.49659804,-0.6188385,0.5455826,-1.8986125,1.0586257,0.4711999,-1.4674248
88499585dbfffff,2020,0.17741485,3.748702,-3.0418246,-0.7169593,0.28698054,0.42875442,1.7482262,-0.4140851,-0.3282647,-2.253295,-2.6463904,-2.3620095,0.5374546,0.7823551,1.863437,-1.9689497
88499585dbfffff,2021,0.8220264,1.7853026,-1.8357389,0.062028743,-1.1294382,-1.7511731,0.50864536,0.05965904,0.7647307,-0.6422058,-0.85911375,0.47695374,1.3116947,-1.0800425,-1.3721671,0.61713105
88499585dbfffff,2022,-2.1000624,1.8033396,-0.8017392,1.4218258,-2.3965745,-1.113418,0.22620198,-0.1285755,1.5468009,-1.1983068,-2.1943626,-0.9200372,1.1874567,0.113606356,-0.08115866,-0.60099924
88499585dbfffff,2023,0.79813343,2.4658265,-3.6692543,-0.7496479,2.8638513,1.495477,-1.4858241,-2.2764482,0.29792234,1.1510704,-2.2479646,1.855375,1.6743786,-1.0631727,-0.35469627,1.184085
88499585dbfffff,2024,1.1978254,-0.48275852,-1.9118499,-3.532747,-0.69365436,1.1609521,2.9724562,0.09479708,0.045475714,-1.6973788,-0.5941503,-0.40331528,0.5762505,-1.2490323,0.07115753,0.6849615
88499585ddfffff,2016,1.5255836,-1.4277048,-0.9612485,-0.55173606,1.2744113,1.2603439,1.2982268,0.36454922,-1.6719166,-0.99409103,-1.5454258,0.27912,2.2129216,-0.30153832,0.45560685,0.7734367
88499585ddfffff,2017,0.45676875,2.4314036,3.479133,-1.092113,-1.0432665,1.0193971,-0.45060542,-2.4968789,-1.6126595,-1.5846283,1.1967989,0.051540866,-0.25975415,1.3012995,2.3076048,1.4188462
88499585ddfffff,2018,-0.8183883,-1.7026968,0.4168036,-0.802811,0.37574682,1.1886957,0.10716081,-0.2851188,0.48586848,-0.18491185,0.4722394,1.1202575,-0.68002975,0.7908118,-0.80992335,0.41270944
88499585ddfffff,2019,-0.75132936,-0.7211218,1.641112,1.2259057,0.54384226,0.09189768,-0.3335365,0.052830685,-1.4904258,0.26103863,-0.5837251,0.8847095,0.035769116,0.23380457,-0.69461393,-0.37010175
88499585ddfffff,2020,0.29332682,0.47173244,1.5578899,0.29756257,0.14331289,0.07686166,-0.44323465,-0.57729554,-0.60344994,-1.055487,-1.4205399,-0.68798316,0.13351089,1.4486601,-0.86847085,0.11429727
88499585ddfffff,2021,-1.2076074,0.16505536,-0.53301805,-0.24513404,-0.38225392,-0.041166775,-0.24022458,-0.6517602,-0.37493902,-1.6073159,-0.5307615,-0.27688545,-0.036445998,-0.5110604,-0.25248662,-1.9123508
88499585ddfffff,2022,0.87354064,1.2787342,-0.8000788,-0.45756757,-0.9344926,-1.1052881,-0.44097933,-1.94854,-2.089661,1.4438325,-0.7375705,-1.059367,0.1350291,-0.6761347,0.70380396,-0.35504788
88499585ddfffff,2023,-1.0832042,0.5741937,0.25541735,-0.17942075,0.044923853,0.7554728,0.07750396,-0.81071407,0.06951479,0.06982405,-0.42583925,-1.9429564,0.07515019,-0.39851266,0.37727392,-0.6550327
88499585ddfffff,2024,0.27164996,-0.3033761,0.23832095,0.9657695,0.28666058,0.32408687,0.1651868,-0.7892279,-1.478243,-0.41489294,-0.44211745,-0.74274087,0.36237222,0.71136385,-0.56836224,-0.40859398
88499585e1fffff,2016,-0.14032443,0.4272736,1.5348451,-0.03764112,-2.3439558,0.6274948,-1.9185102,-1.6240087,0.12852632,-2.8340816,0.83247054,-0.4793545,1.5094824,0.16116336,-0.045008607,-1.1346476
88499585e1fffff,2017,0.80800134,0.5835343,-1.0390098,0.7339758,-2.103143,2.580292,-1.2013913,2.7101746,0.53258693,0.5921454,2.1611843,0.7127817,1.0757893,1.0236093,1.5422778,0.45726234
88499585e1fffff,2018,-0.47528413,0.9056653,-1.483535,0.36698237,-2.3415585,-1.052273,-1.1806641,1.2074105,0.14177208,0.74025387,1.6316127,-1.3077307,0.9147394,-0.7167481,0.46281573,-0.9629244
88499585e1fffff,2019,-0.78514475,0.89802283,-0.52714133,-0.9778441,-0.8590735,-0.25013196,-0.94699734,0.048383866,0.18423067,-1.3878729,-0.6945863,-0.30259842,1.6395915,0.009179753,1.0045274,-0.45706043
88499585e1fffff,2020,0.63717866,0.6569085,0.27283904,-1.2921054,-1.0768136,0.5763224,0.22018848,1.3026857,1.2532874,-1.4636577,0.21678914,0.8415615,0.27771953,-0.64031273,0.5202101,0.7050307
88499585e1fffff,2021,-1.9069704,1.1768415,-0.5655529,0.039537795,0.4917654,-0.6340496,0.34034154,-0.27329695,0.84419,0.4515732,-1.3908688,-1.1078511,0.12876257,1.2920398,-0.3386709,-0.88859934
88499585e1fffff,2022,-0.9919872,2.0704212,0.9349544,-0.06933748,-0.0671851,0.6954183,-1.4547035,2.474013,-0.67654127,1.3170428,0.093058206,0.59902954,0.2209146,-0.30194712,0.09782609,1.4070641
88499585e1fffff,2023,0.15460232,0.6616842,0.38411903,-0.8988004,-0.5864796,-0.6516118,1.2816285,1.6039709,0.034692716,0.8248142,0.19465342,-0.13987933,0.3665399,-0.6178879,0.52530545,-0.9076131
88499585e1fffff,2024,0.1785128,1.992942,-0.6506582,-1.7549366,-0.30298212,0.4862334,-0.20852293,1.518685,-0.07634147,-0.02863103,-0.9188808,-0.5188878,0.10226041,-0.018253434,-0.5150222,0.26680335
88499585e3fffff,2016,1.3883064,-0.52814716,1.815812,0.57051575,-1.5692399,-1.2497581,0.66802245,0.097441345,0.31163585,-0.062479176,-1.2338257,-1.1738209,0.6270602,0.85137814,0.51084775,-0.6221072
88499585e3fffff,2017,2.2749789,-0.8919218,0.06908151,0.20474607,-1.5099664,1.1414019,-0.44302586,3.2969716,1.4466037,0.8699325,1.2415701,1.1254485,-0.54151726,0.8596303,0.88719004,0.668416
88499585e3fffff,2018,0.86939394,-0.42505574,-0.1642984,0.2968507,-0.79539376,0.84826106,0.6935617,0.6563218,0.7233549,0.021882648,0.22245067,-0.42749605,-0.39947847,0.2531171,0.83342844,-0.42465928
88499585e3fffff,2019,2.2723897,0.17936523,-2.021531,1.5065911,0.24597564,1.8869694,-2.3076096,-0.8561253,-0.20083573,-2.4446177,-0.105047084,-0.19975671,-0.19519018,0.8638894,-0.2792718,0.20395164
88499585e3fffff,2020,-0.13633037,0.9482098,0.8724664,2.431552,0.13511917,-0.08414353,-0.09233981,0.13721159,-0.775083,0.46893588,0.9817147,-0.29805818,1.1033788,0.6686319,0.03131468,0.30574077
88499585e3fffff,2021,-0.43004152,1.0751636,0.87907106,1.0464345,1.0389179,-1.3822428,0.60596097,0.8018276,1.1035384,0.09540133,-1.0828285,0.41040334,-1.7984084,1.1272942,1.937253,-1.4961337
88499585e3fffff,2022,2.0151763,0.001700936,-0.37388623,1.1556406,2.12621,1.9059359,0.15398487,1.1116853,1.49356,0.106323786,0.41846797,1.6047832,0.1961589,0.2076592,2.6599674,0.026072502
88499585e3fffff,2023,0.6269608,1.7709464,0.6362374,-2.090588,-1.4859506,2.1423554,1.3307168,0.60384375,0.26304936,2.5144122,-0.24106613,1.6554674,-0.4237596,0.2543259,-1.1113533,0.9346115
88499585e3fffff,2024,2.4248414,-2.563017,0.41917688,1.3661307,-0.9825272,-1.3072454,0.5940915,1.1467073,0.9415411,-0.33692527,-0.20419674,0.48060796,0.6796547,-0.31555128,-0.8009408,1.675764
88499585e5fffff,2016,1.8023187,-0.52227485,-1.1602179,1.8951255,0.6936158,0.9392882,1.1719178,0.35193253,-0.26236078,-1.12051,1.0641506,-1.5493035,-0.6004347,1.0076462,-0.73259825,-0.7549407
88499585e5fffff,2017,0.72148496,0.60701376,0.64676124,-0.47734076,-1.4923943,1.1636643,-0.8966394,1.0984321,0.92378294,0.18454213,-1.2080506,0.026749207,-0.5473083,-0.2272949,0.13247669,0.38409653
88499585e5fffff,2018,-0.7584302,0.85131854,-0.29683205,0.7757466,-0.8947901,0.8651147,0.2583593,1.3996639,1.1275947,0.7023296,0.27667925,0.9515386,-1.488388,0.12868206,0.10491674,0.97181314
88499585e5fffff,2019,-1.2884417,-0.33221948,-0.6480036,1.9572895,-1.2621878,-0.062679306,0.4014133,-0.41658595,-0.441662,-1.1394633,0.82873005,-0.64156675,-0.63210356,1.2645248,0.13980293,0.40396732
88499585e5fffff,2020,0.07171477,-1.2980497,-0.075500794,-0.42754254,-1.1518825,0.06307195,-0.0020655957,0.62140363,0.22663099,0.22050627,1.3147408,0.55064225,-0.79637164,0.28461868,-0.7755484,0.54034483
88499585e5fffff,2021,-0.9798778,0.7413228,0.78604424,0.5042058,-1.5633919,0.508999,-1.4024422,-1.1989625,0.41529182,0.8833419,1.144526,0.013657135,-0.89336264,0.82938147,0.06520558,1.0152328
88499585e5fffff,2022,0.92560947,0.3211337,-0.35598236,1.5753334,-0.030965185,1.6148489,0.105640866,1.1952151,0.80716646,0.45674995,-0.021805197,1.6066381,-0.7057599,0.38259155,0.5659919,-0.55830336
88499585e5fffff,2023,0.4974718,-0.866182,-0.2083278,0.7773366,-1.1366891,0.09051528,0.46414354,-1.1367055,0.9131543,0.2920861,-0.51716024,0.7441088,2.2090013,-0.25426283,1.1034465,-0.8186029
88499585e5fffff,2024,0.06779299,0.8541499,0.58771133,2.3233497,-0.44408396,-0.066340715,0.5757321,-0.7246748,0.21439026,0.43263745,-1.250163,0.18360396,-0.09256444,0.107941665,-1.4987358,0.6210671
88499585e7fffff,2016,0.56634283,-0.14411229,0.47262672,1.2403153,-2.1261697,-0.061695103,-0.88028455,1.4879218,-0.33112937,0.11221682,0.103689924,0.23656905,2.4262877,0.8885064,1.697346,-0.22554669
88499585e7fffff,2017,0.66462564,-0.24849376,1.0065582,0.6003518,-1.4890285,0.5398496,0.82365143,0.9292472,0.91007036,-0.9231449,1.1889886,-0.79023534,-0.005663105,0.6914808,0.24055262,-0.48946515
88499585e7fffff,2018,-2.1009831,-0.026828393,0.64473563,-0.65944713,-1.4768014,0.15995087,-0.71796733,-0.08979327,-0.13736887,-0.4854301,-1.0339438,-0.026465146,0.93899703,0.2274878,0.18018861,-0.109853655
88499585e7fffff,2019,-0.004990808,0.87539643,-0.70163465,0.88034254,-1.511627,1.4065559,-0.14250617,-0.58661646,1.2264522,-1.0286119,1.3933631,1.2110934,1.8399243,0.6781881,0.89977604,-0.5024621
88499585e7fffff,2020,-0.59502244,-0.627631,-0.62677187,-0.6135903,-0.6120267,1.6544381,-0.89509887,-1.4851302,0.8006447,-0.85729414,-0.84875673,0.5576989,0.3009202,-0.030817563,-0.336787,0.111340165
88499585e7fffff,2021,0.10833,0.53719854,1.7616496,0.327743,-0.747038,0.031735655,-1.1487972,0.14915095,-0.24236202,-1.0458732,0.89685404,-0.12582225,-0.98495007,0.16657998,0.4230576,-0.604031
88499585e7fffff,2022,1.3790295,-0.7179121,-1.2836065,0.18306598,-0.69768476,-1.0974741,-0.12563834,-0.432192,1.8117297,-0.26283976,0.361659,-0.5578615,0.4606244,-1.180645,-1.0819238,-0.3856399
88499585e7fffff,2023,0.16157934,-0.025861574,1.5022357,0.26071325,0.8335559,0.029308865,1.3811129,-2.4400275,0.7461679,-1.0422829,0.7061475,-0.050152257,0.2087852,0.28992093,-0.20506938,2.0654368
88499585e7fffff,2024,1.136541,-0.37791744,0.25403038,1.1784083,-0.7019231,1.5885223,0.77740616,-0.5454815,2.0394442,-0.38989797,-0.43775326,-0.2938494,0.117774114,0.9510525,0.22033441,1.3300024
88499585e9fffff,2016,-0.24129033,-0.6659755,-0.7074027,2.081061,0.52374274,0.7580072,-1.933394,-1.4797248,1.0860218,-0.8565436,-0.20297056,0.07956413,0.4091818,0.78290117,-0.60880363,-1.0646958
88499585e9fffff,2017,-0.17326686,-1.6446805,0.7046073,1.1368009,-0.25249234,-0.8741027,1.6278402,-0.09421341,0.3115388,-0.38525745,0.65783036,-0.86177176,1.6949831,-1.1120136,0.27302876,0.34783208
88499585e9fffff,2018,-0.9061031,-0.47592497,-0.48698413,-0.078720614,0.6099667,-0.23971048,0.26228735,0.8143186,-0.24884325,-0.0059694895,-0.6757797,-1.3246852,-0.13607875,-0.67086,0.1921687,-1.0425552
88499585e9fffff,2019,0.010640018,-1.0442866,-0.016910633,0.69586515,1.279268,0.17581178,1.6656234,0.077198744,1.1332633,-0.37115553,-0.14234461,0.7996097,-0.46002743,-1.0832545,0.25695255,0.24781094
88499585e9fffff,2020,0.38704878,-1.7806158,-0.19894893,0.96129984,0.42325577,1.6917968,1.470006,-0.36041445,-0.4226036,0.57940316,-0.23952529,-1.282972,0.07555223,-1.5908514,-0.40702167,-0.2891401
88499585e9fffff,2021,-0.7183432,1.3482636,-0.8979576,-1.4070903,1.761402,-0.68580985,1.009958,0.48261595,0.017888973,0.07710723,-0.515904,-2.0796976,0.48569614,-0.12347518,0.2627469,-0.25689125
88499585e9fffff,2022,-1.5091397,-0.2989388,-1.4342299,0.18994647,1.26697,0.46292478,-2.4263308,-1.3517671,1.3146275,0.42418382,2.003034,0.08528164,1.3618592,-1.474681,0.41192228,-1.2042449
88499585e9fffff,2023,-1.0991055,-0.29055128,0.5429997,-0.09909193,1.2181462,-0.9395273,-1.0189732,-0.9594289,0.15526673,-0.9463826,0.751491,-0.72959524,0.2929565,-0.46181688,-0.19075564,0.40101606
88499585e9fffff,2024,0.95642006,-0.2582381,-0.75356203,-0.29277194,-0.41884452,0.29872754,1.9422859,-0.0308093,0.8580097,-0.026263759,0.29247057,-1.4519027,-1.0832168,-0.31293488,-0.2051503,-0.7566105
88499585ebfffff,2016,1.7843807,-1.3924508,0.09823317,0.45421708,-1.919496,-3.1623704,-2.2648273,-1.3772268,-0.86519766,0.99269664,0.686564,-0.55798995,-0.37668124,0.32253674,0.15019394,-0.90851694
88499585ebfffff,2017,2.0989244,-1.7497224,0.44240615,0.80905336,-2.852119,-0.93187296,-0.71528506,0.5427081,-0.92766696,0.534642,0.34284532,-0.76522326,-0.54937905,-1.3082566,-1.3961505,0.20975828
88499585ebfffff,2018,0.5994624,-0.68105036,-1.2489501,-0.8898948,0.35618994,1.3902102,0.0745384,0.118226685,-0.2596872,-0.5705444,-0.95356,0.20598567,0.9841776,-0.92824763,-0.46491757,-0.09590336
88499585ebfffff,2019,-0.70504403,0.15328002,1.463678,-1.2998662,0.3042741,-0.18887839,1.0332321,-1.0136558,0.3272246,-1.4809058,1.1365056,1.4381406,-1.0070825,0.050188754,0.81322885,0.71899813
88499585ebfffff,2020,-0.6062151,-1.5774809,0.99931276,-0.53321755,2.2808025,-0.26835737,-0.11446443,1.3286315,0.1256011,0.21205068,-0.33316243,-0.0335965,0.14115362,0.3660008,-0.8290006,-0.2281638
88499585ebfffff,2021,-0.2622605,-0.23127492,-0.20457284,0.18156727,0.052616734,-0.5778015,2.2492507,0.30998558,0.57743955,0.6142522,-1.3967515,0.1793142,-0.011382692,0.046607163,-0.52365226,-0.34441063
88499585ebfffff,2022,-1.0414248,0.32086527,-0.4740485,-0.6075749,0.19745888,0.09805381,-0.32559222,0.5471541,-0.3559643,0.3751743,0.8505291,0.902143,1.8690386,0.32542107,0.7834777,0.36524123
88499585ebfffff,2023,0.7206116,-1.8052955,-0.47300804,0.16449217,-0.27585515,-1.0477792,0.06498264,0.8465527,-0.302183,0.2618146,1.6809806,1.6104819,0.7527301,0.013749489,0.85338306,-0.30981636
88499585ebfffff,2024,0.17178252,-0.89385414,-0.20131813,-0.15261263,-0.11373998,0.8485036,0.3962352,-0.913741,-0.35012186,-2.0075104,-1.2004493,-0.621395,0.3215751,-0.5941789,-0.5571768,0.0372635
88499585edfffff,2016,0.7466018,-0.63036954,-0.15161629,1.3938915,-0.014446853,-1.2549862,-1.9399443,-0.28559336,0.89769095,0.24993308,-0.36577177,-0.20669453,0.40560874,-0.14846475,0.3846862,-0.34954208
88499585edfffff,2017,1.0591185,0.40326923,1.0117528,-1.2885587,-1.243689,1.493524,-1.5111717,1.2511884,0.28245312,-0.5515826,0.029272534,-0.72132653,0.37559232,0.41976407,0.054556023,-0.5371244
88499585edfffff,2018,-1.7230228,-0.14624222,-0.9791232,-1.3478922,-0.27367285,0.08483066,-2.550398,0.09254824,1.0488935,-0.4916114,-0.0220931,-0.6381482,-0.082093544,-0.18077251,-0.15409333,-1.2342521
88499585edfffff,2019,-0.87671596,-1.5774876,0.8064736,0.14322177,-0.3143949,-0.43551597,0.4047289,0.2063786,1.8964379,0.22709157,-0.24377516,-0.608399,0.94390494,0.38006637,-0.29535002,-1.1068598
88499585edfffff,2020,0.3748332,-1.648211,0.20137095,1.410569,-0.9290437,0.68318284,2.344382,-0.42115277,1.6200112,0.03352456,-0.38367742,-0.41764963,1.3457628,-1.4489024,-0.41081733,-0.19361423
88499585edfffff,2021,-0.5910579,-0.852897,0.37842336,0.44525918,-0.26992014,-0.75337607,-0.22931232,0.67447114,1.215447,-0.11421149,1.2274367,0.59291255,0.9396527,-0.35891402,-0.8618264,-0.47566277
88499585edfffff,2022,-2.1675344,0.41752267,0.36427593,-0.82519305,0.82342726,0.035089694,-0.8932977,0.12423054,1.1894108,-0.77862936,0.32413384,-0.36188516,0.25746343,-0.17390598,-0.7344984,-1.3679429
88499585edfffff,2023,0.018294604,0.91817623,1.3188328,-1.163479,0.9958934,-0.3528568,-0.8616483,1.9106488,1.4852808,-1.2799435,0.05506491,0.8919278,1.96968,0.3512631,0.43643796,1.7935575
88499585edfffff,2024,0.5036497,-0.23417573,-1.0256909,2.3361993,-0.070512794,0.19684851,-0.35729015,-1.1482015,1.06202,0.22172637,0.5664472,1.0946231,-0.015311792,-1.2860489,0.119392425,-1.1636198
8849958609fffff,2020,3.677682,4.8558264,-0.42211744,0.063704275,-2.1251159,3.4521208,0.602468,3.2795165,-1.1535579,0.94429356,2.418762,3.4581273,-2.6622562,-2.2555852,1.3318728,-0.17594264
8849958609fffff,2021,0.8010969,5.408976,0.9298621,-0.5493933,0.13556561,-0.62814885,2.1363523,-0.48290947,-2.536094,-0.78469193,0.9217101,1.3273314,-1.4096495,-1.4992276,2.2409792,-2.5848103
8849958609fffff,2024,2.7117877,3.191943,-0.8927908,-0.5105361,-1.253809,0.3385177,-0.2760176,-0.15649472,-2.3936434,-3.3873694,1.6628811,-0.3156989,-0.6893127,1.5499657,-1.0805572,0.97042215
8849958623fffff,2016,2.3085787,0.3430781,-0.6157716,1.3311381,0.17248216,-1.0849277,0.07140868,-0.11872546,-0.604005,1.6857344,-0.7893322,-1.2640071,1.3406556,2.085831,0.32039896,-0.06757235
8849958623fffff,2017,1.794783,0.17002398,-0.8232304,-1.0367745,-0.7830153,0.4498228,0.78709716,0.7206664,-0.055131096,0.674803,-1.3639386,0.44002596,-0.25184354,-2.3835192,-0.017604204,-1.2149829
8849958623fffff,2018,0.64933854,0.4947467,0.1711093,1.6292274,-0.6328734,0.8215058,-0.5427438,-0.39539498,-0.508861,0.3717049,-1.7828368,-0.32536152,-0.24199022,-0.45088777,-0.16300897,-0.43585157
8849958623fffff,2019,2.7995417,-0.014383975,-1.3442551,-0.70801,-0.42133653,-0.16050847,-1.461009,-0.49902558,-0.53451526,-0.017935865,-2.006267,-0.12658367,-0.61157036,-0.8662606,0.9316027,-0.47251037
8849958623fffff,2020,1.1222609,1.1165624,0.8388767,-0.27584487,1.4978094,-0.8896432,0.46350777,0.8309908,-0.06832633,0.6664279,-0.9864739,-0.919595,-0.09418067,2.8749406,-0.5490166,0.4866214
8849958623fffff,2021,1.5349859,1.258525,2.5982506,-1.3021587,-0.2953288,-0.120118625,1.9691681,-0.009852178,-0.7576378,1.1705772,-1.1132418,0.016015759,-1.6364524,-1.2910455,1.6789712,-0.39614815
8849958623fffff,2022,1.6658863,-0.41828808,-2.0615187,0.53765494,1.6307809,1.9478593,-0.56156445,0.20368579,0.95467395,-0.41970223,-0.18089163,0.7620707,0.05113292,-0.19049914,-0.6064487,0.58258826
8849958623fffff,2023,2.3104227,1.7131162,-0.6079619,0.28203478,-0.3152571,-3.202914,-1.3663062,-1.1506482,0.93202066,-0.3228364,0.59452194,-0.12769757,-0.5343198,-1.0228686,-1.8904234,2.2796361
8849958623fffff,2024,2.2546508,1.5953059,-0.9410346,0.020192677,-0.4706588,-1.1309369,-1.4051242,-1.2669448,2.6106355,1.8438126,0.63298506,-0.31279716,0.09164438,-1.2589912,-0.2978361,2.288368
8849958627fffff,2016,4.169065,-0.38949335,-2.558934,-0.118731104,-1.1749882,1.3821636,-0.60489756,-0.341986,-0.1943338,0.85520256,-1.3084756,-0.7585656,0.16771714,-1.2290403,-0.9278543,-0.06520938
8849958627fffff,2018,3.8467646,-2.6951158,0.2810031,1.7613584,1.5223138,-0.8206638,-1.7473118,-0.14794806,0.564362,1.381824,-1.6654046,1.4250597,-0.7962212,-2.1733341,0.17580298,0.21256454
8849958627fffff,2019,2.2328982,-1.607008,3.1862347,-1.3696343,-1.0372658,-0.6805764,-3.4442012,0.14089796,-0.28540167,-2.4444537,-1.9531931,0.103293814,-0.93307954,-1.7270404,-0.37173438,-0.9908325
8849958627fffff,2020,-0.34750327,1.8901936,4.158934,-0.96932364,0.61524796,2.5311518,-1.6468935,-1.2982826,0.32797658,2.2792518,0.9470678,-0.14647432,-1.2190431,-2.016554,-1.1781275,0.8953475
8849958627fffff,2021,1.9269387,0.25092652,-2.767736,-0.84468937,-0.80111814,1.2675644,-2.620327,-2.14526,1.5900373,1.5809311,-0.5551884,-0.38234678,-0.7632342,0.8715308,-0.8285491,-1.8649641
884995862dfffff,2017,2.6990752,-1.7559793,0.7027539,0.5139813,-0.3921558,0.77850026,0.19871597,0.72351325,0.97214746,-0.3984511,-0.15427239,-1.0687246,-0.6041732,-0.5466578,-1.7244731,-0.8916091
884995862dfffff,2018,2.0195594,-1.6944605,0.8198219,0.13627823,0.4687091,0.5729768,-1.7336047,-1.5113419,1.011458,-4.6839123,-1.8393158,-0.05244149,-1.5390669,-1.0836929,1.1967527,-1.35147
884995862dfffff,2020,-0.5334705,2.4238832,3.2835667,-1.1430699,1.5384637,0.8886835,2.853277,-1.9910593,1.3397241,-1.5041046,-0.72816086,2.0024226,-1.1456755,-1.5704361,0.26369944,0.7907576
884995862dfffff,2021,2.2220652,5.714533,-1.4271703,0.82571816,0.14535783,-2.4076478,0.2777214,1.0984516,-1.4768833,1.8018786,2.7976348,0.6270642,-1.552094,0.75987065,2.0037777,-0.44151932
884995862dfffff,2022,0.3689658,3.1308382,3.5725584,0.5174972,-1.98858,-0.44402355,2.5049243,-1.4660349,-0.3115601,1.2349727,-0.32836008,-0.0068352325,-1.8003974,-0.61834234,0.4940534,-1.1597717
884995862dfffff,2024,1.3096935,0.21013352,0.96497536,0.45616585,0.1813693,0.24714379,0.7667804,2.3927648,-1.8443831,0.88580245,-0.7017864,3.1502805,0.1040294,-2.2416759,-0.74728703,-0.96428204
8849958643fffff,2016,3.0531948,2.1766088,-1.3964831,1.1903199,0.6512676,-2.0731971,0.4625847,0.6279812,-0.18241736,1.1465273,-1.4271542,-0.9216971,1.3102556,0.44144455,2.9038217,-0.8386015
8849958643fffff,2018,0.791603,0.73924893,1.5672847,1.2904929,1.4887748,1.0545189,0.18061335,-1.6650362,-0.2466093,-0.93147326,0.65249884,-0.84031624,-1.747166,-0.7123351,1.451819,-0.9579943
8849958643fffff,2019,2.1236773,1.3969069,0.5113296,-0.09513575,0.727199,1.6004322,-0.5287218,-1.4060559,-1.3285595,-2.2985506,1.7172343,-1.7201729,-0.74377674,-1.2576196,-0.38925502,1.4244604
8849958643fffff,2020,1.5729358,2.8650541,0.5454351,-1.7992715,-1.4689293,1.858567,-0.6732065,1.6473712,-1.3855987,-0.45432037,3.31658,-0.086593665,-1.7812897,-2.2042556,0.597856,-0.038724076
8849958643fffff,2021,1.4092348,2.6941702,0.9334363,-0.44861966,0.16939476,0.778883,0.33460698,-2.0143852,-0.9021572,0.92894053,1.4830462,-2.2429981,-0.43227145,-1.4023583,0.48566413,1.9219847
884995865dfffff,2016,3.4281309,1.5058864,1.6187598,-1.0768445,-0.21245423,0.08590462,1.4769412,-0.3012251,1.291178,1.1570476,-1.951064,2.0073762,-2.3126683,-1.3083724,3.122155,-0.33910975
884995865dfffff,2018,0.95864946,1.9783055,-0.032332573,0.45799714,-2.87721,0.28720054,-1.5134484,0.60366297,-1.9421083,-0.65161943,1.0458081,0.5596921,0.123346835,-4.6209106,-2.2322018,0.23578763
884995865dfffff,2020,3.2466958,4.6782036,-0.46138927,1.3764379,-0.014604351,-0.2381682,0.84631526,-0.25937852,0.87232274,-0.55328804,-0.9637609,3.0854096,-1.1205975,-2.6076639,-0.69350696,2.7153697
884995865dfffff,2021,0.90937316,2.5770109,0.95609236,-1.4711133,-0.09443459,-1.3575296,-0.80425996,-0.2368635,-0.41594043,-1.8639125,-1.6859094,1.0222932,-1.1495949,-1.8553445,1.2833012,0.63579977
