h3_8,año_hecho,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16
884995b33bfffff,2019,1.4673142,0.8950846,0.050596483,-1.0783733,1.1312175,0.051626425,0.8028873,1.1106744,-2.8692663,-0.5977532,1.6519605,-0.39241734,0.29894772,1.4664204,0.31354582,1.0026618
884995b33bfffff,2021,1.7465037,0.55311126,2.5971403,-2.1760757,2.0379653,-1.0325993,0.40646988,0.4893183,0.1726227,-0.69869024,-1.0174147,-0.47465977,-0.98680955,-0.43726674,0.8983977,1.0839363
884995b33bfffff,2022,-0.0019057408,-0.42651737,-0.43140647,1.7843513,0.4536126,1.4846894,-0.73369133,-1.8008235,1.462324,3.0700746,0.37052432,1.179947,0.86869985,2.1192539,0.9565686,0.35688818
884995b33bfffff,2023,-0.2564008,-0.8737767,-1.0149368,-2.406028,0.9769212,0.4106361,1.1004969,-2.612882,-3.2635856,0.6544475,0.6237988,1.9239867,1.0665507,0.27583712,-0.09479918,0.8077657
884995b33bfffff,2024,0.4197808,-1.2375423,-0.78236455,-2.5186887,0.9169163,-0.0456859,0.7317506,-1.0836909,-3.0278678,-1.4023334,-2.2793896,2.8082502,1.9843798,0.8390907,-0.40799242,1.6328001
884995b33dfffff,2016,-1.0264516,-0.58906335,5.152936,1.6953313,0.44009247,1.5117846,-1.0534071,0.6260729,-3.0117376,0.5542744,-1.1966989,2.8079278,1.6867838,0.12679845,-2.8438156,-2.0286374
884995b33dfffff,2018,-0.6478111,-0.37714654,0.60970217,-2.4538069,1.6944197,-0.33133245,0.34551814,0.18652368,0.6114001,-0.07323883,1.1347251,0.9408378,0.35188445,0.6557935,-0.60163623,0.3681952
884995b33dfffff,2019,-0.7887348,1.6492624,-0.012960763,0.73985904,-1.6484041,1.030723,0.9179004,-0.5089449,-0.41553012,-0.52179444,0.07479053,1.3283172,-1.2143734,0.74352753,1.0904745,-1.7073723
884995b33dfffff,2020,-0.3989933,-0.087538354,2.4859934,-0.6219296,0.11635733,1.8621931,-0.028758615,0.22565758,0.4142282,0.90931374,-1.0443792,2.0448909,0.10441139,0.23708001,-2.2586987,-0.79007363
884995b33dfffff,2022,-1.540241,0.6554233,0.64405906,1.1113805,1.1109812,1.1061368,0.49317378,-2.1010253,1.4653589,0.6831452,1.8911104,0.72715867,-1.5593114,-3.0623975,-0.27600378,-0.84671634
884995b341fffff,2018,0.9257652,1.0168278,1.872675,-0.66073644,-2.994266,1.0132802,0.40643454,-2.0760489,3.219483,1.6475447,-0.43131325,1.2084504,-1.6284585,-0.6999306,-3.0250752,0.3046856
884995b341fffff,2019,0.63396144,0.27775925,0.97987396,-1.9218757,0.8421101,-2.5251532,0.45562565,0.3059643,0.6350899,0.126918,-1.0539373,1.9354279,-0.43944445,-0.38279232,-0.4005826,0.028018923
884995b341fffff,2020,0.23535311,0.71328914,-0.10403151,-0.1469886,2.149432,0.48341367,-0.99015033,0.048338108,0.25944906,0.013117771,0.16397242,0.6842673,0.61047316,-1.4107931,-1.487402,-0.44969845
884995b341fffff,2021,-1.1930125,1.7226927,0.59690416,-1.4155037,0.3407547,0.9482506,0.3933702,-1.5278606,-1.1175323,0.5245857,0.55491966,0.6582514,0.78508395,1.3941444,-0.51641136,-0.8043773
884995b341fffff,2022,0.71300197,4.670957,-1.6203645,-0.63606995,0.9540456,-1.8207638,-0.5476971,-0.5930112,1.9412127,1.0503604,-1.8540002,1.1806326,-0.07714589,-0.9462541,-0.7283295,2.0490074
884995b341fffff,2023,-0.81938565,1.794444,1.3541089,-0.168815,0.6443915,-1.2201554,-1.0778162,0.570884,0.6860704,-0.82626283,-0.8205876,0.3909325,-1.3208655,-0.7524359,0.6148765,-1.5306649
884995b341fffff,2024,-0.15850596,2.9162633,0.44348785,0.56511194,0.3116624,-1.2423568,1.3140557,-2.163219,0.3354148,3.6369205,1.4991479,-0.53180534,-0.49247226,0.39108202,-1.1578289,0.21613058
884995b345fffff,2016,1.6325833,-1.9485165,-0.42547247,-1.6002523,0.886333,-0.41116223,-0.7157635,1.6926103,0.90188855,0.24061534,0.4428045,2.3410723,-1.7808851,-0.58355623,0.88845426,-1.5505307
884995b345fffff,2017,1.7293545,2.7959466,0.41447097,0.399611,-1.5679,1.2386007,1.143839,0.02839694,-1.3606427,0.31683895,0.31330723,-1.5038761,-0.07071458,0.27740136,-0.4000349,0.17608462
884995b345fffff,2018,1.5675644,1.4218353,-0.8319956,0.5864209,-0.10302484,0.6121089,-1.8503398,0.6717558,0.16483407,1.1205997,0.7567672,0.54711455,-2.027301,1.9593914,1.0116768,-0.9701502
884995b345fffff,2019,1.4730399,2.6202016,-1.3823217,-0.10623769,-1.2484,-1.783953,-0.103106454,1.7506535,0.48328125,0.11851901,0.42342824,-0.10758264,-1.4293026,-0.043973573,-0.24382742,-0.05623456
884995b345fffff,2020,0.35004377,-0.060074523,-1.0580913,-1.2916379,-1.4143687,0.54580075,0.06728418,1.0252459,-0.17574182,0.5331482,1.6116544,0.58556217,-0.68575233,0.9539536,-0.44564664,-0.102750964
884995b345fffff,2021,0.51754296,1.8870971,-1.2887973,-0.9628189,-0.706443,-0.7379898,0.65800345,0.7328342,0.29702246,1.6719855,-0.3299304,1.728794,-0.9280651,1.6844505,0.8505964,0.30705652
884995b345fffff,2022,0.3394049,0.58105475,-0.5576507,-0.8803242,-1.3545433,-0.43838325,-0.21559642,-0.07552523,-1.269839,0.82788384,0.54566926,1.0021412,0.39084008,-0.8075246,-1.2392569,0.043232076
884995b345fffff,2023,-0.76267767,2.966114,2.072126,2.3949635,-0.8602432,-0.794338,-1.4147664,-0.5936394,-0.016169822,-1.3749259,1.6400406,-0.16423987,-0.5485352,-0.19074807,0.9097526,0.85291636
884995b345fffff,2024,-0.15704203,2.4333684,-0.6982467,-0.99832255,0.80375004,1.0536089,-1.5563761,1.0117077,0.27249905,0.44847167,0.59784305,0.3460882,-0.60929453,-1.2280991,0.3941346,0.93464535
884995b347fffff,2016,0.6623573,0.45345163,1.3230284,0.8671495,2.4403157,-1.2205299,-1.3852979,-0.12727761,-1.7778405,0.06354966,0.70981246,2.402322,-0.8069252,2.5929556,0.06380017,-0.62459445
884995b347fffff,2017,1.5927303,1.0686363,2.1098268,-0.2028979,-2.073112,2.417116,-1.3568408,2.900104,0.5738994,0.8240741,-0.55584556,1.2111623,-0.7730803,1.219878,-0.567839,1.4140651
884995b347fffff,2018,0.57526517,1.0779346,-1.0304481,0.036780454,1.6021235,-0.118306786,-0.84707224,-2.6349046,-1.2176222,-2.3835416,0.5950009,2.209642,-0.7835862,1.5468948,0.5374485,0.092032395
884995b347fffff,2019,0.40859517,1.0511442,-0.55999094,-1.3250159,-0.6477394,0.20144245,0.25567636,-1.0760875,-1.190608,-1.4545952,0.66322756,2.7033124,-0.77344805,-0.2613269,-0.3035243,0.9560465
884995b347fffff,2020,0.42183962,-0.37777585,1.9227699,-0.26426804,-0.46251246,1.5943116,1.7048758,-0.9445708,-0.3972505,0.7343866,1.2141072,0.76214385,-1.4497057,0.071404845,0.17632593,-2.1921887
884995b347fffff,2021,-0.3010111,0.42576206,0.9471194,2.353492,-0.19429722,0.19382967,1.5361296,-0.09493357,0.9780771,1.2216974,-1.2303863,1.2910992,-0.45490584,1.025622,-1.2610954,-1.5790768
884995b347fffff,2022,1.1875513,1.3886443,-2.638523,-0.498358,-1.5570487,0.506965,-2.3227935,-0.3095214,0.061833546,-0.40648344,-1.4745115,1.0785073,0.32652804,0.8051094,-1.6881891,-1.5137227
884995b347fffff,2023,-1.0696979,1.4575254,0.6107827,0.89768934,1.9713695,1.0831,-0.9423303,0.7690045,1.9268662,-0.18091404,0.763919,0.5249561,0.40810004,0.9373899,0.011164191,0.43158522
884995b347fffff,2024,0.6737565,1.9158858,-1.548676,-1.4168918,0.11061223,0.06146186,1.019701,1.1196982,2.880177,1.5344154,0.56661797,1.8196018,-0.5102748,-1.1488025,-1.8541232,1.2895498
884995b34dfffff,2016,2.5313022,-0.17526552,-1.1425585,-1.2299697,-1.3185269,-1.2265215,0.91425455,0.89318275,-0.43026355,-0.7594972,0.7084999,0.5133632,-0.7573801,-1.7668831,-0.88063437,-0.47621155
884995b34dfffff,2017,2.5060716,-0.61331624,-0.69467163,-0.33163643,0.3913164,-0.7660418,-0.64166194,0.24680439,0.09418882,1.4911553,0.10530948,-0.7556912,-1.2160398,-0.58153963,0.5264647,-1.2889913
884995b34dfffff,2018,1.8955461,1.0306047,-1.4045194,0.5800915,0.67540705,0.0017639338,-0.73102486,0.32214615,-0.4426085,-0.4519166,0.030896846,0.8788566,-1.9188912,-0.6940654,2.3692007,-1.766157
884995b34dfffff,2019,1.4959342,-0.47623536,-0.08751712,-0.36172885,-1.9634392,1.8094344,-0.05019177,0.6283873,1.3680485,-0.09275899,0.048730746,-0.79180455,-0.47720677,0.9250612,0.19738434,0.20856251
884995b34dfffff,2020,0.73476,-1.236392,1.2814991,-1.7545078,-0.65641075,-0.8122719,0.107246265,0.59491867,0.13567364,-0.40292227,0.02597605,0.8999163,-1.008847,-0.06718816,-0.22961538,0.041894622
884995b34dfffff,2021,1.2857484,3.6551063,-0.52951354,-0.37819314,-2.3126175,-0.8644122,-1.9770553,1.3394362,-0.09790943,2.7266536,-0.67582977,-1.0130156,-0.1992894,1.8311658,0.3307571,0.7969424
884995b34dfffff,2022,1.2088513,0.31450164,1.8960007,-0.26650408,-0.898344,-1.2718267,-0.3605481,1.3844596,1.1526252,-0.09420569,0.9296005,0.5593075,-0.7212229,-0.0692136,0.99852794,1.4822212
884995b34dfffff,2023,-0.07713552,-0.33385488,0.5907683,1.0073289,0.72225225,-0.5531258,0.010234069,0.9489139,1.6965412,0.14019533,0.8793927,-0.6358266,-1.5687089,-0.253405,-0.042326752,-0.6481326
884995b34dfffff,2024,1.1763878,0.4584769,-1.1484158,-0.28338534,-1.1551112,0.9853037,-1.6112344,-0.049149763,1.2661611,-1.1421738,1.0406731,-0.9021187,0.111446485,-0.308795,0.40387788,0.024942646
884995b351fffff,2021,0.2294867,0.1100431,0.48775283,-0.84862506,2.1807127,-1.1918062,-0.5139726,-0.67451954,0.6554737,4.311836,0.31407812,0.26724055,0.12599137,0.020893138,-0.9685199,-0.28353563
884995b351fffff,2023,0.7763228,1.8351122,-2.1321654,2.8474143,1.6489028,0.6317504,-0.036688063,-1.4620112,-2.1286194,0.22807714,1.4332653,-0.47228533,0.6626801,0.08920747,-0.38022113,-0.73369664
884995b351fffff,2024,1.0213046,3.1605752,-0.81930715,-0.4227393,1.8072238,-0.50636744,-1.2426001,-0.789286,3.3056085,0.21104078,0.51877505,0.55624264,-0.73852015,-0.21209645,-0.5110155,3.095411
884995b355fffff,2017,3.070551,0.5021964,0.23614714,-0.79904497,0.77071023,4.0786386,2.389276,0.18547343,1.4397238,1.5200115,0.57700926,-0.31436405,-0.817445,-1.2161976,-1.3650348,-0.13398
884995b355fffff,2020,0.42684484,2.1563163,2.1322222,-0.61492974,-0.893512,-1.0741707,1.9578006,-0.7420346,1.7480699,-0.38250554,1.3732537,-2.202511,-1.1030014,-0.82472795,-1.6998959,-0.3353604
884995b355fffff,2022,-1.0415425,3.635576,-4.2204885,2.876201,2.0849051,1.0942328,-1.0266272,-0.9701607,-0.19994211,-0.6704279,1.7745335,-0.15857203,0.48452798,0.2833457,-0.7267853,-2.655652
884995b361fffff,2016,1.2426363,1.8725232,-0.5449862,-0.30552924,0.032405354,-0.81674135,0.6074729,1.2738409,-0.87854666,-1.4795448,-0.0632226,-0.5662056,0.5105142,-0.021411384,-1.3862475,-0.17010953
884995b361fffff,2017,1.5121182,1.4529065,0.93224275,-1.7443709,-0.590214,-0.30573246,1.4370909,-0.74079615,2.1966407,0.61236113,-1.0966613,-1.6454618,-0.76026976,0.15483063,0.12174027,2.5346098
884995b361fffff,2018,-0.4353873,0.43054217,0.49782655,-0.7093778,0.34772345,0.741311,-0.30084762,1.4540672,0.1471769,0.44700497,-0.11062187,0.4978128,-0.40525827,1.3531004,0.32047734,1.8724918
884995b361fffff,2019,0.52105826,-0.17943965,0.5980887,0.057230204,0.27449614,-0.7122971,1.5398703,-0.092309944,-2.043675,-1.0955988,0.8983729,2.615887,-0.70820165,0.33209035,-0.1809521,-0.4948439
884995b361fffff,2020,1.0824907,4.0428705,-1.7979622,0.44637764,-0.0492637,0.7871183,-0.20832391,-0.2425995,-0.5835989,-1.2470276,-0.5661182,-0.522054,-0.39250726,1.1719099,0.55316466,0.18742627
884995b361fffff,2021,-1.1502665,1.3653876,0.2357942,1.8589344,0.9116327,-1.1746933,1.4320023,-0.123224534,0.32584196,-0.57666206,0.41750008,-0.062723085,-0.117659025,-1.8602109,-0.71965206,-0.32875058
884995b361fffff,2022,-0.17638506,1.361781,-0.3716228,-0.5519734,0.7422631,0.6030283,-1.3395215,-0.9657164,0.72865546,-1.0742064,-2.4520724,0.6503968,0.8650403,0.10218212,0.6571221,-0.28483498
884995b361fffff,2023,0.49038914,2.5783253,-2.1973746,0.47522208,0.71718705,0.18312529,0.95760065,0.4806396,-0.36961725,-1.2355828,0.078510545,-0.8748076,0.60473907,-0.29423183,-0.05222592,0.5855654
884995b361fffff,2024,1.1342857,2.429567,-4.2615395,0.75419295,-0.4649747,1.3446573,1.8260058,-0.9195248,-0.20131153,-1.2925452,0.73547816,-1.2867985,0.17876835,-0.063078925,-0.58009684,-1.4357294
884995b363fffff,2016,0.6652634,0.9570538,1.148121,-0.042802792,1.2402914,-2.2192602,-1.6322927,-0.8079215,-1.5863298,-1.7190388,0.22616431,1.4219395,-0.45108002,-1.2964673,0.2949591,0.20058487
884995b363fffff,2017,2.0286875,-1.284738,0.09918463,-1.2260803,0.4797575,2.769034,-1.0542737,1.7357748,-0.7367621,0.9990802,1.057559,0.33005586,-0.15033273,-0.5252639,0.553298,0.8967689
884995b363fffff,2018,0.9563314,2.935795,-1.6782316,0.08591611,1.0299569,0.29561022,0.96011776,1.3686074,-1.2068958,-0.15747184,-2.0996323,-0.49277765,1.3979686,0.1930759,-0.49248412,-0.30392444
884995b363fffff,2019,-0.15920049,1.1480097,2.5985136,0.382788,-1.1156386,-0.21168886,-1.7893499,-2.1717045,-0.5758014,0.0054110507,-0.43495837,-1.570309,-1.1727682,-0.44583616,1.0905261,-0.22103074
884995b363fffff,2020,0.41185695,0.768496,0.4087303,-0.79068035,-0.68164575,-1.3800975,-0.28372815,-2.1616287,0.7335111,-0.7785365,-1.5333693,0.29279175,-0.7516061,0.7411693,0.019953486,-0.62688154
884995b363fffff,2021,0.31581375,1.7424933,0.2343214,0.8192986,1.0593221,-0.2741657,-0.5898072,-0.958547,-1.2487448,-0.34387982,-0.064478666,0.24355441,-0.023690108,-0.52671427,0.0337092,-0.7453653
884995b363fffff,2023,-0.5857903,1.2490734,0.0031170936,2.8507953,0.34938544,-0.13960476,0.85793275,-0.6432255,-0.52565914,-1.2724419,1.0793676,0.89736927,0.5375715,-1.0868313,-2.1762092,-0.7862975
884995b365fffff,2020,2.5111775,3.2888327,1.9793437,1.3844452,2.065531,-2.5157287,-0.010503778,-1.6849408,1.3224853,-2.165083,-0.8135267,1.7180171,-3.021543,-0.078578115,2.5715873,-0.2748486
884995b365fffff,2021,0.80104566,1.6068317,0.4115377,1.2204115,2.5764954,-1.0487324,0.89574605,3.0196881,-1.205351,-3.0357401,-2.2716033,1.8517576,0.7530346,-1.7763901,0.57343173,-0.6390163
884995b365fffff,2023,2.6095405,1.6171782,1.6162622,3.0031111,-0.029060835,0.32660753,-0.07982243,-0.43671408,-0.78464407,-1.9838772,-3.8527555,4.725926,-3.3680482,-1.7014824,4.9868927,-4.304293
884995b367fffff,2016,2.7618825,1.2695359,0.47980714,-0.019989165,-0.8516353,0.3587806,-0.75009876,2.873943,1.1363932,-1.3414003,-0.60211647,-0.20172958,-0.36599883,-0.026048345,-1.0588413,1.3338177
884995b367fffff,2017,2.5840178,1.958994,1.964266,-1.4452457,-1.3146175,-1.1433424,0.8320241,-1.9468424,-1.0710757,-1.2746545,0.65015364,-1.8170142,-2.024264,-0.8354151,1.5398767,-0.82629955
884995b367fffff,2018,1.0587604,1.5704685,-1.1289257,-0.074972905,-0.6885607,2.1758847,-0.21929084,-1.714217,1.0136082,0.357198,0.648394,0.7707013,-0.42709434,-1.4969227,-0.43043265,1.5580498
884995b367fffff,2019,2.8142889,2.9400513,-0.062408462,1.4841917,-0.5366204,-1.9237517,-0.66148937,-0.71646714,-0.8355034,2.7749052,-1.654584,-1.785037,-1.2665654,3.2831151,2.9285972,0.15134029
884995b367fffff,2020,1.3963075,0.3471485,1.4441994,1.0890732,3.588486,-0.22872075,0.9972154,-2.555238,-0.033900343,2.30576,0.71527886,1.1167185,-1.5439227,1.0373437,1.4176449,0.9234188
884995b367fffff,2021,-0.95596427,3.9589257,0.8228612,2.858972,-0.09600568,-1.5476347,2.4877443,-1.0927773,-1.8915714,0.50702006,2.4394119,0.121666856,2.8727772,-1.1507438,-0.3058809,0.080151424
884995b367fffff,2023,0.33225426,0.85579354,1.7834938,1.2126375,-2.1052976,-1.6159407,0.1027355,-0.8037893,0.55119187,-0.4436542,-0.761788,0.10011075,2.102141,-1.2568723,-0.60798746,0.7899082
884995b367fffff,2024,-1.5211818,3.030751,-0.90524095,0.21517749,2.7067418,1.1571536,-0.4438307,-0.3532698,3.7872653,-0.028073242,1.3522437,0.6534899,1.1343317,1.1172106,0.31534275,-0.46895927
884995b369fffff,2016,2.202381,-0.519421,1.8266798,1.1145049,-0.19843051,0.59204507,-1.5216653,-0.48956653,-1.0473682,-0.58843285,1.7146268,-1.6570038,-0.8195177,-0.6524506,-1.3598831,-0.9338682
884995b369fffff,2017,3.4700496,2.8611236,-0.27990082,1.0385216,0.12625518,-0.86530674,-0.57936823,3.1349878,0.07207783,-3.4118013,-1.8043671,2.9712048,-2.3359663,0.08158019,3.5666795,-1.7255847
884995b369fffff,2018,1.2010231,0.3784944,-0.36430785,-0.6553552,0.4632885,-0.3797408,-1.2008682,-1.1827729,0.15440196,-1.3772181,0.7330831,0.8704096,-1.4104674,0.71186197,-0.2826323,0.16986811
884995b369fffff,2019,1.8633885,-0.8244117,-0.66917324,0.45220703,-0.99253875,-0.58708304,-1.6185415,-0.05276381,-0.6952759,-0.9575634,-1.4664035,-0.26985127,-0.30464566,0.13927478,0.053911265,0.20727715
884995b369fffff,2020,0.062732875,1.0360396,1.4958663,2.2227206,-0.2542038,1.1564325,1.292829,0.4392974,0.4451285,-1.5071295,0.15407084,-0.047775403,-0.49869978,-0.40762088,-1.5083803,1.066298
884995b369fffff,2021,2.358642,-0.14788747,-1.2346082,0.54412127,0.10520126,2.0906053,-1.0799543,-0.21876149,-0.8032226,-0.5735451,-0.8239523,0.7337638,0.34991643,0.2963278,0.6781182,0.14586323
884995b369fffff,2022,0.61908025,1.2688245,0.6354301,1.216506,0.34500307,-2.31394,1.1392374,-0.32150972,-1.0741897,-1.2025301,-1.6873162,2.7475245,-0.585529,-0.3725441,3.1958008,-1.289143
884995b369fffff,2023,0.5292963,2.4543943,-0.58366746,1.1383274,0.08656433,0.74502915,0.0043439725,-0.31552637,0.81183016,-1.2276685,-0.22252375,0.055687927,0.378054,0.5214348,-1.1364588,0.2178306
884995b369fffff,2024,1.647372,1.3845009,-0.30239105,0.1573998,-0.897786,0.6884576,-1.4225641,-0.07416941,-0.66729546,-1.8478082,-0.07152046,0.8543886,-0.46690553,-0.7383091,-0.6787018,-0.056225445
884995b36bfffff,2016,1.9026635,1.8762829,-1.6409519,2.7004824,0.2631908,-0.29730004,0.5938043,1.2896788,0.115395516,-0.5706361,-1.6506302,-0.12021881,0.27352738,3.3939993,-1.3047074,-0.5730783
884995b36bfffff,2017,1.7459351,0.077070154,2.523583,-1.1432232,-0.0823506,2.2658434,-0.5462494,-1.2496238,-0.06784481,-1.7559901,2.281282,-1.1669134,-1.1378576,-1.0037661,-1.6771561,-1.2639415
884995b36bfffff,2018,2.6845522,3.6992767,-2.3230312,2.282414,-0.22406536,0.30924213,0.29197884,1.6221802,0.31000483,-0.44896588,0.5879531,0.13213673,-1.2074298,1.1404041,0.51416713,-1.0771123
884995b36bfffff,2019,1.3786938,1.0484254,1.1443995,3.5166774,-0.981864,-0.313597,-1.086458,0.2551995,0.2965641,0.9004629,-1.752847,1.8476465,-1.7334458,-0.5041023,1.4936134,0.077889346
884995b36bfffff,2020,-0.12587859,1.2933382,-0.750135,0.7284637,1.1701428,-0.324089,0.22712348,0.15860654,0.18461205,-0.35780442,-0.22392932,1.9867733,-0.6138109,0.12512605,-0.35536543,-0.35114366
884995b36bfffff,2021,-0.18650654,-0.5272395,-0.93601424,-1.482632,0.030739257,-0.28702772,0.009656912,-0.9345675,0.5270534,-0.30015862,-0.21808676,2.80516,-0.9048611,-0.64018196,-0.26965955,-1.2215075
884995b36bfffff,2022,0.7558364,0.4109421,-0.22114019,-0.26105213,-0.5381302,1.2924166,0.059615225,0.3730333,1.4398029,1.2117599,0.81600547,0.33161435,-0.7002392,-0.34923258,-0.046917967,-1.1476638
884995b36bfffff,2023,-0.14138521,3.177932,0.36371604,-1.1414553,0.7265432,-0.011637615,0.33238807,0.8382816,1.1579694,-2.070805,1.6444628,-0.8893452,-0.88281566,1.0081083,-0.717876,0.42910933
884995b36bfffff,2024,-0.8268473,1.544238,-0.66652197,-0.023665633,-0.22278397,0.9314785,-0.67726076,-1.6030372,0.34753385,0.30186644,0.2976505,0.11143425,-0.38896298,0.56820315,-0.71034443,-0.2674078
884995b36dfffff,2016,1.2747287,0.008008414,1.1805347,0.32227328,1.1101564,0.9756807,-0.6489059,1.0313742,0.51449865,1.1629537,1.6469718,-1.5791723,-1.1651697,0.21660534,0.13581009,0.62873966
884995b36dfffff,2017,1.972565,-0.4546793,0.1419868,-1.6139648,1.5964838,0.43162677,-0.87775224,0.7006444,-0.6198107,-0.3262701,-0.42530298,1.1931889,-0.17834252,0.9443834,1.8340561,-0.09019636
884995b36dfffff,2018,-0.78831315,-0.060872518,0.4560301,-0.04083452,-0.48047012,-0.21229428,-0.44661224,-0.079381905,-0.834919,0.31199762,-0.41946363,0.87523943,0.025239654,0.8282392,-0.5672031,0.7475332
884995b36dfffff,2019,0.53610617,-0.18635201,-0.23345485,-0.09562139,-1.5604371,-0.47787032,1.0223649,0.12972106,-1.3783288,-0.4859536,-0.19693252,0.79862666,0.2674229,0.07230696,-1.0525626,0.91327465
884995b36dfffff,2020,0.8151196,0.10375773,-0.6613079,-0.81086665,1.2341722,-0.3794692,1.642488,-0.26181173,0.93956965,1.3246856,-1.086647,0.32681406,-1.1202009,1.4183849,0.9737022,-0.62211937
884995b36dfffff,2021,0.0603556,2.9824674,-0.087718405,-1.0150304,0.004440806,-2.2381778,1.5513809,-1.0990306,-1.4766476,-0.9897784,0.48691416,0.24370433,-0.6978612,0.70103896,0.8269137,-0.5990208
884995b36dfffff,2022,1.0651873,0.4987978,-0.1579702,-0.2199706,0.4376951,0.56082547,0.39326614,-1.1136522,-0.24895155,0.24107443,0.99723333,-0.07815962,-0.36029032,0.76371545,-0.27051467,0.96333534
884995b36dfffff,2023,1.3209035,1.5422022,-1.6460786,2.0483673,1.4358335,-0.27847013,0.7961715,0.30424744,-0.5627574,-0.35024622,4.521519,0.98563904,-0.83681107,1.7614322,0.90278417,-0.5007635
884995b36dfffff,2024,-0.96862465,1.9171418,0.138047,0.08391718,0.28475308,-0.6823266,0.23416364,1.2658807,-1.8393016,-0.12757385,-1.8802751,-0.3297565,1.7899091,0.09897216,-0.8903341,-1.5767502
884995b801fffff,2016,-0.6316573,0.142377,0.23244628,-0.15794496,0.08919858,0.30302328,0.20605157,0.3435178,-0.2287305,-1.4854877,-0.61732113,-0.5435682,-0.48636714,0.7593627,0.114021204,-0.50744694
884995b801fffff,2017,-1.0507995,0.3341852,-0.92608285,-0.11472,-0.8565096,0.7111836,0.2533708,1.4725106,-0.30123073,-0.4501891,-0.4672266,-0.27632347,-0.33176348,-1.1873708,0.058895808,-0.1873586
884995b801fffff,2018,-3.4221349,-0.59848326,0.068409085,0.3448576,-0.6536146,-0.5549351,-0.24303569,0.6716367,-0.90811944,0.14081559,-0.6641653,-0.12366474,-0.16583674,-0.9685488,-0.23837265,-0.23509352
884995b801fffff,2019,-1.6671976,-0.91047245,-0.9953347,-1.3348658,-0.28330708,-0.08964396,0.44908336,0.15470785,-0.36517125,0.18554658,0.4573062,0.45412046,-1.1716514,-0.38150305,0.4073707,-0.02570673
884995b801fffff,2020,-1.8528259,1.1676971,-0.6950783,0.90167296,0.732881,-0.92469686,-0.09398105,-0.5826283,-1.592567,-1.1753495,-0.5476865,-0.1340807,0.43506163,0.6236664,-0.24035552,0.7673366
884995b801fffff,2021,-0.89456195,-0.5111468,-0.01038961,-0.74757415,-0.33970436,-0.79174715,-1.5880487,-0.19593272,0.21474889,-0.9810734,1.0037034,-0.41684592,-0.84246534,-0.92883545,-0.94303524,0.25529337
884995b801fffff,2022,-1.1591687,0.8391535,-1.0418589,1.0730803,-0.5500586,1.124099,-1.7743989,-0.4217938,-0.6344739,0.63101625,-0.24772468,-0.49641627,-0.78928816,-0.25869066,-0.06929705,0.24656893
884995b801fffff,2023,-1.1491748,-0.022837982,-0.13050684,0.59909546,-0.026221028,-0.5012213,1.4884857,-0.5338399,1.0542846,1.4146779,-1.6870457,-1.1135902,0.083105676,-0.2711739,-0.5857763,-0.048588086
884995b801fffff,2024,-3.010775,1.1596051,-0.41713628,-1.25477,0.79797524,-0.03863784,-0.51098114,-0.8493573,-0.3507395,1.0660901,-0.30291337,-1.428895,-0.12692916,-1.1957244,0.7158902,0.41430464
884995b803fffff,2016,1.23555,-1.2822123,0.17726143,0.20148389,-2.4136617,1.6385272,-0.5200086,1.247017,0.91204053,1.5358679,0.26364988,-0.86958027,-1.2768579,1.1786015,0.4633652,0.6514169
884995b803fffff,2017,-0.22816314,-1.5851505,0.37009856,1.7390052,-1.2944785,1.9382327,-0.43581977,-0.55791396,-0.50421864,0.5918188,-0.984495,-0.13197339,0.07228138,-0.878513,-0.5130332,-0.33230093
884995b803fffff,2018,-2.0676072,0.10030053,0.32730353,-0.9018373,-0.8865256,-0.452209,0.2600574,0.48524114,0.5235628,0.14812768,-0.06810344,-1.2476007,-0.6980645,0.08947082,0.008082206,-0.59490997
884995b803fffff,2019,0.15626636,-0.10339841,0.07684404,-0.76510096,-1.1254907,-0.3256377,-0.5704861,1.431938,-0.025379572,0.41397706,-0.5609529,-0.62948745,0.023243846,-0.6206902,-1.3440925,-0.96536475
884995b803fffff,2020,-0.50619036,0.5280246,1.6809433,-0.88798505,-0.6184855,0.12812854,0.6584553,0.566402,0.6006961,-0.40643018,-1.5489408,0.53713673,-0.9999416,-1.0432866,0.83685887,-0.08850105
884995b803fffff,2021,-0.65773803,-0.46980882,1.2516093,-1.0258818,-0.65828764,0.4999712,-2.0906713,-0.7018022,-0.23088248,0.12861723,0.3820322,-0.5184155,0.29237226,-1.0061165,0.0049951384,-0.10777386
884995b803fffff,2022,0.5017412,1.5603904,-0.447863,-0.35482258,-0.5102492,0.56821895,0.7389507,0.3479678,1.789735,0.71402156,1.445208,-1.8380015,-0.5316766,0.048995174,0.5001209,0.5324681
884995b803fffff,2023,-2.6981332,0.26940626,1.3273678,0.12349497,0.7237083,-0.38845465,-0.95293576,-0.79810137,0.2332281,-0.05940221,1.0976771,-0.3764319,0.569153,-1.4540007,-0.5004339,-0.80022246
884995b803fffff,2024,1.0468696,0.18327764,-1.3283454,1.1521873,-0.8025191,-2.0293276,-1.708724,0.09679019,0.69986016,2.2420442,-1.7356427,0.26449975,0.32667282,0.081296094,-1.6291735,-0.3083391
