h3_8,año_hecho,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8
8849958e9dfffff,2020,-0.5826408,-1.4820995,0.933192,0.8966319,-0.6707949,0.088746086,2.061383,-1.0299459
8849958e9dfffff,2021,0.7350613,-1.3609555,-0.36701941,0.63920945,0.12767678,-0.19227767,0.019125255,-0.555207
8849958e9dfffff,2022,0.33744797,0.5604824,-0.70016456,0.06576303,1.9696851,0.03883984,-1.8192923,0.10134416
8849958e9dfffff,2023,-0.07959391,-0.6927475,-0.9196325,1.1799341,0.2982737,-0.015930885,-0.57176745,-1.3140808
8849958e9dfffff,2024,0.71897393,-0.020916743,-0.34666842,1.6796067,-0.98854584,-0.23776048,-0.84468204,-0.5105699
8849958ea1fffff,2016,-0.069798,1.444747,1.9721162,0.08844547,-0.20861752,-0.8207249,1.3906581,0.54740894
8849958ea1fffff,2017,0.9571799,2.9395113,0.8443474,-1.4845538,-0.49549273,0.39066616,-1.4080014,-0.34487244
8849958ea1fffff,2018,0.2601607,-0.25618514,0.6798009,-0.5713139,0.8623117,0.32984945,-0.5973719,1.7259986
8849958ea1fffff,2019,1.1283382,-0.38029763,2.5452287,-0.32067794,-0.27075422,0.46294233,0.55434644,0.44253457
8849958ea1fffff,2020,0.33143646,-0.27808648,0.1310005,-1.2753549,0.32153687,2.1205046,0.8924904,1.4945465
8849958ea1fffff,2021,-0.8681276,2.5627925,0.9918088,0.1717283,0.4872895,0.348443,2.2769825,0.580052
8849958ea1fffff,2022,-0.22183183,0.8864067,-0.82702744,0.22376013,-0.49865106,1.0337632,0.42072985,-0.5362252
8849958ea1fffff,2023,0.454257,0.8504954,1.7795669,-0.23296513,2.959768,-2.4493513,2.1660585,-1.3753326
8849958ea1fffff,2024,0.9777977,1.0327615,1.6338842,0.051786467,-0.12798788,0.38366768,1.8135095,-0.8589335
8849958ea3fffff,2016,-0.063736886,0.6948616,-0.117579155,-0.19381447,-0.44134712,0.61913514,0.964747,-0.022478113
8849958ea3fffff,2017,-0.17709997,0.031862568,0.113534875,-1.1042145,-0.76824886,0.1754624,-1.0917404,0.68769103
8849958ea3fffff,2018,-0.27118048,0.8717923,2.312823,-0.8017061,1.0077465,0.04315239,-0.52124166,2.15642
8849958ea3fffff,2019,0.07272251,1.1994245,1.8124106,-0.096296825,0.65541077,0.18417737,0.29677272,0.21501377
8849958ea3fffff,2020,1.4915265,0.089559905,2.0336235,-0.92733806,-0.337108,0.6616304,1.2957128,-0.107698016
8849958ea3fffff,2021,0.5265787,0.44149753,1.6143062,-0.4834103,-0.10681654,-0.08615796,0.2608909,-0.18184032
8849958ea3fffff,2022,0.34521186,1.1843048,2.7984817,0.9179474,-1.5183588,0.6477105,1.1884475,-0.6746394
8849958ea3fffff,2023,1.4322178,1.2646388,0.61353767,0.18721166,0.51017946,-0.5906307,-0.17665647,-0.6529787
8849958ea3fffff,2024,1.2973228,1.3354863,0.88123274,-0.68899953,-0.2728088,0.11569138,0.35923564,-1.3356785
8849958ea5fffff,2016,-0.36201528,0.16072002,0.07211513,-0.05629283,-1.0506202,0.79027903,1.392952,-0.044686105
8849958ea5fffff,2017,-1.65808,0.09742035,0.933952,0.6623352,-0.8091409,-1.2401005,1.323768,0.22462142
8849958ea5fffff,2018,0.18096395,-0.49509245,-0.013498211,-0.5141734,1.4210203,-0.02251448,0.7003229,-0.15723507
8849958ea5fffff,2019,0.11646335,-0.65262574,1.6543319,-0.2616587,-0.30123794,0.32057023,1.201522,0.3915127
8849958ea5fffff,2020,0.043006208,0.1093538,0.40596914,0.08797173,-1.1763809,1.1137964,1.1805645,0.22070839
8849958ea5fffff,2021,0.092194766,-0.09300222,0.45377892,-0.29106936,0.33195528,0.37204024,2.238285,-1.0458599
8849958ea5fffff,2022,0.75732386,0.00050173164,1.7982078,-0.2609188,0.10446961,-1.2109574,1.1393521,-1.0332332
8849958ea5fffff,2023,0.65582937,-1.2267145,0.648777,-1.6934922,1.4824902,0.442479,0.52664727,0.5359096
8849958ea5fffff,2024,0.2735482,0.5593334,0.6640123,0.07400556,0.61142343,-0.17750977,-0.23786898,0.25037926
8849958ea7fffff,2016,0.21098807,0.18395263,0.6691972,0.5195308,-0.6724584,0.41208744,-1.6390617,2.7474737
8849958ea7fffff,2017,-0.24920458,0.14170295,0.1878894,0.5320237,-0.7132507,0.5601497,-1.4427725,1.0279412
8849958ea7fffff,2018,1.0737553,-0.3771991,0.90043753,-0.3362937,0.58325124,0.5694478,0.4905994,1.2459056
8849958ea7fffff,2019,0.6843062,0.64155084,1.7108638,1.2200356,-1.6751182,1.0027583,2.4523776,-0.7329026
8849958ea7fffff,2020,0.6836122,0.44434837,1.5379376,0.06643952,-0.27652943,-0.058020048,1.2036277,-0.6922683
8849958ea7fffff,2021,0.6787429,0.15521987,1.2630552,-1.1290652,0.511944,-1.7816671,-1.602313,1.0690203
8849958ea7fffff,2022,1.7479247,0.12614982,0.40280166,-1.0405673,0.25753862,-0.6165641,-3.254024,1.7312777
8849958ea7fffff,2023,0.8108866,-0.61016095,-0.20714003,-0.70109606,2.6250124,-1.0306902,0.11640381,-0.028620029
8849958ea7fffff,2024,0.6824667,1.0061843,-0.9325649,-0.39461264,1.2430809,0.74256444,-0.21377549,-1.0681962
8849958ea9fffff,2016,-0.3250837,1.8577024,0.88242525,0.30502686,0.40767208,0.9829104,0.048168954,0.7863341
8849958ea9fffff,2017,-1.656785,0.9853158,0.3998288,0.6040519,-0.30584553,0.4353576,0.41641656,0.45288363
8849958ea9fffff,2018,-0.3835073,-0.35054648,0.7861016,0.4397643,0.1128139,0.20541167,-0.4437025,0.7894137
8849958ea9fffff,2019,0.5571939,0.122076906,0.88702774,0.12904967,-0.34209242,1.2800143,0.36314055,0.5938594
8849958ea9fffff,2020,1.1933532,-0.32365662,-0.46179384,-0.65909564,-0.6123572,0.35787684,0.14671826,-0.8229295
8849958ea9fffff,2021,0.49209595,0.36298752,1.7549957,-0.10938854,-0.68495965,-0.86802465,0.10976288,-0.30142477
8849958ea9fffff,2022,-0.12580837,-1.143688,0.33662304,-1.1880158,0.4313716,1.3343947,0.9596884,0.924482
8849958ea9fffff,2023,1.4052861,0.2675094,0.7090709,-0.42919353,-0.38449204,0.24196078,0.05201743,-0.42181128
8849958ea9fffff,2024,0.6118843,1.4271653,1.491731,-2.0083554,0.547219,0.5675555,-0.22562855,2.4524474
8849958eabfffff,2016,0.032471497,-0.071993165,-0.64847463,0.13172631,0.68356127,0.49367622,-1.2962586,0.9871578
8849958eabfffff,2017,-1.1068664,-0.32812223,0.7906775,0.5098924,-0.7014829,-0.5388899,-0.7461805,1.4305221
8849958eabfffff,2018,0.26592043,-0.69213754,-0.37857717,-0.4149711,1.178651,0.54414636,-1.2806361,1.5154936
8849958eabfffff,2019,0.94280523,-0.16333918,1.3029093,0.1727098,0.21522535,0.35932717,0.47822824,0.18398616
8849958eabfffff,2020,-0.052726332,0.36857754,-0.08724144,0.1798831,0.23120753,0.35602155,-0.1095,0.25688007
8849958eabfffff,2021,0.35293183,-0.11014652,1.7924411,-0.44448027,-0.7825625,0.8789634,1.9686102,0.23237462
8849958eabfffff,2022,0.10131383,-0.8542704,0.27578798,-0.42691028,1.0803511,-0.34382465,-0.9189871,1.8976854
8849958eabfffff,2023,0.72388107,0.65345514,0.835703,-2.2783496,0.6829433,-0.9593378,0.16703771,-0.44175088
8849958eabfffff,2024,0.36855012,0.4556634,0.093518436,-0.18892492,0.49967423,0.9139702,-1.2170146,1.4475816
8849958eadfffff,2017,-1.130977,0.76884586,-0.8681722,-0.22659148,-1.1931655,1.0266094,-0.9427376,0.764637
8849958eadfffff,2018,0.31553444,0.98125684,0.64771515,0.92426604,-0.27296603,0.06822187,-0.49824187,0.75907975
8849958eadfffff,2019,-0.70382535,-1.4510623,-0.1351368,-1.0102907,0.26952824,0.83951664,1.7653911,-0.035821542
8849958eadfffff,2020,1.5856743,-1.6829269,-1.7803195,-0.17380641,-1.2096682,-0.2966321,-0.41659784,-0.7542404
8849958eadfffff,2021,1.0860314,-1.258156,-1.3538753,0.7866359,-0.55310184,-0.21872324,0.2808403,-0.574751
8849958eadfffff,2022,1.1308756,3.687872,1.0185579,-0.0049140747,0.3673484,1.2563608,0.51439494,-1.8864639
8849958eadfffff,2024,0.13283928,2.1070375,-1.511014,0.5196886,0.6980361,0.6183932,-0.9510949,0.969202
8849958eb1fffff,2016,-1.6449023,0.66990775,-1.3043945,-0.14509068,0.53197426,-0.07336793,0.47495407,-1.0449244
8849958eb1fffff,2017,-2.2155619,0.6064718,0.48581725,0.33055633,-0.6881534,-0.69026554,-0.4168472,0.43246433
8849958eb1fffff,2018,-0.44658595,0.5278633,-0.32938835,0.3779708,-0.038627584,-0.4370576,-0.16041648,-0.457435
8849958eb1fffff,2019,-0.286949,-0.49049547,0.42861435,0.101790845,0.5293983,-0.4686383,0.6371709,0.78614664
8849958eb1fffff,2020,-1.0380001,-0.43392596,0.67527825,0.2830949,-0.3020112,-0.42402956,0.12803753,1.8991389
8849958eb1fffff,2021,1.4416125,0.17794557,-0.43010834,-1.0514194,0.73515874,0.52641857,0.34599394,-1.0034547
8849958eb1fffff,2022,-0.17636655,-0.81388766,0.75971967,-1.1361184,-1.2000247,0.47392204,-1.6835092,1.8501813
8849958eb1fffff,2023,-0.2748017,0.3131809,-0.28760102,-0.2869659,-0.09973793,-0.96864945,-0.7419336,1.3031023
8849958eb1fffff,2024,1.7794682,2.2323558,-0.3974703,0.3742563,0.23806763,0.5669396,-0.1294281,-1.6622121
8849958eb3fffff,2016,-0.9262773,0.5434398,-1.6796668,0.90989536,-0.85263485,-0.034278195,0.29485604,-0.86054164
8849958eb3fffff,2017,-0.5546368,-0.14202929,-0.6696379,0.107388325,-0.0036345706,0.6734508,-0.07825835,-0.8859225
8849958eb3fffff,2018,-0.2237827,-0.020722676,-0.14314297,0.30598685,-0.16371398,-0.15105198,0.16181983,-0.048853986
8849958eb3fffff,2019,-0.9973073,0.3189699,-0.73098534,-1.0458962,-0.005715293,-0.1892638,-0.06458447,-0.668836
8849958eb3fffff,2020,-0.19065097,-0.42481986,-1.391421,-0.598516,0.9930951,-0.22363214,0.9047414,-1.4333558
8849958eb3fffff,2021,-0.72365534,0.21595007,-0.3950901,0.015694771,-0.5737912,-0.32718658,0.08719432,-0.8144293
8849958eb3fffff,2022,-0.2629559,-1.1739469,0.2893233,-0.123404525,-0.39143944,0.24117436,1.0918177,0.2491263
8849958eb3fffff,2023,-0.16946818,0.6674192,-0.47957203,0.6327376,-0.33017638,-0.69430876,-0.07494182,0.688196
8849958eb3fffff,2024,-0.42844638,0.23660593,0.2148133,0.90762025,-0.9639696,0.51156646,-0.88934064,0.99421996
8849958eb5fffff,2016,-1.2309344,-0.44272608,0.22126113,0.032672986,0.79144764,-0.20912136,0.14696096,0.43147603
8849958eb5fffff,2017,-0.3125611,-0.39148882,-0.5608603,-0.43553814,0.78600854,-0.30369014,-0.31256935,0.82715285
8849958eb5fffff,2018,0.23980963,-0.5813906,1.7429543,0.33894676,-0.19657297,0.14941847,-1.0171984,1.3088882
8849958eb5fffff,2019,0.311692,-0.27553433,0.4987273,-0.36210585,1.0396392,0.37475064,-0.94296,0.79076976
8849958eb5fffff,2020,0.38182068,0.9893556,0.26171237,0.21350865,0.25733894,0.4569439,-0.38355073,1.5647346
8849958eb5fffff,2021,1.017634,-0.009377184,0.3558366,-0.047616918,0.18039963,-0.08981113,-0.8082314,0.41055962
8849958eb5fffff,2022,0.12131778,-0.4458192,-0.7559471,-0.64573246,1.6910934,0.15466219,-0.923115,1.0869793
8849958eb5fffff,2023,-0.6592576,0.17064412,-0.028305823,1.3736541,-1.1293191,0.9923687,-2.0021665,0.67223924
8849958eb5fffff,2024,0.4067822,0.3280709,0.1988231,-0.32919294,-0.39612857,1.6728649,-0.589316,1.2480278
8849958eb7fffff,2016,-0.6514754,-0.5178227,-1.6904018,-0.44644412,0.6660885,0.4370699,-1.7869021,1.402004
8849958eb7fffff,2017,-0.12384346,-2.0815961,-2.470043,-0.034307506,0.6019489,-0.21778396,-2.329118,0.61782634
8849958eb7fffff,2018,-0.28150114,-1.0601231,-1.06432,-0.08414487,0.29643548,1.2624273,-0.60923225,0.48556077
8849958eb7fffff,2019,-0.50812566,-1.2085844,-0.018105404,0.25123006,0.13436277,0.31182703,-1.5837708,1.2816955
8849958eb7fffff,2020,0.3025611,-0.7380854,-0.09475211,0.7838867,-0.9513124,-0.34452936,1.1629047,-0.98236716
8849958eb7fffff,2021,0.8718939,-1.675934,-0.26182386,0.21034825,0.25736004,-0.10231122,-0.3909129,0.4683583
8849958eb7fffff,2022,0.5736822,-1.3646542,-0.41106418,-0.19294475,0.50826687,0.23761962,-1.1849786,1.3080916
8849958eb7fffff,2023,0.0028001561,-0.96488297,-1.0560685,-0.10200487,0.02107809,0.51530075,-2.6192343,1.0998966
8849958eb7fffff,2024,0.19473864,-0.1230835,-1.0813222,-0.5175883,-0.5743518,0.7840916,-0.28983548,-0.9621534
8849958eb9fffff,2016,-0.6499275,0.66105884,-0.02358132,-2.3649175,-1.2003577,-1.8429929,-0.69992125,-0.60532993
8849958eb9fffff,2017,-0.41235045,0.7395322,-1.1078236,0.17794703,-0.8477079,-0.1163684,-0.3664328,0.06332326
8849958eb9fffff,2018,-0.41500226,0.54005635,-0.009690362,0.695315,0.054872394,0.4964619,-0.12018116,0.20151296
8849958eb9fffff,2019,-0.8397867,-0.2017197,0.6574185,-0.14746284,-1.1819552,-0.0561504,0.716817,0.23309602
8849958eb9fffff,2020,0.27317423,-0.5473472,-0.12646647,0.5381745,0.0666731,0.18382253,1.2198179,-1.3098155
8849958eb9fffff,2021,0.10949219,-0.3618844,-0.81827784,0.3552043,0.45206708,0.30068216,1.0962837,-1.6987411
8849958eb9fffff,2022,2.231409,1.5717863,3.2057157,0.6368771,-0.21171294,-0.060525987,0.77143717,-1.278287
8849958eb9fffff,2023,0.4600069,-0.33653668,-1.0967354,-1.0280777,0.81309503,1.5634645,1.4582374,1.0676723
8849958eb9fffff,2024,-0.4529035,0.3342181,-1.8470329,0.31780064,0.55719864,0.046971764,-0.057427395,0.6177711
8849958ebbfffff,2016,-1.0985614,-0.48258725,-1.3745086,-0.46627608,-0.87988436,0.30657157,0.6068243,-0.6723279
8849958ebbfffff,2017,-0.25094151,-1.0249337,-1.0257016,0.72370327,-0.9601631,-0.41174152,-0.17541063,-1.2919726
8849958ebbfffff,2018,-0.52608174,-1.4681939,0.014496355,-0.2638515,-0.39978066,-0.27303073,-0.00581046,0.072343834
8849958ebbfffff,2019,0.44892,-0.4690692,-0.09667092,0.119830415,-0.28796872,0.0015868727,0.21127015,-1.1184931
8849958ebbfffff,2020,0.7477015,-2.1137834,-0.36652586,0.3676033,-1.0482231,-0.0081565585,0.79151636,-1.5373094
8849958ebbfffff,2021,0.46223798,-1.4763637,-0.12959458,-0.45475543,-0.7792312,0.49743664,0.3640815,-0.44737118
8849958ebbfffff,2022,-0.5131914,-1.9970977,-0.8195502,-0.9012969,0.69187474,0.23331618,0.0616823,0.21930748
8849958ebbfffff,2023,-0.80117,-0.06971961,-1.2143791,-0.8286488,-0.7106622,-1.3481944,-1.0366353,-0.8546122
8849958ebbfffff,2024,-0.36274225,0.7719844,0.23824306,0.13288246,-0.5818614,0.25444108,0.5351704,-0.6598578
8849958ebdfffff,2018,2.471811,0.44238964,0.18187512,0.066600084,0.17212258,1.5559812,0.45884755,-0.6063743
8849958ebdfffff,2019,0.35712287,-0.20229912,-1.7690922,-1.5940502,1.8461894,1.5167066,-0.3178143,2.1376452
8849958ebdfffff,2020,0.06343732,0.659554,0.1957713,-0.07149114,-0.35285184,-0.27126426,0.03728256,-1.5120444
8849958ec1fffff,2016,-0.25456187,1.1900607,-0.68244773,-0.11624417,0.089139745,-0.08298166,-0.020501643,0.19358797
8849958ec1fffff,2017,-0.30890542,0.1931641,-0.42591828,-0.50262904,-0.4161797,-1.3787538,-0.41939443,0.40281028
8849958ec1fffff,2018,-0.3447872,1.1349945,0.44881296,0.48375484,0.43974915,0.6797848,0.23865868,0.0076112426
8849958ec1fffff,2019,0.43693358,0.40724835,-0.19368576,-0.57808864,0.19782111,0.44501373,-0.49807474,0.22565138
8849958ec1fffff,2020,0.014818037,-0.1223649,0.016528185,0.20503056,0.16462459,0.20769578,1.1961424,-0.7698693
8849958ec1fffff,2021,0.6650109,-1.8320508,-0.8192748,-0.5869333,0.2654531,-0.48766363,-1.374389,0.04900506
8849958ec1fffff,2022,-0.34454462,-1.2796345,-0.6748062,-0.6475086,0.50012606,-0.3261328,-2.0607643,1.6668118
8849958ec1fffff,2023,0.31230745,-0.8516964,-1.7683614,-1.0696603,0.81026137,1.4478815,-1.7448615,0.00083296077
8849958ec1fffff,2024,-1.0602012,-0.78682154,-1.0341573,-1.7321472,-0.092402525,0.4811902,-1.091285,2.6512067
8849958ec3fffff,2016,0.097104676,0.27282426,-0.5530402,-1.1698143,-0.17709483,0.4352668,1.131128,0.4136747
8849958ec3fffff,2017,-1.1663007,-0.1759829,-1.2936919,-0.5675396,0.862121,0.085397676,1.2167166,-0.40353367
8849958ec3fffff,2018,0.9404295,-0.39407903,-0.49272987,0.020136178,0.9206713,-0.18339898,-0.27568534,-0.47244403
8849958ec3fffff,2019,1.0647839,-0.49067596,0.76707,-0.77969354,0.1946891,0.01260628,0.0034649465,-0.15489715
8849958ec3fffff,2020,0.24685004,-0.15317127,0.20275389,-0.41695112,-0.27811563,0.054346025,-0.18663938,0.6175325
8849958ec3fffff,2021,0.8530909,-1.7037096,-0.77402014,0.14685512,0.30591112,-0.3033277,0.9388388,-1.6041291
8849958ec3fffff,2022,-0.34186462,-0.7779832,-1.9769112,-1.2298946,2.091125,-0.3453399,-1.9675623,0.65912735
8849958ec3fffff,2023,-0.6345129,-2.2398653,-3.7763128,0.3671863,1.341075,-0.46285486,0.517317,-2.0569925
8849958ec3fffff,2024,-1.1067408,-0.5217825,-0.09674943,-2.3267863,1.6521462,1.4724584,1.1299372,1.754319
8849958ec5fffff,2016,-0.574276,-0.102303386,-0.1362086,0.23950326,-0.18864924,0.30105057,0.2165291,-0.11848098
8849958ec5fffff,2017,-0.19121677,0.08243602,-0.35238883,-0.29884452,0.17349254,0.455327,0.092947565,0.45043185
8849958ec5fffff,2018,0.27272755,-0.030915942,0.6824283,0.007507212,0.21273394,0.12536167,0.12915526,-0.14488901
8849958ec5fffff,2019,0.42965534,-0.9200792,-0.41936198,0.105064034,0.17817086,0.25225022,-0.40145853,0.00677539
8849958ec5fffff,2020,0.83059365,-0.77245003,0.30221596,0.2583968,-0.8123501,1.2301272,0.2023351,-0.51352537
8849958ec5fffff,2021,0.56482065,-0.5514172,0.7731875,-0.12284983,0.3652262,-0.29396206,0.19041894,-0.5108815
8849958ec5fffff,2022,0.7801057,-1.6024567,-0.64423686,-0.43198907,0.06370398,-0.53304565,-1.5215756,0.76510036
8849958ec5fffff,2023,1.2064011,0.8852205,0.04758762,-0.11942913,0.3983593,0.11838958,-0.8466549,0.75233763
8849958ec5fffff,2024,1.1153475,0.6034527,0.066724755,0.25064087,1.1662521,-0.03208596,-1.2387283,-0.88978255
8849958ec7fffff,2016,-1.3658261,-0.22819029,-0.2015917,-0.6529955,-0.74642074,1.3601245,1.5722287,-0.44407022
8849958ec7fffff,2017,0.100995935,-0.20092066,0.7803634,0.016451854,-0.3290772,1.1104211,0.07414187,0.19444083
8849958ec7fffff,2018,0.16036966,-0.4780623,0.13796523,-0.34927267,0.06333853,1.4048756,0.26995447,0.7354647
8849958ec7fffff,2019,-0.0020697925,0.1403333,1.0436856,0.36681637,-0.58532536,1.0267221,1.3087116,-0.6346004
8849958ec7fffff,2020,0.2616111,0.15249252,-0.06224214,0.18815349,0.4486143,0.917337,1.9265121,-0.89777684
8849958ec7fffff,2021,1.4617684,0.87995386,1.575978,-0.9951695,-0.7460645,0.033730026,-0.5022854,-0.6250707
8849958ec7fffff,2022,0.35939953,-0.56057197,-0.8698659,-0.8065537,1.2053385,-0.04763655,-0.7703181,1.2872232
8849958ec7fffff,2023,0.07703293,-0.6396853,-0.77563107,-0.87156725,0.22998905,-0.010857342,-1.1661333,0.82674444
8849958ec7fffff,2024,-0.18309838,-0.16550574,-1.0544943,0.16094135,1.0101079,-0.93968403,-0.75813687,-0.32881537
8849958ec9fffff,2016,0.22900127,-0.39387804,-0.3746082,-1.2058783,0.24307653,-0.5463046,-1.921794,0.75789046
8849958ec9fffff,2017,-0.015812652,1.0144325,0.36426187,0.12820989,0.54167956,0.91657794,-0.83887804,0.387476
8849958ec9fffff,2018,-0.32679138,-0.052920137,0.041770462,0.645114,0.47712824,0.7893012,-0.34908503,0.07068384
8849958ec9fffff,2019,0.19817074,-0.3369222,-1.1211114,0.05020104,1.0675541,0.62203413,-1.5267984,0.2479727
8849958ec9fffff,2020,0.044177726,0.043994576,0.28462675,-0.46837866,0.39155155,1.1611935,-0.2937059,0.04196998
8849958ec9fffff,2021,0.3013521,-0.17012988,0.16689296,-0.43520474,0.79510516,0.13770156,-0.93431264,0.8202416
8849958ec9fffff,2022,0.58642304,-0.70337,-0.99556637,-0.4864024,1.0119268,0.25014898,-3.7049387,3.215427
8849958ec9fffff,2023,-0.71537095,-0.7097577,-2.0065804,-0.96195894,2.4641643,-0.4935921,-2.9217658,1.5411237
8849958ec9fffff,2024,-0.49576777,0.12032405,-0.8713505,-0.471596,1.367077,0.15569058,-1.4877845,2.0649328
8849958ecbfffff,2016,-0.057668254,0.47993943,0.72282434,0.96644485,-0.4031088,-0.70018184,1.0341183,-0.26938394
8849958ecbfffff,2017,-0.42135164,0.5555196,-1.074417,0.23792368,1.207317,0.48138076,0.9134836,-0.7257388
8849958ecbfffff,2018,0.60858506,1.1116345,0.18957585,0.5433546,0.070768945,0.7896449,0.69743526,0.080902085
8849958ecbfffff,2019,-0.35468552,1.2475024,1.2089205,0.017338425,-1.1454573,-0.24722397,0.26927906,-0.121016555
8849958ecbfffff,2020,-0.23720215,1.9055679,1.9129119,-0.07388608,0.73084146,0.11932807,0.04250877,0.38187528
8849958ecbfffff,2021,0.5112989,2.310942,2.4145303,0.5381979,1.3524516,-1.1039915,0.50567347,-0.6859599
8849958ecbfffff,2022,0.90928715,-0.08891327,1.2900236,-1.3898859,0.18748045,-1.6599579,0.19006723,-0.61385494
8849958ecbfffff,2023,-0.4429342,0.5087458,0.7021749,0.39647642,1.190499,-0.8965642,-0.8163878,1.0871446
8849958ecbfffff,2024,-0.024333468,0.83281624,0.5487937,1.0149331,-0.8543706,0.09886476,-0.15623958,1.7481952
8849958ecdfffff,2016,-1.2369286,1.9187245,-0.24694364,-0.36890864,0.24677306,1.0527143,0.3130435,-0.3340963
8849958ecdfffff,2017,-0.8457172,0.98303944,0.26377302,-2.0474157,-0.78993744,1.4240565,-0.9111618,0.85060596
8849958ecdfffff,2018,0.02850461,-0.499678,-0.095713325,-0.32816225,0.45802724,0.14526089,1.8761375,1.0951791
8849958ecdfffff,2019,-0.9038795,0.3553834,0.14791317,-0.39955175,-0.24963292,0.13672835,-0.38259575,1.2431401
8849958ecdfffff,2020,0.081106976,1.762106,0.70206195,-0.3600536,0.55796975,0.3944236,-1.776215,0.8460314
8849958ecdfffff,2021,-0.39451653,1.9504907,1.4259269,-1.5843073,0.52351797,-0.6766691,0.4873832,0.6811289
8849958ecdfffff,2022,0.12514004,0.14599374,1.1268346,-0.5094767,-0.3509658,-0.80107737,-1.3250983,0.804535
8849958ecdfffff,2023,-0.16500165,1.9657966,1.6977445,0.77095854,-0.7227088,0.21033598,-1.4619333,0.7083726
8849958ecdfffff,2024,1.6526566,1.0096426,-0.56257993,-0.5236486,1.0051312,1.1940211,-0.5435062,-0.024674453
8849958ed3fffff,2016,-0.8226354,0.8441846,0.58188075,0.3998766,-0.57904166,-0.4597074,0.86793923,-0.8155514
8849958ed3fffff,2017,-1.8690976,-0.056310467,-1.2110032,-0.2008554,-1.5458245,1.0007083,-0.63245016,0.2604916
8849958ed3fffff,2018,-0.19867264,-0.060493622,-0.53670424,-0.2838761,0.368336,1.6681747,-0.5394771,0.30898494
8849958ed3fffff,2019,-0.04464033,-0.3133031,1.3721817,-0.15885864,-0.3795416,0.047648005,2.0151043,-0.97916394
8849958ed3fffff,2020,0.23628816,0.71438485,-0.08260418,-0.5502908,-0.78303015,-0.15243563,-1.6572104,0.4341747
8849958ed3fffff,2021,1.1828372,-0.117089376,1.1640891,-0.7922061,0.4232543,-1.465993,0.376945,1.3442892
8849958ed3fffff,2022,0.83625996,0.14290348,-0.60959935,0.8681573,-0.4489803,0.31194603,-0.30392498,-0.2181174
8849958ed3fffff,2023,0.05512834,1.0222715,-2.145777,-1.7281525,0.7213021,2.7382817,0.8041867,-0.59534115
8849958ed3fffff,2024,0.12077695,0.568278,-0.22351411,0.9002175,1.2829328,0.1379266,0.08770315,-0.67155457
8849958ed5fffff,2016,-1.0447075,1.1249088,-0.7864227,-0.66440904,-1.9714986,-3.0602796,0.41180936,-0.8794882
8849958ed5fffff,2017,-1.7497103,-0.063294046,-2.0828655,-1.3835685,-0.1153141,1.1003165,2.7032516,-0.8177682
8849958ed5fffff,2018,0.27829215,0.24721044,-0.9296456,0.420227,2.0537014,-1.2235471,1.3484607,-0.76619774
8849958ed5fffff,2019,0.14023831,0.31229073,0.7588559,-0.53904265,-1.7586633,2.1778402,1.5204265,-1.6811659
8849958ed5fffff,2020,-0.20548125,0.5149743,0.73597145,-1.0896041,-1.2341661,1.165909,1.5815055,0.07173871
8849958ed5fffff,2021,-0.07876037,1.2481099,1.9140401,-0.12643231,-0.65147007,0.66709894,-0.769966,2.0507164
8849958ed5fffff,2022,2.8052325,-0.23942706,3.1566985,-0.8738983,-1.70026,1.9666349,1.5056323,-0.8286273
8849958ed7fffff,2016,0.23808804,1.0182316,0.50612855,-0.3510929,-1.3120177,0.4317227,-1.9895107,1.4364825
8849958ed7fffff,2017,-0.57132214,0.20051476,2.3272219,-0.9596555,-3.4249685,0.11612649,-1.9656636,3.2460313
8849958ed7fffff,2018,0.5620024,-0.41697133,-0.30623135,-0.046094846,1.0385119,0.89282775,-0.5332839,1.0097151
8849958ed7fffff,2019,0.17769854,-0.19451228,-1.4361535,0.20467214,1.1133538,1.0769335,-1.7809261,0.55101705
8849958ed7fffff,2020,-0.28289163,0.23388834,0.33381483,-0.6148831,-0.09919947,0.048645485,1.0558356,-1.050958
8849958ed7fffff,2021,0.5539279,-0.25992242,1.0565381,0.25625062,-0.6200514,-0.30395538,-1.4379284,0.2473563
8849958ed7fffff,2022,-0.008253276,-0.6830614,0.50904113,-0.17626567,1.3395,-1.815647,2.0968618,0.07627772
8849958ed7fffff,2023,0.043072224,0.55853605,-0.10937081,-0.3379101,-0.8181833,-0.2338263,-0.9146403,0.1555656
8849958ed7fffff,2024,-0.15168253,-0.48553032,0.6974952,0.76426023,0.6320128,-1.6002448,0.046434283,1.8090758
8849958ed9fffff,2016,-0.950821,1.5141791,-0.6526492,-0.3131801,0.3706316,0.123826645,-0.040759165,-1.1802508
8849958ed9fffff,2017,-2.0916295,1.1803904,1.2157445,-0.13888791,-0.7083744,-0.19060424,3.1290689,-1.5881873
8849958ed9fffff,2018,0.84035146,-2.1631403,-2.144846,1.2520362,0.19193745,-1.4276487,0.97874594,-1.9637914
8849958ed9fffff,2019,1.3556236,-2.4619968,-1.3045607,-0.7699862,-0.3129335,0.49734834,2.1874115,-3.3074844
8849958ed9fffff,2020,1.0570883,-1.4341015,-0.5986507,1.0210141,-0.47666582,-0.89353067,1.5617152,-1.5150393
8849958ed9fffff,2021,1.7084116,0.38476303,0.5402309,1.9561678,-0.67926425,-0.9679403,0.25965348,-2.4020753
