h3_8,año_hecho,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8
8849958527fffff,2016,0.34208152,0.2176002,-1.3401022,0.40381008,0.8918244,1.1252573,-0.7486109,-0.22454306
8849958527fffff,2017,-0.15140611,0.72519827,1.0480442,0.3176061,0.2776007,0.8155415,0.17558382,0.17340574
8849958527fffff,2018,0.29578516,-0.88114655,0.08045654,0.27102685,0.48730758,0.34087878,-0.36576736,0.06319487
8849958527fffff,2019,0.23885334,-0.6253729,1.2263248,0.6660343,-0.076087266,0.5972524,0.33518904,0.0026184663
8849958527fffff,2020,0.91966736,-1.0883825,0.20547809,0.65695834,-0.11666184,1.3223194,-0.69799244,-0.23939888
8849958527fffff,2021,1.4528781,-0.8794657,0.14060736,-0.16339833,0.100599356,-0.46551684,-0.8932654,-0.5673172
8849958527fffff,2022,1.1589766,-0.084208876,1.133058,-0.7969218,1.0197656,0.47314388,-0.9673624,1.4791143
8849958527fffff,2023,0.5998655,0.117177315,-0.3047388,0.56042016,1.4290934,-0.7365847,-0.20462643,0.56274974
8849958527fffff,2024,0.1083737,0.46190253,0.07945187,0.21362306,1.4505473,-0.33263063,-1.3567406,1.1338091
8849958529fffff,2016,-0.6522145,-0.07639039,-0.13904573,0.33668485,0.15814842,0.084878094,0.30669385,0.3899629
8849958529fffff,2017,-0.69005984,-0.21046351,-0.35927197,-0.45980212,-0.29919985,0.5930034,-0.7401979,0.6792856
8849958529fffff,2018,-0.57650286,0.4026088,-0.118527874,0.54387844,-0.10705634,0.4427805,-0.853041,-0.3392167
8849958529fffff,2019,0.30509764,-0.5070265,0.9492696,-0.28737772,0.49522573,-0.18480067,-0.15270403,0.99320334
8849958529fffff,2020,0.1168439,0.6628703,0.46811602,-1.2684042,-0.83354914,-0.63685983,0.29485187,-0.2578521
8849958529fffff,2021,0.503727,1.2449669,-1.262744,-0.2659524,0.38068876,0.27722833,0.55719656,-1.5179408
8849958529fffff,2022,0.22368726,0.45046148,-0.56759304,-1.9052534,0.7039787,0.014063935,-1.7122132,1.4532552
8849958529fffff,2023,-0.8723947,0.19059297,-0.98243296,-0.58666825,-0.3367398,0.9317596,-1.40257,0.8337514
8849958529fffff,2024,0.74699813,-0.5075837,-0.52181447,-0.06624694,1.1740364,-0.30884555,-1.3240839,-0.41757238
884995852bfffff,2016,-0.43909183,0.5428783,0.1847231,1.2085602,-0.5525916,-0.4877783,-0.33526173,0.29421464
884995852bfffff,2017,-0.7945299,0.92518413,0.55007344,0.5416352,-0.49534824,0.2931276,-0.7301784,0.24659267
884995852bfffff,2018,0.272208,-0.041493535,0.59346974,-0.5435059,0.94682544,0.14779468,-0.01267648,0.13002165
884995852bfffff,2019,-0.18141635,0.54864496,0.14317127,0.2356298,0.54547364,-0.26454782,-1.0932086,0.1899531
884995852bfffff,2020,-0.11105063,1.1196916,0.17176704,-0.12948053,-0.3906101,-0.11696631,-0.5697496,0.47748014
884995852bfffff,2021,0.91456723,0.5634251,0.6814499,0.4389845,0.26587105,-0.49712068,-0.71092856,0.40415508
884995852bfffff,2022,0.14027202,-0.7878218,-0.10776358,-0.14322552,0.70740175,-0.31764224,-0.7348291,2.348526
884995852bfffff,2023,-0.55201757,0.8784494,0.35579494,-0.47333276,0.508272,0.86897856,-1.6507034,1.4433669
884995852bfffff,2024,-0.28398806,1.0664873,-1.2292181,-0.7637751,2.4534197,0.22134627,-3.0651295,1.772331
884995852dfffff,2016,0.002990831,-0.5420287,-0.6484437,0.15301785,-0.38553396,1.2510152,0.9396015,-0.15828027
884995852dfffff,2017,-1.2062967,-0.1296594,-1.0417244,-0.3575168,0.42827192,1.5743982,0.86731446,-0.58269155
884995852dfffff,2018,-0.01992052,0.0415801,0.25698042,0.689919,-0.23405087,0.5897445,0.6532313,-0.32163244
884995852dfffff,2019,0.087623835,-0.28924584,0.64946073,0.25444472,-0.44405904,-0.39756516,0.5273399,-0.8451885
884995852dfffff,2020,-0.8774667,1.6929411,0.28717425,0.29435226,0.23581044,-0.78583884,1.0314806,-0.81398654
884995852dfffff,2021,0.6260994,0.60009915,0.07704311,-0.07354365,-0.671308,-0.03716087,0.21237081,0.26838323
884995852dfffff,2022,0.35697892,-0.2549943,-0.9902203,0.49658367,0.09831029,0.1905919,1.049999,-0.12629375
884995852dfffff,2023,-0.20640531,1.3392326,-0.1272985,0.000984824,-0.44172865,-0.9289908,-1.4103458,0.2630986
884995852dfffff,2024,0.9618847,0.33062398,1.0727464,-1.7730241,-3.0305393,-0.6672991,-1.790159,0.70418644
8849958531fffff,2016,-1.079029,0.84098166,-0.54000694,1.4786918,-2.455937,0.40297452,-1.9589179,-0.8308899
8849958531fffff,2017,-1.0717473,0.13465981,0.13143378,0.121088155,-0.25614575,-0.6257973,0.095070824,-0.0723745
8849958531fffff,2018,-1.1996081,0.27813298,-0.72719115,0.18353757,0.4101196,0.9233515,1.4264688,-0.99346685
8849958531fffff,2019,-1.6129683,-0.6632923,-0.66627246,1.5183291,0.9001936,0.5534249,0.4487758,0.24084051
8849958531fffff,2020,0.7847646,-0.60624874,0.75089437,-0.073982865,-1.1701869,-0.84150004,-1.4069966,0.60533255
8849958531fffff,2021,0.5826709,-1.0049239,-1.2604179,-0.016560694,0.7544957,-0.16960877,-0.85401726,-0.8825817
8849958531fffff,2022,0.3922487,-1.8062115,-0.3447418,0.40638205,-0.6396243,0.7326343,-0.69799113,0.13145523
8849958531fffff,2023,0.054837324,-0.77425104,-2.360213,-0.8365024,0.21514598,-0.8897786,-2.1383023,1.6055849
8849958531fffff,2024,-1.3266158,2.180848,-0.24583098,1.290578,0.34733889,0.13777706,0.40172845,0.38695812
8849958533fffff,2016,0.37885943,0.060026284,0.8838735,0.5087871,-1.3004193,-1.0481966,-0.16127618,-1.0254921
8849958533fffff,2017,-1.0627184,1.6324162,-0.32472092,0.15744987,-0.9009116,0.1680262,0.42349797,-0.33907497
8849958533fffff,2018,-0.9149685,3.1682887,2.268755,0.49206436,0.79036695,0.11199997,-0.16545206,0.85089576
8849958533fffff,2019,-0.5935828,-0.04474997,0.87473917,1.1831089,0.48075426,-0.77363133,-0.2451924,1.7473214
8849958533fffff,2020,0.66938,-0.06999057,0.023356706,0.7420751,0.07679378,-0.08345897,1.6538771,-1.4133023
8849958533fffff,2021,1.7819148,-0.65092486,1.0376629,0.89757353,-0.5007163,-0.06179271,1.7219155,-2.210591
8849958533fffff,2022,1.2625781,-0.8740803,1.5007257,-0.3900613,-1.2383446,-0.16532102,-0.63737595,-0.1347842
8849958533fffff,2023,1.4272219,1.2158289,0.5999586,0.09606074,0.43921492,1.4136598,0.6149462,-1.6093105
8849958533fffff,2024,0.062717624,-0.054338843,-0.52074957,0.5443995,1.0116735,0.17829402,1.1437999,-1.6441194
8849958535fffff,2016,-1.2387501,-0.04021605,-0.75883913,0.20519152,1.0464904,-0.1834032,0.77220255,1.0178547
8849958535fffff,2017,-0.5034006,-0.14940792,-1.0647175,0.8329958,-0.11545432,0.2246591,-0.8152506,0.2980002
8849958535fffff,2018,0.29187784,-1.1096487,-0.8960448,-0.7037226,1.4910525,0.8145464,-0.2584999,0.36910832
8849958535fffff,2019,-1.0176402,-1.1100221,-0.07850731,-0.048645552,0.5482159,1.0876907,-0.012358179,1.6925049
8849958535fffff,2020,-0.93878317,-0.9842708,-0.4365369,-0.55310416,0.8526403,0.15682162,1.3816363,0.41613632
8849958535fffff,2021,-0.5294689,-1.3569124,-0.37042132,-0.18195716,0.8535596,-0.30066973,-1.3651183,1.5608891
8849958535fffff,2022,-0.14052185,-1.2873592,-1.5961117,-0.8868448,0.61561275,0.5518409,-0.46912152,0.7513151
8849958535fffff,2023,-1.9471006,-0.40812775,-0.13392499,0.57068884,0.19941664,0.0063023376,-1.8809482,1.864607
8849958535fffff,2024,0.66397333,-1.315747,-1.9302033,-1.3458214,1.2509769,1.6295621,-2.6077633,1.5647563
8849958537fffff,2016,-0.7213755,-0.49086717,-0.6552063,-0.7643696,1.0670849,-1.8218641,-2.997284,1.5841916
8849958537fffff,2017,-0.15060216,-0.22742023,0.6231302,-3.233882,-1.6163381,0.24458855,1.3548455,-0.35367563
8849958537fffff,2019,0.42431566,0.37860426,1.4628671,0.009884903,0.44888484,-1.134856,1.751235,-0.733088
8849958537fffff,2020,1.6308905,-0.71576023,-1.0966972,-4.2594166,-1.4518813,-2.2095578,-0.63361436,2.609818
8849958537fffff,2021,0.5466023,0.24837995,2.0934942,1.0253063,-0.84218955,-1.2363334,2.5650415,-0.29148418
8849958537fffff,2022,-0.8689606,-0.06955031,0.64890593,0.5670343,-0.06673695,-1.8717982,0.35100845,1.1618028
8849958537fffff,2023,1.3346332,-0.38076636,0.02062339,-0.5618377,3.0818071,-3.1148903,-1.2085508,0.27110386
8849958537fffff,2024,-0.57474333,0.95004797,1.2417037,0.55903137,-0.20036666,-1.580348,-0.43247932,-0.49323332
8849958539fffff,2016,-0.295503,1.262861,-0.1709066,1.1228727,-0.3065111,-1.5544174,-0.45031297,-0.6149584
8849958539fffff,2017,0.72879326,-0.30058375,0.08272286,-0.6887342,0.83733815,0.4789611,0.5087186,0.8520546
8849958539fffff,2018,-2.5043263,0.17537491,0.3229395,0.33962247,-1.1750199,-0.57062745,0.34971023,0.63602585
8849958539fffff,2019,-1.8810334,0.016630875,0.42844063,-1.0438279,-1.3152937,-2.4484406,0.2225481,0.19038145
8849958539fffff,2020,-1.4076308,0.703183,1.065935,-0.7336617,-1.6901411,0.6201956,0.47650778,1.3473136
8849958539fffff,2024,2.64562,1.8665996,-0.4471005,-1.207554,-0.6120143,-1.384685,-0.729941,-2.4135666
884995853bfffff,2016,-0.9928667,0.59317863,-0.51895726,-0.89642316,0.045200396,-0.4763242,-0.15086144,0.65502036
884995853bfffff,2017,-0.059900448,0.78951156,-0.7383981,-0.35559663,0.26812032,0.1666574,-0.13594335,-0.70400906
884995853bfffff,2018,0.12313331,-0.96085757,0.32029065,-0.93260926,0.48846653,1.3131444,0.12680246,0.9971455
884995853bfffff,2019,0.1419455,-0.09209636,-0.3329926,-0.58042634,0.4511373,0.9387522,-0.1284259,-0.3611766
884995853bfffff,2020,0.7422213,-0.23142736,0.5140279,-0.70799506,0.17017873,-0.28375953,-0.030195335,0.21544369
884995853bfffff,2021,1.7614095,-0.2897582,1.2141051,0.21714114,0.36130407,-0.24366756,-0.54343843,1.2705045
884995853bfffff,2022,0.7197752,-0.13798077,-0.03399535,-0.33570603,0.65540284,0.85511726,-0.7340042,0.11485924
884995853bfffff,2023,1.6381601,1.024308,0.34988165,0.19661506,-1.3451294,0.93595207,-2.247064,-0.29796544
884995853bfffff,2024,-1.1155223,0.14061128,0.3499429,0.35089368,0.565586,-0.62285924,0.38017896,-0.039234843
884995853dfffff,2016,-1.3824766,0.43581265,-0.7939032,0.7647849,-2.1169605,0.0367868,-2.134126,-0.11732704
884995853dfffff,2017,-0.5087972,1.5809662,-3.4822521,-2.5315015,-0.6723448,-1.8689076,0.4612584,-3.0894191
884995853dfffff,2018,-1.6185169,1.0361512,1.5195998,0.16106889,-0.10705685,-0.89472055,0.23855232,1.6764349
884995853dfffff,2019,-2.0944917,0.35391968,0.6854935,0.74517334,-1.085719,1.0198894,0.15547,1.4055439
884995853dfffff,2020,-0.34472334,1.9117199,-0.6320092,0.97387964,-1.4342215,-2.099585,-0.9908055,-1.6428599
884995853dfffff,2021,0.94758344,0.3775491,-1.218372,-2.2283146,0.68196875,-0.40579122,1.3392012,-1.609372
884995853dfffff,2023,2.924895,0.650861,1.5971053,0.82675374,1.1558613,-2.2187266,1.3699738,-0.9293926
8849958549fffff,2016,1.2381414,-0.7168579,0.70897883,-0.7100686,1.1694729,0.52841765,-0.03701985,0.48851407
8849958549fffff,2017,1.0331198,-0.38964218,0.39794463,-0.30984044,0.687733,0.1590728,-0.40469432,-0.1713004
8849958549fffff,2018,1.0376359,-0.6929521,0.7885623,-0.25755164,0.5874175,0.2972106,-0.17837979,0.68751794
8849958549fffff,2019,0.40022922,-0.62490106,0.24959596,0.473479,0.0862395,0.3757384,-0.27327088,0.008166036
8849958549fffff,2020,-0.18553622,-0.17082055,-0.03565602,0.7215691,0.04775287,0.62211555,-0.8055742,0.23801176
8849958549fffff,2021,1.4360514,-0.46412927,0.54278797,-0.20146349,0.2949055,0.73443115,-1.2816348,0.88318247
8849958549fffff,2022,1.1685418,-0.41383484,0.70133233,-1.0465811,0.3350287,0.14162879,-0.560138,0.85988736
8849958549fffff,2023,0.61196584,-0.3910412,0.31470266,-0.23846246,1.3272862,-0.13468967,0.1810187,0.065137744
8849958549fffff,2024,1.1291099,-0.6332394,1.8616195,-0.3834851,0.1075932,0.37061283,0.9055623,0.4086727
884995854bfffff,2017,-0.051244386,0.8443479,0.44841313,1.2269051,0.08228088,-0.7288016,-0.70638585,-1.0117908
884995854bfffff,2018,-0.96702796,0.32349467,1.8524812,0.011004577,-2.9709003,0.28052518,4.288687,-1.2331642
884995854bfffff,2019,0.74450123,0.9201509,1.6235639,1.2782413,-1.3256387,-0.6148981,1.6287987,0.11808288
884995854bfffff,2020,0.5460482,0.6606635,1.1655215,0.44183606,-2.65456,3.3572707,-1.2204517,-0.20298864
884995854bfffff,2021,1.9872127,0.8275924,2.5806568,-0.48780754,-2.767098,-2.4445796,-1.9678829,-0.21216713
884995854bfffff,2022,-0.41640368,0.7085326,0.16298433,-0.5514532,0.09531739,-4.049006,-0.374628,-1.4040402
884995854bfffff,2023,2.4933307,1.7481813,1.173593,-2.0155263,-0.55152416,-2.5826817,-1.3881388,-0.14999357
884995854dfffff,2016,1.0359677,-0.7140153,0.5521477,-4.5657644,-0.6400313,-4.1056395,-0.38271603,-0.111258484
884995854dfffff,2017,-1.1747572,1.9194683,0.79657,2.143882,-1.3504652,-0.15624031,-0.42133993,1.7611357
884995854dfffff,2018,0.11458725,-0.23859969,1.9266138,0.46527502,-0.35694906,-0.26569873,1.3416572,-0.08477038
884995854dfffff,2019,1.242808,-0.21306695,3.3906724,-0.41125843,-1.9290076,-0.3312535,2.3272197,-0.4140495
884995854dfffff,2020,1.7601912,0.86988336,1.2985005,0.44182664,1.7858685,-1.4637084,0.16712248,-1.8180938
884995854dfffff,2021,-0.7854038,1.145612,0.8508017,-1.8535128,-1.6454592,-0.3781244,-0.19730687,0.20240349
884995854dfffff,2022,1.7753613,0.68205136,-1.892673,0.14596088,-1.874304,-1.6706457,-0.61725426,-0.3314301
8849958551fffff,2016,-1.153197,0.9649349,-1.2239004,0.38835514,0.108917445,0.15309285,-0.19992723,-0.5011833
8849958551fffff,2017,0.15961252,0.5590106,-1.0371733,-0.2433793,-0.09720271,0.14227973,-0.6206001,-0.3349675
8849958551fffff,2018,-2.1646605,-0.07463085,-0.92313117,0.031323466,0.6593534,0.3660696,1.3328012,-1.0110248
8849958551fffff,2019,-0.88633424,1.0461226,-0.66330504,0.86006635,-0.4908381,0.115021594,0.04219254,-0.81701726
8849958551fffff,2020,-0.27350485,0.9065879,-1.6712682,0.22655332,0.33641672,0.43821776,0.5245784,-1.3680967
8849958551fffff,2021,-0.6773456,-0.30121174,-0.16350318,0.3759912,1.5915889,-1.8329842,1.5161343,0.07853491
8849958551fffff,2022,0.20314841,-0.34837186,-0.054198477,-0.07718833,1.2079657,-1.1344779,-0.47833148,1.5774541
8849958551fffff,2023,0.14825563,1.7069842,-1.4472263,0.8937568,0.20304261,0.07943399,-0.62124765,-2.6693306
8849958551fffff,2024,-2.3996205,0.7522669,0.53313935,0.93107915,-1.7127712,0.17448613,0.3606817,0.70396245
8849958553fffff,2016,-1.2886758,-0.2591614,-0.73457134,-0.67212135,-0.016892632,0.5844327,0.58523744,-0.4793165
8849958553fffff,2017,-1.2780415,-0.06780062,-1.2123296,0.32663375,-0.89748883,0.09811564,0.37872294,-0.057875466
8849958553fffff,2018,0.3434026,0.11711942,0.24707769,0.39196622,0.29133558,-0.062681936,-0.08575217,0.1651586
8849958553fffff,2019,-0.78008115,-0.39848772,0.72613025,-0.4181621,-0.032576222,-0.45645133,0.6315284,-0.075576745
8849958553fffff,2020,0.6774533,0.15973438,-0.9290606,0.33898446,0.15225446,0.6443983,0.63222593,-1.8139607
8849958553fffff,2021,-0.29460663,0.19804332,-0.30554798,0.2640393,0.0902556,0.40805814,0.31334057,0.16112842
8849958553fffff,2022,0.43754536,-1.1432652,-1.4953319,-0.2944205,0.4941805,0.59438586,-1.5096483,0.8594773
8849958553fffff,2023,-0.11085686,-1.6485258,-3.2469594,0.5214114,-0.044925462,-0.49726385,-0.9692035,-0.35963848
8849958553fffff,2024,-1.7224451,0.39510554,-1.396137,-0.10680602,-0.6962735,0.934535,0.7074662,-0.5770444
8849958555fffff,2016,-1.5691001,-0.019057348,-3.8607514,-1.4721915,0.41021743,1.7899427,0.5755179,-1.0833138
8849958555fffff,2017,-2.6464562,0.31533507,-0.29777628,1.2016941,-2.2707949,-1.8027364,1.1293625,0.89605397
8849958555fffff,2018,-0.46850592,0.12964468,0.25632346,0.36242273,-1.6258801,1.2365768,-0.4761232,1.0574341
8849958555fffff,2019,-1.4470348,1.3903737,-1.3207927,-0.20992325,-0.5277076,1.5972885,0.64512944,-0.070761025
8849958555fffff,2020,1.8066694,0.91972566,0.37017122,-0.23394905,0.44752145,-2.9220617,-1.0735183,-0.92228085
8849958555fffff,2023,-1.3547871,-0.7270163,0.5136306,-0.31406382,0.25242963,-1.1914436,-0.19675902,3.2147114
8849958555fffff,2024,0.5901733,0.5207705,-0.7045738,-0.92560756,-0.41612917,1.5992395,-2.1807427,0.21139249
8849958557fffff,2016,0.5926297,-1.2414128,-1.7646204,-1.0384052,-1.1218327,-0.06600898,0.8053766,0.05142996
8849958557fffff,2017,-1.6827178,1.0895468,-1.5755413,1.1090217,-1.393198,0.15725875,0.94780725,-1.8154016
8849958557fffff,2018,-0.7425943,0.3084848,-0.43130252,0.9699197,-0.30246902,-0.1653336,0.63850826,0.530069
8849958557fffff,2019,-1.9663763,0.11866736,-1.0464627,-0.4344931,-0.8904713,0.887644,0.6188228,-0.35966668
8849958557fffff,2020,-0.02094771,0.5339844,-1.5364041,0.42737508,-0.9301157,0.42995802,-0.50884694,-1.5596083
8849958557fffff,2021,-1.6643243,-0.08661351,0.24333505,0.63250107,-1.0468111,-0.036427043,0.5303647,0.33378586
8849958557fffff,2022,-0.45685986,2.2307975,-1.5540291,1.0221378,0.1357447,0.498619,0.23008016,-1.918351
8849958557fffff,2023,-0.6659295,-1.2099575,0.26636067,-1.0129699,1.0467839,-1.770277,0.31953058,1.1748366
8849958557fffff,2024,-0.80557233,1.9640311,-2.8685071,1.3185582,-0.13443069,-0.46205065,0.5138077,-1.8193421
8849958559fffff,2016,1.1505044,-2.6663845,-2.1707926,0.37223384,-0.7323544,-1.2828581,-0.7442612,-0.7454688
8849958559fffff,2017,0.027629651,-1.8221214,-0.8674203,0.16025445,-1.2422116,0.7382763,-0.8252679,-0.6410157
8849958559fffff,2018,0.47816828,-1.2557269,-0.8596936,0.28708014,0.012059413,-0.59415895,0.17056839,-0.8492273
8849958559fffff,2019,-0.09365335,-0.93245465,-0.61552024,0.7598421,-1.9740874,-0.5555087,-0.9808253,-1.2391391
8849958559fffff,2020,-0.97517025,-0.12511183,-0.6980679,0.40611959,-0.5892548,-0.6684105,0.016676135,-1.0749142
8849958559fffff,2021,0.25479907,0.2896525,-1.2606289,-0.5196381,1.5630072,-0.23149207,-0.7369131,-0.92425877
8849958559fffff,2022,-0.46222115,0.8285638,-1.1235408,0.058340654,-0.68002295,-0.5347673,-2.4623556,0.7432284
8849958559fffff,2023,0.8255149,-1.3125366,-2.333008,1.0592483,0.8213352,-1.3050957,-2.3229992,-0.65207076
8849958559fffff,2024,-0.88053733,-1.1316592,-1.637449,0.8105827,1.2103736,-1.6982702,1.9007806,-1.7293979
884995855bfffff,2016,-0.64583194,0.632282,-0.47656015,0.43287337,-0.81918824,-0.7060939,-0.29166102,0.014460968
884995855bfffff,2017,-0.90538496,0.37691152,-0.436575,0.5481029,-0.38218653,-1.009334,0.46753496,0.044963256
884995855bfffff,2018,-1.5265688,-0.1372383,-0.16682082,0.034917496,-0.34960762,0.29280317,0.4590095,0.06513665
884995855bfffff,2019,-2.0778298,-0.08932161,-1.2876183,-0.16065957,-0.15982094,-0.44860607,0.8714589,0.36536613
884995855bfffff,2020,-0.69355536,-0.39338198,-1.0175835,-0.88945717,-0.82785743,1.4147694,0.6537718,0.9417448
884995855bfffff,2021,-0.17066363,0.76836985,-0.25725833,0.24468793,0.6424783,0.7104539,-0.52569044,-0.25513366
884995855bfffff,2022,-0.38749304,0.6374234,-2.3389058,-0.7205976,0.960303,0.8989616,-0.63449997,-1.4728789
884995855bfffff,2023,-0.82739055,-0.17400306,-1.3551574,-0.778846,0.6378153,0.6699315,-0.61697143,0.113420896
884995855bfffff,2024,0.5175289,-0.17428446,-2.5045958,0.31406373,-0.49473888,1.3555073,-0.23493223,-0.040267523
884995855dfffff,2016,0.13753743,0.65088195,-1.005699,-0.008887847,0.5661306,0.35998997,-0.6126157,-1.1351832
884995855dfffff,2017,-1.2825315,0.65274805,-0.5771764,0.4416402,0.39760962,-1.0631467,0.44611806,-1.0088971
884995855dfffff,2018,-0.72312796,-0.85604376,0.9609539,-0.49372765,0.20267066,-0.930002,0.8737992,0.87770486
884995855dfffff,2019,-0.9821987,0.09946723,-0.42306817,-0.24169114,-0.49102992,0.4526563,0.24836974,0.34939712
884995855dfffff,2020,-1.9412438,0.8637627,-1.3585448,0.78244454,0.35766625,-1.3087802,0.95397353,-1.5563229
884995855dfffff,2021,-1.2372682,-0.22558886,-0.5953691,-0.52629507,-0.50084645,0.06915447,1.5785236,0.25404838
884995855dfffff,2022,1.1032851,1.186736,0.28428173,-1.7228311,0.0563615,-1.9251474,-1.2016147,0.25131544
884995855dfffff,2023,0.93871546,2.007914,0.542829,0.6343367,0.13001737,-0.32931066,-0.70523006,1.7330761
8849958565fffff,2017,-0.25638387,0.99760795,-2.790218,-0.19134685,-1.5988884,-1.3414251,-0.59509426,1.7994913
8849958565fffff,2018,-1.3130252,0.6125662,-3.1195996,-2.419696,-1.8069521,-0.7049928,-1.4833407,-0.2220553
8849958565fffff,2020,0.050285265,0.73082966,-1.2077123,0.2129468,1.4777278,-0.20794629,-0.92066383,0.72608286
8849958565fffff,2021,0.1874891,1.5191007,1.506027,-1.0505507,-1.2912709,-1.1490852,-1.2147909,2.4154615
8849958565fffff,2022,-1.6517315,-0.62213737,0.5593383,-1.5005724,0.18693556,-0.10929461,0.48374888,1.2530645
8849958565fffff,2023,-2.733059,-0.6591062,-0.39025468,-1.2837359,0.84645844,-0.6612913,-2.0385673,3.462799
8849958567fffff,2016,-0.65648246,0.67841387,-0.5374877,0.24970165,0.13172421,0.19728659,0.10217911,-0.88104683
8849958567fffff,2017,-1.1564972,-0.7904297,-0.45183012,-0.6199622,0.8492012,-1.3667705,1.6072735,-1.3761382
8849958567fffff,2018,1.050995,1.0048724,0.34510237,-0.6552024,-0.4924031,1.3603833,0.7132842,0.39345375
8849958567fffff,2019,-0.8900511,0.3624938,-0.44334224,-0.53000635,-0.13282043,0.4042915,-0.37781405,0.10087296
8849958567fffff,2020,0.45351067,-1.3183097,-0.7089385,-0.073568664,-1.036353,-0.3168374,0.4128115,-0.84689
8849958567fffff,2021,-0.47581583,-0.37968224,1.3852984,0.039141774,0.30328387,-1.2250226,0.21114181,1.2726567
8849958567fffff,2022,-0.059281096,2.1528654,0.05606956,0.9624848,-0.6540409,1.5432826,-2.5234292,1.3909627
8849958567fffff,2023,-1.1235368,2.9472144,1.3152152,-0.9086565,-0.1314025,1.6158463,0.4765177,1.7032309
8849958567fffff,2024,-0.19594492,-0.09486733,-0.32157278,-0.16537218,1.0560355,-0.98721796,-1.9155389,0.50555253
8849958581fffff,2016,-1.0373712,-0.12061769,-1.3887413,-1.8155178,-2.2137942,-1.1582043,-0.81714123,-0.6333352
8849958581fffff,2017,-1.700562,0.08912034,-0.66791224,-1.3576857,-0.46334442,-1.0525424,1.0416065,-1.3462031
8849958581fffff,2018,0.3347645,-0.25917837,0.14196569,1.2102549,-0.89179033,1.3925763,-0.84048647,1.3510289
8849958581fffff,2019,-0.16423239,-0.25088698,-0.8262288,-0.89004856,-0.39201966,1.2892281,0.6022791,0.5828396
8849958581fffff,2020,1.3352532,-0.5779106,-0.14781791,-3.0373042,-1.6179334,-2.6362748,-0.82769126,-0.24708727
8849958581fffff,2021,-0.20572612,-1.4907316,-1.8748139,0.7773583,-0.062543355,-0.22957028,-0.023285342,-0.20084149
8849958581fffff,2022,0.23343502,0.59808207,-1.9929936,-0.3769113,1.1161348,0.90615124,-0.26730874,-1.1699792
8849958581fffff,2023,0.3688341,0.93660814,-2.8569243,-0.08309544,-1.6598119,2.5237668,-2.745186,0.5073564
8849958581fffff,2024,-1.0293132,-0.26416585,-0.19734253,0.7519547,-0.9838291,-0.8342241,0.0059713405,-0.20373526
8849958583fffff,2016,-0.8959057,0.37752658,-0.4853766,0.1745497,-0.98430014,-1.5713614,0.41631287,0.61521524
8849958583fffff,2017,-0.9907105,0.3187035,1.1291542,0.74059695,-0.81184983,0.87499774,-1.6423451,2.213332
8849958583fffff,2018,-0.1421593,-1.2739769,-0.79795915,2.023663,0.0677505,1.0938926,0.47663602,-0.675517
8849958583fffff,2019,-1.53675,-1.4622357,0.68123776,-0.000888696,-0.8130735,0.59740925,1.0967084,1.6304822
8849958583fffff,2020,-0.8408584,-1.3039378,-1.3965127,2.3372166,-1.0109614,0.24593902,0.3762774,-2.2254944
8849958583fffff,2021,0.37760743,-0.47598985,-1.1815735,-1.0175365,2.004713,0.097212195,1.5892088,-0.44596985
8849958583fffff,2022,1.6227586,-1.0469918,0.3119826,-1.0227834,1.7335682,-1.1379622,-1.58295,1.4824497
8849958583fffff,2023,-0.16718818,-0.631215,-2.3991315,-0.29360768,2.51802,0.0277846,-0.2874448,-1.4922426
8849958583fffff,2024,0.8933331,1.3815777,0.52914125,1.1300378,0.9185925,1.3808007,-1.1679735,-0.42101446
8849958585fffff,2016,-1.685945,1.2064822,-0.9815887,1.0090942,-1.3522998,0.41528594,-0.35113734,-1.0399233
8849958585fffff,2017,-0.93147886,0.0014006407,0.48911542,-0.3577564,-2.8058252,2.065739,-0.9346895,1.1416823
8849958585fffff,2018,0.40478185,-0.6638272,-0.43595627,-3.4151442,-0.15365545,-0.12934738,-0.032542568,-0.4383675
8849958585fffff,2019,-1.3256764,-1.2184422,-0.79073894,-0.7487276,-0.17008969,-0.07748332,1.8099167,1.2215971
8849958585fffff,2020,-0.8887273,0.28223583,-2.779691,-2.5761335,1.0164653,0.4192701,2.2189927,-2.917806
8849958585fffff,2021,-1.3961776,0.9055267,-1.5533285,-0.73465884,-0.6687369,0.046671193,0.66271263,-0.9532619
8849958585fffff,2022,1.5566148,1.3733228,-1.6131691,0.019461619,0.10341534,0.48576528,-2.3254366,-0.94997984
8849958585fffff,2023,-0.70203716,1.2148422,-0.9801779,1.2590789,0.8438911,-1.9168012,0.3634154,-1.7063043
8849958585fffff,2024,-0.92233145,0.7834531,-0.7543538,0.40739936,-0.43561664,-2.1673856,0.80979234,0.13953802
8849958587fffff,2016,-0.3293461,0.7394783,-1.0566646,-0.36475194,-0.5167086,-0.7079054,-0.556043,-0.630655
8849958587fffff,2017,-0.09172466,0.13385569,-2.1895525,-0.8834988,-0.79532,-0.87780845,-1.0301424,-1.4375635
8849958587fffff,2018,-0.4985046,-0.21656188,-0.27280074,0.58688873,-0.48180827,0.430236,-0.38563547,0.48544464
8849958587fffff,2019,-1.0687084,0.22704759,-0.96997553,-0.010192908,0.26910985,0.88227266,-1.1918665,1.4657334
