h3_8,año_hecho,cluster_km_ae,cluster_km_ae_cos,cluster_km_pca,cluster_km_raw,cluster_hdbscan
88499585c7fffff,2023,3,1,1,4,-1
88499585c7fffff,2024,0,2,0,1,57
88499585c9fffff,2016,0,2,4,1,5
88499585c9fffff,2017,2,3,4,1,-1
88499585c9fffff,2018,1,4,0,0,-1
88499585c9fffff,2019,0,2,4,1,74
88499585c9fffff,2020,0,2,4,1,57
88499585c9fffff,2021,0,2,4,1,74
88499585c9fffff,2022,3,3,0,0,-1
88499585c9fffff,2023,3,1,0,0,-1
88499585c9fffff,2024,4,3,2,2,32
88499585cbfffff,2016,2,2,1,4,64
88499585cbfffff,2017,0,2,1,4,-1
88499585cbfffff,2018,2,3,0,0,41
88499585cbfffff,2019,0,2,4,1,38
88499585cbfffff,2020,1,4,2,2,3
88499585cbfffff,2021,1,4,2,2,3
88499585cbfffff,2022,1,4,2,2,2
88499585cbfffff,2023,0,2,4,1,-1
88499585cbfffff,2024,3,1,0,2,60
88499585cdfffff,2016,0,2,4,1,-1
88499585cdfffff,2017,2,2,4,1,-1
88499585cdfffff,2018,3,3,0,0,-1
88499585cdfffff,2019,0,2,4,1,-1
88499585cdfffff,2020,0,2,4,1,70
88499585cdfffff,2021,0,1,4,1,60
88499585cdfffff,2022,2,3,0,0,30
88499585cdfffff,2023,0,2,4,1,5
88499585cdfffff,2024,0,2,4,1,69
88499585d1fffff,2016,3,1,0,1,47
88499585d1fffff,2018,3,1,0,0,-1
88499585d1fffff,2019,1,4,2,2,-1
88499585d1fffff,2020,1,2,1,4,28
88499585d1fffff,2021,2,3,0,0,32
88499585d1fffff,2022,3,3,0,0,-1
88499585d1fffff,2023,2,0,0,0,-1
88499585d1fffff,2024,0,2,4,1,70
88499585d3fffff,2016,3,1,4,1,27
88499585d3fffff,2017,0,2,4,1,-1
88499585d3fffff,2018,1,4,0,0,-1
88499585d3fffff,2019,0,2,4,1,56
88499585d3fffff,2020,3,1,0,0,61
88499585d3fffff,2021,1,4,0,0,61
88499585d3fffff,2022,3,0,0,0,42
88499585d3fffff,2023,2,3,3,0,-1
88499585d3fffff,2024,3,1,0,0,56
88499585d5fffff,2016,0,1,4,1,24
88499585d5fffff,2017,3,1,0,0,-1
88499585d5fffff,2018,3,3,0,0,61
88499585d5fffff,2019,2,1,4,1,67
88499585d5fffff,2020,4,1,4,1,56
88499585d5fffff,2021,3,1,0,0,63
88499585d5fffff,2022,2,3,0,0,32
88499585d5fffff,2023,3,1,0,0,39
88499585d5fffff,2024,0,2,4,1,-1
88499585d7fffff,2016,4,2,4,1,5
88499585d7fffff,2017,4,0,2,2,13
88499585d7fffff,2018,2,3,0,0,74
88499585d7fffff,2019,0,2,4,1,-1
88499585d7fffff,2020,0,2,4,1,-1
88499585d7fffff,2021,3,1,0,0,-1
88499585d7fffff,2022,4,3,0,0,19
88499585d7fffff,2023,0,2,4,1,68
88499585d7fffff,2024,0,2,4,1,68
88499585d9fffff,2016,0,2,1,4,38
88499585d9fffff,2017,0,2,4,1,-1
88499585d9fffff,2018,3,1,0,0,58
88499585d9fffff,2019,3,1,0,0,56
88499585d9fffff,2020,4,0,1,4,12
88499585d9fffff,2021,1,2,4,1,-1
88499585d9fffff,2022,1,0,1,4,22
88499585d9fffff,2023,3,1,0,0,24
88499585d9fffff,2024,4,0,1,4,19
88499585dbfffff,2016,0,2,1,4,-1
88499585dbfffff,2017,3,1,1,4,43
88499585dbfffff,2018,0,2,4,1,-1
88499585dbfffff,2019,4,2,4,1,5
88499585dbfffff,2020,3,0,1,4,18
88499585dbfffff,2021,3,0,1,4,-1
88499585dbfffff,2022,2,3,0,0,-1
88499585dbfffff,2023,3,1,1,4,-1
88499585dbfffff,2024,3,1,4,1,60
88499585ddfffff,2016,0,1,4,1,27
88499585ddfffff,2017,4,3,2,2,2
88499585ddfffff,2018,3,1,0,0,56
88499585ddfffff,2019,1,4,2,2,-1
88499585ddfffff,2020,1,4,2,2,2
88499585ddfffff,2021,3,0,0,0,-1
88499585ddfffff,2022,4,0,1,4,52
88499585ddfffff,2023,2,3,0,0,-1
88499585ddfffff,2024,1,4,4,1,69
88499585e1fffff,2016,2,3,2,2,30
88499585e1fffff,2017,2,3,1,4,-1
88499585e1fffff,2018,2,0,0,0,-1
88499585e1fffff,2019,2,3,0,0,32
88499585e1fffff,2020,2,3,1,4,-1
88499585e1fffff,2021,3,0,0,0,26
88499585e1fffff,2022,1,4,2,2,-1
88499585e1fffff,2023,3,0,0,2,23
88499585e1fffff,2024,3,0,1,4,71
88499585e3fffff,2016,0,2,4,1,62
88499585e3fffff,2017,0,2,4,1,65
88499585e3fffff,2018,0,2,4,1,38
88499585e3fffff,2019,0,2,1,4,27
88499585e3fffff,2020,1,4,2,4,4
88499585e3fffff,2021,4,0,2,0,13
88499585e3fffff,2022,4,2,1,4,6
88499585e3fffff,2023,1,4,2,2,65
88499585e3fffff,2024,0,2,4,1,-1
88499585e5fffff,2016,0,2,4,1,0
88499585e5fffff,2017,1,2,2,2,64
88499585e5fffff,2018,1,4,1,0,53
88499585e5fffff,2019,1,4,3,3,71
88499585e5fffff,2020,0,4,4,1,73
88499585e5fffff,2021,1,4,2,2,-1
88499585e5fffff,2022,0,2,1,4,38
88499585e5fffff,2023,2,3,4,1,37
88499585e5fffff,2024,1,4,2,2,2
88499585e7fffff,2016,2,3,4,1,-1
88499585e7fffff,2017,0,2,4,1,-1
88499585e7fffff,2018,2,3,0,0,-1
88499585e7fffff,2019,2,3,1,4,-1
88499585e7fffff,2020,3,1,0,0,57
88499585e7fffff,2021,1,0,2,2,-1
88499585e7fffff,2022,0,2,4,1,-1
88499585e7fffff,2023,2,3,4,1,57
88499585e7fffff,2024,0,2,4,1,-1
88499585e9fffff,2016,3,4,0,0,-1
88499585e9fffff,2017,2,3,4,1,-1
88499585e9fffff,2018,3,3,0,0,-1
88499585e9fffff,2019,4,1,4,1,-1
88499585e9fffff,2020,0,2,4,1,-1
88499585e9fffff,2021,3,0,0,0,-1
88499585e9fffff,2022,3,3,0,0,-1
88499585e9fffff,2023,2,3,0,0,-1
88499585e9fffff,2024,0,2,4,1,68
88499585ebfffff,2016,2,2,4,1,48
88499585ebfffff,2017,0,2,4,1,28
88499585ebfffff,2018,0,1,4,1,27
88499585ebfffff,2019,4,3,2,0,-1
88499585ebfffff,2020,1,4,0,0,-1
88499585ebfffff,2021,3,1,0,0,55
88499585ebfffff,2022,3,3,0,0,-1
88499585ebfffff,2023,3,1,4,1,-1
88499585ebfffff,2024,0,2,4,1,57
88499585edfffff,2016,2,3,4,1,-1
88499585edfffff,2017,1,2,2,2,65
88499585edfffff,2018,2,3,0,0,-1
88499585edfffff,2019,2,3,0,0,36
88499585edfffff,2020,0,2,4,1,-1
88499585edfffff,2021,2,3,0,0,32
88499585edfffff,2022,2,3,0,0,42
88499585edfffff,2023,2,3,2,2,37
88499585edfffff,2024,4,2,1,4,24
8849958609fffff,2020,4,0,1,4,65
8849958609fffff,2021,4,0,1,4,-1
8849958609fffff,2024,0,0,1,4,-1
8849958623fffff,2016,0,2,1,4,48
8849958623fffff,2017,0,2,4,1,27
8849958623fffff,2018,1,2,1,4,62
8849958623fffff,2019,0,2,4,1,27
8849958623fffff,2020,1,0,1,4,38
8849958623fffff,2021,4,0,2,2,15
8849958623fffff,2022,0,2,4,1,27
8849958623fffff,2023,1,0,1,4,48
8849958623fffff,2024,2,0,1,4,48
8849958627fffff,2016,0,2,4,1,-1
8849958627fffff,2018,0,2,4,1,29
8849958627fffff,2019,0,2,4,1,-1
8849958627fffff,2020,1,4,2,2,-1
8849958627fffff,2021,0,2,1,4,27
884995862dfffff,2017,0,2,4,1,29
884995862dfffff,2018,0,2,4,1,-1
884995862dfffff,2020,4,1,2,2,-1
884995862dfffff,2021,4,0,1,4,14
884995862dfffff,2022,4,0,2,2,13
884995862dfffff,2024,4,2,2,2,-1
8849958643fffff,2016,4,0,1,4,12
8849958643fffff,2018,4,3,2,1,5
8849958643fffff,2019,0,2,1,4,-1
8849958643fffff,2020,1,0,1,4,64
8849958643fffff,2021,1,0,1,4,38
884995865dfffff,2016,4,0,1,4,15
884995865dfffff,2018,1,0,1,4,53
884995865dfffff,2020,4,0,1,4,5
884995865dfffff,2021,4,0,1,4,13
884995865dfffff,2022,4,2,4,1,-1
884995865dfffff,2023,0,2,1,4,-1
8849958681fffff,2016,1,2,4,1,50
8849958681fffff,2017,1,0,2,2,-1
8849958681fffff,2018,0,2,4,1,68
8849958681fffff,2019,0,2,4,1,-1
8849958681fffff,2020,0,2,1,4,0
8849958681fffff,2021,0,2,4,4,16
8849958681fffff,2022,0,2,1,4,6
8849958681fffff,2023,3,3,0,0,-1
8849958681fffff,2024,3,0,1,4,-1
8849958683fffff,2016,4,0,1,4,-1
8849958683fffff,2017,3,1,1,4,-1
8849958683fffff,2018,0,2,1,1,29
8849958683fffff,2019,0,0,1,4,6
8849958683fffff,2020,3,0,1,4,17
8849958683fffff,2021,0,2,4,1,-1
8849958683fffff,2022,0,2,4,1,-1
8849958683fffff,2023,3,1,4,1,47
8849958683fffff,2024,3,0,1,4,17
8849958685fffff,2016,0,2,4,1,73
8849958685fffff,2017,0,2,4,1,73
8849958685fffff,2018,3,1,0,1,-1
8849958685fffff,2019,0,2,4,1,62
8849958685fffff,2020,0,2,4,1,68
8849958685fffff,2021,3,0,1,4,59
8849958685fffff,2022,3,1,0,0,55
8849958685fffff,2023,3,1,0,0,55
8849958685fffff,2024,0,1,4,1,-1
8849958687fffff,2016,4,2,4,1,62
8849958687fffff,2017,0,2,4,1,16
8849958687fffff,2018,0,2,4,1,-1
8849958687fffff,2019,0,2,1,4,0
8849958687fffff,2020,0,2,4,1,-1
8849958687fffff,2021,1,4,4,1,50
8849958687fffff,2022,0,2,1,4,-1
8849958687fffff,2023,3,0,1,4,-1
8849958687fffff,2024,3,0,1,4,-1
8849958689fffff,2016,0,0,1,4,-1
8849958689fffff,2017,4,0,2,2,13
8849958689fffff,2018,3,1,4,1,47
8849958689fffff,2019,0,1,4,2,-1
8849958689fffff,2020,1,0,2,2,1
8849958689fffff,2021,3,0,1,4,-1
8849958689fffff,2022,3,1,4,1,47
8849958689fffff,2023,3,1,4,1,47
8849958689fffff,2024,1,0,1,4,-1
884995868bfffff,2016,4,0,1,4,6
884995868bfffff,2017,1,2,1,4,64
884995868bfffff,2018,0,2,4,1,29
884995868bfffff,2019,1,0,1,4,65
884995868bfffff,2020,0,2,4,1,56
884995868bfffff,2021,4,2,1,4,5
884995868bfffff,2022,3,1,0,0,56
884995868bfffff,2023,3,0,1,4,22
884995868bfffff,2024,4,0,1,4,-1
884995868dfffff,2016,0,2,4,1,68
884995868dfffff,2017,1,2,1,4,-1
884995868dfffff,2018,4,0,4,1,5
884995868dfffff,2019,1,4,2,1,64
884995868dfffff,2020,0,2,4,1,-1
884995868dfffff,2021,0,2,4,1,29
884995868dfffff,2022,0,2,4,1,70
884995868dfffff,2023,0,2,4,1,74
884995868dfffff,2024,1,2,4,1,73
8849958691fffff,2016,0,2,4,1,57
8849958691fffff,2018,3,0,1,4,-1
8849958691fffff,2019,4,0,1,4,14
8849958691fffff,2020,1,0,2,2,-1
8849958691fffff,2021,4,0,0,0,19
8849958691fffff,2022,3,1,1,4,59
8849958691fffff,2023,1,4,2,2,65
8849958691fffff,2024,0,2,4,1,28
8849958693fffff,2016,0,1,4,1,6
8849958693fffff,2017,0,2,1,4,38
8849958693fffff,2018,0,2,1,1,28
8849958693fffff,2019,1,0,1,4,-1
8849958693fffff,2020,2,3,2,2,30
8849958693fffff,2021,0,2,4,2,56
8849958693fffff,2022,1,0,1,4,53
8849958693fffff,2023,1,0,1,4,53
8849958693fffff,2024,1,4,2,0,64
8849958695fffff,2017,4,0,1,4,15
8849958695fffff,2018,3,1,0,4,-1
8849958695fffff,2019,3,1,0,0,54
8849958695fffff,2020,4,2,1,1,6
8849958695fffff,2021,4,0,2,1,14
8849958695fffff,2022,1,4,2,2,3
8849958695fffff,2023,3,1,0,0,24
8849958695fffff,2024,3,0,1,4,-1
8849958697fffff,2016,1,0,1,4,52
8849958697fffff,2017,0,2,4,1,-1
8849958697fffff,2018,3,1,0,0,21
8849958697fffff,2019,0,2,4,1,74
8849958697fffff,2020,0,1,4,1,56
8849958697fffff,2021,4,0,2,2,17
8849958697fffff,2022,4,2,4,1,5
8849958697fffff,2023,4,0,1,4,13
8849958697fffff,2024,4,0,1,4,17
884995869bfffff,2017,0,2,1,4,-1
884995869bfffff,2018,4,0,1,4,64
884995869bfffff,2019,0,2,1,4,56
884995869bfffff,2020,3,1,1,4,-1
884995869bfffff,2021,4,3,2,2,13
884995869bfffff,2022,1,0,1,4,22
884995869bfffff,2023,3,3,0,0,42
884995869bfffff,2024,4,0,1,4,5
884995869dfffff,2016,4,0,1,4,15
884995869dfffff,2018,4,0,2,2,14
884995869dfffff,2019,1,4,0,0,51
884995869dfffff,2020,4,0,1,4,0
884995869dfffff,2021,1,2,4,1,38
884995869dfffff,2022,3,0,1,4,18
884995869dfffff,2023,4,0,1,4,12
884995869dfffff,2024,4,0,1,4,5
88499586a3fffff,2018,2,3,4,1,33
88499586a3fffff,2019,0,2,4,1,0
88499586a3fffff,2021,2,3,4,1,-1
88499586a3fffff,2022,2,3,2,1,4
88499586a3fffff,2023,0,2,4,1,29
88499586a3fffff,2024,0,2,4,1,49
88499586a7fffff,2017,4,2,4,1,62
88499586a7fffff,2018,2,3,2,0,-1
88499586a7fffff,2019,2,3,4,1,32
88499586a7fffff,2020,0,2,4,1,-1
88499586a7fffff,2021,2,3,2,0,-1
88499586a7fffff,2024,2,2,4,1,70
88499586abfffff,2020,4,0,1,4,13
88499586abfffff,2023,1,4,2,2,74
88499586abfffff,2024,0,2,4,1,-1
88499586b1fffff,2016,0,2,4,1,-1
88499586b1fffff,2017,0,2,4,1,-1
88499586b1fffff,2018,0,2,4,1,0
88499586b1fffff,2019,3,1,0,1,47
88499586b1fffff,2020,0,2,4,1,50
88499586b1fffff,2021,0,2,4,1,-1
88499586b1fffff,2022,2,3,0,0,41
88499586b1fffff,2023,0,1,4,1,24
88499586b1fffff,2024,0,2,4,1,-1
88499586b3fffff,2016,4,0,4,1,-1
88499586b3fffff,2018,3,0,0,0,-1
88499586b3fffff,2019,3,1,1,4,56
88499586b3fffff,2022,3,1,0,0,54
88499586b5fffff,2016,0,2,4,1,-1
88499586b5fffff,2017,2,3,4,1,-1
88499586b5fffff,2018,0,2,4,1,-1
88499586b5fffff,2019,4,2,4,1,57
88499586b5fffff,2020,0,2,2,2,-1
88499586b5fffff,2021,2,3,2,2,-1
88499586b5fffff,2022,2,3,4,0,34
88499586b5fffff,2023,4,3,4,1,14
88499586b5fffff,2024,0,2,4,1,56
88499586b7fffff,2016,0,1,4,1,24
88499586b7fffff,2017,0,1,1,4,56
88499586b7fffff,2018,3,1,4,1,-1
88499586b7fffff,2019,0,2,4,1,6
88499586b7fffff,2020,0,2,4,1,-1
88499586b7fffff,2021,2,3,1,4,-1
88499586b7fffff,2022,2,3,4,1,34
88499586b7fffff,2023,1,4,2,0,4
88499586b7fffff,2024,1,4,1,4,-1
88499586b9fffff,2016,4,0,1,4,14
88499586b9fffff,2017,1,4,2,2,2
88499586b9fffff,2018,0,2,4,1,-1
88499586b9fffff,2019,2,1,1,4,-1
88499586b9fffff,2020,0,2,4,1,70
88499586b9fffff,2021,0,2,1,4,27
88499586b9fffff,2022,3,1,0,0,24
88499586b9fffff,2023,4,0,1,4,14
88499586b9fffff,2024,4,2,4,1,5
88499586bbfffff,2016,0,2,4,1,27
88499586bbfffff,2017,1,3,1,4,72
88499586bbfffff,2018,3,3,0,0,42
88499586bbfffff,2019,1,0,2,2,-1
88499586bbfffff,2020,3,1,0,4,24
88499586bbfffff,2021,4,1,0,0,-1
88499586bbfffff,2022,1,0,1,4,53
88499586bbfffff,2023,1,0,2,2,22
88499586bbfffff,2024,4,0,1,4,-1
88499586bdfffff,2016,4,0,4,1,-1
88499586bdfffff,2017,4,0,1,4,12
88499586bdfffff,2018,0,2,4,1,-1
88499586bdfffff,2019,0,2,4,1,49
88499586bdfffff,2020,0,2,4,1,50
88499586bdfffff,2022,3,1,0,0,24
88499586bdfffff,2023,3,0,1,4,18
88499586bdfffff,2024,0,2,4,1,-1
88499586c3fffff,2016,4,0,1,4,13
88499586c3fffff,2017,3,1,2,2,2
88499586c3fffff,2018,0,2,1,4,38
88499586c3fffff,2019,3,1,2,2,60
88499586c3fffff,2020,1,0,2,2,2
88499586c3fffff,2021,4,1,2,2,-1
88499586c3fffff,2022,1,0,2,2,-1
88499586c3fffff,2023,2,0,1,4,-1
88499586c3fffff,2024,4,1,1,4,47
88499586c7fffff,2016,1,2,1,4,64
88499586c7fffff,2017,4,0,2,2,-1
88499586c7fffff,2018,0,2,4,1,0
88499586c7fffff,2019,0,2,1,4,56
88499586c7fffff,2020,4,0,2,2,-1
88499586c7fffff,2021,4,0,2,2,14
88499586c7fffff,2022,4,0,1,4,19
88499586c7fffff,2023,0,1,1,4,-1
88499586c7fffff,2024,3,0,1,4,22
88499586d5fffff,2017,1,2,2,2,-1
88499586d5fffff,2018,4,0,1,4,13
88499586d5fffff,2019,4,0,1,4,15
88499586d5fffff,2020,1,4,2,2,-1
88499586d5fffff,2021,4,0,1,4,38
88499586d5fffff,2022,1,0,2,2,23
88499586d5fffff,2023,3,0,1,4,18
88499586d5fffff,2024,1,2,1,4,28
88499586ddfffff,2018,4,0,2,2,13
88499586ddfffff,2021,4,2,1,4,-1
88499586ddfffff,2024,0,2,4,1,-1
88499586e1fffff,2016,1,2,4,1,65
88499586e1fffff,2017,1,2,1,4,-1
88499586e1fffff,2018,0,2,1,4,65
88499586e1fffff,2019,4,0,1,4,-1
88499586e1fffff,2020,4,1,1,4,15
88499586e1fffff,2021,0,2,4,1,65
88499586e1fffff,2022,0,2,1,4,-1
88499586e1fffff,2023,4,0,1,4,47
88499586e1fffff,2024,0,2,1,4,-1
88499586e3fffff,2016,0,2,4,1,57
88499586e3fffff,2017,4,0,4,1,15
88499586e3fffff,2018,3,1,0,0,-1
88499586e3fffff,2019,0,2,4,1,5
88499586e3fffff,2020,4,0,1,4,5
88499586e3fffff,2021,4,1,1,4,47
88499586e3fffff,2022,3,1,1,4,39
88499586e3fffff,2023,1,0,1,4,22
88499586e3fffff,2024,3,1,4,1,47
88499586e7fffff,2016,0,2,4,1,5
88499586e7fffff,2017,0,2,4,1,-1
88499586e7fffff,2018,4,0,1,4,17
88499586e7fffff,2019,0,2,1,4,38
88499586e7fffff,2020,4,2,1,1,-1
88499586e7fffff,2021,2,3,1,4,64
88499586e7fffff,2022,4,0,1,4,46
88499586e7fffff,2023,0,2,4,1,62
88499586e7fffff,2024,3,1,1,4,55
88499586ebfffff,2016,0,2,4,1,-1
88499586ebfffff,2017,0,2,1,4,0
88499586ebfffff,2018,3,1,0,0,-1
88499586ebfffff,2019,4,0,1,2,53
88499586ebfffff,2020,0,2,4,1,0
88499586ebfffff,2021,1,0,1,4,38
88499586ebfffff,2022,1,0,1,4,22
88499586ebfffff,2024,3,0,1,4,-1
88499586edfffff,2018,1,4,1,4,50
88499586edfffff,2019,4,2,4,1,15
88499586edfffff,2020,0,2,4,1,-1
88499586edfffff,2021,1,0,1,4,-1
88499586edfffff,2022,4,0,1,4,-1
88499586edfffff,2024,1,0,1,4,52
8849958705fffff,2016,0,2,1,4,-1
8849958705fffff,2017,0,2,4,1,-1
8849958705fffff,2018,1,0,1,4,38
8849958705fffff,2019,2,3,0,4,32
8849958705fffff,2020,3,1,4,1,24
8849958707fffff,2016,0,2,4,1,56
8849958707fffff,2017,0,2,4,1,29
8849958707fffff,2018,0,2,4,1,-1
8849958707fffff,2019,0,2,4,1,-1
8849958707fffff,2020,0,2,4,1,50
8849958707fffff,2021,3,0,1,4,20
8849958707fffff,2022,4,0,1,4,0
8849958707fffff,2023,4,0,1,4,19
8849958707fffff,2024,3,0,1,4,18
884995870dfffff,2016,4,0,1,4,-1
884995870dfffff,2017,4,0,1,4,0
884995870dfffff,2018,3,0,0,4,47
884995870dfffff,2019,3,0,1,4,-1
884995870dfffff,2020,1,0,1,4,65
884995870dfffff,2021,0,2,4,1,57
884995870dfffff,2022,3,1,0,0,-1
884995870dfffff,2024,2,0,1,4,-1
8849958721fffff,2016,0,2,4,4,-1
8849958721fffff,2017,3,0,4,1,56
8849958721fffff,2018,1,0,2,2,-1
8849958721fffff,2019,3,0,0,0,73
8849958721fffff,2020,0,2,1,4,38
8849958721fffff,2021,3,0,2,0,17
8849958721fffff,2022,0,2,4,1,68
8849958721fffff,2023,2,3,0,0,-1
8849958721fffff,2024,1,4,2,2,53
8849958723fffff,2016,1,4,0,0,52
8849958723fffff,2017,3,3,0,0,51
8849958723fffff,2018,3,3,0,0,42
8849958723fffff,2019,3,1,0,0,-1
8849958723fffff,2020,0,2,4,1,56
8849958723fffff,2021,2,3,0,0,57
8849958723fffff,2022,3,3,0,0,32
8849958723fffff,2023,2,3,0,0,-1
8849958723fffff,2024,3,0,0,0,-1
8849958725fffff,2016,3,1,0,0,21
8849958725fffff,2017,1,0,1,4,-1
8849958725fffff,2018,3,1,0,0,58
8849958725fffff,2019,3,1,0,4,60
8849958725fffff,2020,2,3,4,1,-1
8849958725fffff,2021,3,4,0,0,73
8849958725fffff,2022,4,0,2,2,13
8849958725fffff,2023,3,0,1,4,18
8849958725fffff,2024,3,0,1,4,-1
8849958727fffff,2016,0,2,4,1,74
8849958727fffff,2017,3,1,0,0,46
8849958727fffff,2018,3,3,0,0,40
8849958727fffff,2019,3,0,0,0,-1
8849958727fffff,2020,4,0,0,0,61
8849958727fffff,2021,3,1,0,0,59
8849958727fffff,2022,3,3,0,0,-1
8849958727fffff,2023,1,3,2,0,61
8849958727fffff,2024,3,3,0,0,-1
8849958729fffff,2016,4,1,4,1,-1
8849958729fffff,2017,4,2,4,1,5
8849958729fffff,2018,4,2,1,4,5
8849958729fffff,2019,4,0,1,4,13
8849958729fffff,2020,0,2,4,4,62
8849958729fffff,2021,0,2,4,1,56
8849958729fffff,2022,3,0,1,4,-1
884995872bfffff,2016,0,2,4,1,56
884995872bfffff,2017,4,0,1,4,15
884995872bfffff,2018,1,0,1,4,-1
884995872bfffff,2022,0,0,1,4,-1
884995872dfffff,2016,0,2,4,1,56
884995872dfffff,2017,0,2,4,1,27
884995872dfffff,2018,3,3,2,2,51
884995872dfffff,2019,2,3,4,1,-1
884995872dfffff,2020,4,0,1,4,14
884995872dfffff,2021,0,2,4,1,27
884995872dfffff,2022,3,0,1,4,21
884995872dfffff,2023,4,1,1,4,6
884995872dfffff,2024,1,0,1,4,-1
8849958731fffff,2016,4,3,4,1,57
8849958731fffff,2017,2,3,4,1,67
8849958731fffff,2018,3,4,0,0,73
8849958731fffff,2019,1,0,0,0,23
8849958731fffff,2020,0,1,4,1,-1
8849958731fffff,2022,4,0,1,4,-1
8849958731fffff,2024,4,1,1,4,15
8849958733fffff,2016,0,1,4,1,56
8849958733fffff,2017,0,2,4,1,57
8849958733fffff,2018,3,3,0,0,40
8849958733fffff,2019,1,0,1,4,-1
8849958733fffff,2020,0,2,4,1,29
8849958733fffff,2021,0,2,4,1,50
8849958733fffff,2022,2,3,1,4,36
8849958733fffff,2023,4,3,2,2,-1
8849958733fffff,2024,0,2,1,4,27
8849958735fffff,2016,2,3,1,4,72
8849958735fffff,2017,0,1,4,1,-1
8849958735fffff,2018,3,1,0,0,55
8849958735fffff,2019,3,1,0,0,-1
8849958735fffff,2020,4,1,4,1,5
8849958735fffff,2021,3,3,0,0,-1
8849958735fffff,2022,2,3,0,0,-1
8849958735fffff,2023,3,1,0,1,24
8849958735fffff,2024,3,3,2,0,42
8849958737fffff,2016,4,0,4,1,12
8849958737fffff,2017,0,2,4,1,56
8849958737fffff,2018,2,3,0,0,32
8849958737fffff,2019,0,2,4,1,57
8849958737fffff,2020,0,2,4,1,48
8849958737fffff,2021,0,2,4,1,-1
8849958737fffff,2022,2,3,4,1,32
8849958737fffff,2024,4,3,0,0,47
8849958739fffff,2016,2,3,4,1,-1
8849958739fffff,2017,0,2,4,1,27
8849958739fffff,2018,1,0,2,2,-1
8849958739fffff,2019,0,2,4,1,-1
8849958739fffff,2020,0,2,1,4,-1
8849958739fffff,2021,2,2,2,2,64
8849958739fffff,2022,1,4,2,2,-1
8849958739fffff,2023,3,0,1,4,-1
884995873bfffff,2016,0,2,1,4,-1
884995873bfffff,2017,0,2,4,1,62
884995873bfffff,2018,1,2,1,4,64
884995873bfffff,2019,4,2,4,1,-1
884995873bfffff,2020,0,2,4,1,29
884995873bfffff,2021,4,0,1,4,17
884995873bfffff,2022,4,1,1,4,46
884995873bfffff,2023,4,0,1,4,-1
884995873bfffff,2024,0,2,4,2,50
884995873dfffff,2016,4,2,4,1,15
884995873dfffff,2017,0,2,1,4,-1
884995873dfffff,2018,1,0,1,4,48
884995873dfffff,2019,0,2,4,1,16
884995873dfffff,2020,1,0,1,4,-1
884995873dfffff,2022,4,0,1,4,5
884995873dfffff,2023,0,2,1,4,-1
8849958757fffff,2018,0,2,4,1,27
8849958757fffff,2019,0,2,4,1,28
8849958757fffff,2020,4,0,4,4,14
8849958757fffff,2022,0,2,1,4,0
8849958757fffff,2023,0,0,1,4,65
8849958757fffff,2024,4,2,1,4,5
8849958761fffff,2016,4,2,4,1,5
8849958761fffff,2017,4,2,4,1,5
8849958761fffff,2018,3,0,1,4,-1
8849958761fffff,2019,0,1,1,4,27
8849958761fffff,2020,1,0,1,4,38
884995876bfffff,2016,0,1,1,4,27
884995876bfffff,2018,4,2,1,4,5
884995876bfffff,2022,2,3,1,4,-1
8849958c01fffff,2016,2,3,0,4,32
8849958c01fffff,2017,2,3,0,0,-1
8849958c01fffff,2018,3,3,0,0,-1
8849958c01fffff,2019,2,3,0,0,36
8849958c01fffff,2020,2,3,0,0,32
8849958c01fffff,2021,2,3,0,0,32
8849958c01fffff,2022,2,3,0,0,34
8849958c01fffff,2023,2,3,1,4,32
8849958c01fffff,2024,3,3,0,0,-1
8849958c03fffff,2016,2,3,2,2,-1
8849958c03fffff,2017,2,3,0,0,36
8849958c03fffff,2018,2,3,0,0,32
8849958c03fffff,2019,2,3,0,0,-1
8849958c03fffff,2020,2,3,0,0,-1
8849958c03fffff,2021,2,3,0,0,37
8849958c03fffff,2022,2,3,0,0,34
8849958c03fffff,2023,2,3,0,0,33
8849958c03fffff,2024,1,4,0,0,71
8849958c05fffff,2016,2,3,0,0,34
8849958c05fffff,2017,2,3,0,0,34
8849958c05fffff,2018,2,3,0,0,-1
8849958c05fffff,2019,2,3,0,0,34
8849958c05fffff,2020,3,0,0,0,43
8849958c05fffff,2021,3,3,0,0,-1
8849958c05fffff,2022,2,3,0,0,37
8849958c05fffff,2023,1,4,3,3,-1
8849958c05fffff,2024,2,3,0,0,32
8849958c07fffff,2016,1,4,2,2,-1
8849958c07fffff,2017,1,4,2,2,2
8849958c07fffff,2018,1,4,2,2,2
8849958c07fffff,2019,1,4,2,2,2
8849958c07fffff,2020,1,4,2,2,2
8849958c07fffff,2021,1,0,2,2,2
8849958c07fffff,2022,2,3,2,2,53
8849958c07fffff,2023,4,0,2,2,19
8849958c07fffff,2024,1,0,1,4,53
8849958c09fffff,2016,0,2,4,1,28
8849958c09fffff,2017,1,4,4,1,-1
8849958c09fffff,2018,1,4,0,0,-1
8849958c09fffff,2019,0,2,4,1,-1
8849958c09fffff,2020,3,1,2,0,57
8849958c09fffff,2021,1,0,0,0,-1
8849958c09fffff,2022,3,0,0,0,23
8849958c09fffff,2023,3,0,1,4,-1
8849958c09fffff,2024,3,0,1,4,18
