h3_8,año_hecho,cluster_km_ae,cluster_km_ae_cos,cluster_km_pca,cluster_km_raw,cluster_hdbscan
884995b937fffff,2019,0,2,4,1,68
884995b937fffff,2020,0,2,4,1,-1
884995b937fffff,2021,3,1,2,2,56
884995b937fffff,2022,0,2,1,4,-1
884995b937fffff,2023,1,2,1,4,64
884995b937fffff,2024,0,2,4,1,-1
884995b939fffff,2016,2,3,0,1,32
884995b939fffff,2017,2,3,1,4,-1
884995b939fffff,2018,3,3,0,0,45
884995b939fffff,2019,3,1,2,2,60
884995b939fffff,2020,3,0,0,0,-1
884995b939fffff,2021,0,3,0,4,-1
884995b939fffff,2022,3,0,0,0,-1
884995b939fffff,2023,1,2,0,1,-1
884995b939fffff,2024,3,0,1,4,23
884995b93bfffff,2016,0,2,4,1,29
884995b93bfffff,2017,0,2,4,1,-1
884995b93bfffff,2018,1,2,0,0,73
884995b93bfffff,2019,1,4,2,2,-1
884995b93bfffff,2020,3,1,2,2,-1
884995b93bfffff,2021,4,0,2,2,19
884995b93bfffff,2022,3,1,0,0,24
884995b93bfffff,2023,4,0,1,4,-1
884995b93bfffff,2024,4,3,1,4,14
884995b93dfffff,2016,0,2,4,1,-1
884995b93dfffff,2017,0,2,4,1,70
884995b93dfffff,2018,0,2,4,1,-1
884995b93dfffff,2019,1,4,2,2,73
884995b93dfffff,2020,0,2,4,1,29
884995b93dfffff,2021,3,3,0,0,-1
884995b93dfffff,2022,2,3,2,0,23
884995b93dfffff,2023,2,3,4,1,-1
884995b93dfffff,2024,2,3,2,0,30
884995b941fffff,2016,1,0,2,2,53
884995b941fffff,2017,3,1,0,0,-1
884995b941fffff,2018,3,0,0,0,21
884995b941fffff,2019,3,1,0,0,67
884995b941fffff,2020,1,4,0,0,-1
884995b941fffff,2021,3,0,1,4,18
884995b941fffff,2022,1,4,2,0,4
884995b941fffff,2023,1,4,1,4,-1
884995b941fffff,2024,1,0,1,4,64
884995b943fffff,2016,0,4,4,1,-1
884995b943fffff,2017,1,4,3,3,-1
884995b943fffff,2018,1,4,3,3,7
884995b943fffff,2019,1,4,3,3,7
884995b943fffff,2020,1,4,0,0,-1
884995b943fffff,2021,1,4,3,3,-1
884995b943fffff,2022,1,4,3,3,8
884995b943fffff,2023,1,4,3,3,8
884995b943fffff,2024,1,4,3,3,8
884995b947fffff,2017,0,2,2,2,-1
884995b947fffff,2018,4,0,1,4,17
884995b947fffff,2019,2,3,4,1,4
884995b947fffff,2020,1,4,2,2,-1
884995b947fffff,2021,3,1,0,0,56
884995b947fffff,2022,2,3,2,2,40
884995b947fffff,2023,1,0,0,0,-1
884995b947fffff,2024,1,4,0,0,56
884995b94bfffff,2016,4,0,1,4,52
884995b94bfffff,2017,0,2,2,2,70
884995b94bfffff,2018,1,4,0,0,-1
884995b94bfffff,2019,1,4,2,2,-1
884995b94bfffff,2020,1,4,2,2,71
884995b94bfffff,2021,3,3,0,0,44
884995b94bfffff,2022,3,1,0,0,56
884995b94bfffff,2023,3,0,0,0,-1
884995b94bfffff,2024,3,0,1,4,21
884995b951fffff,2016,4,0,1,4,12
884995b951fffff,2017,0,2,4,1,29
884995b951fffff,2018,1,4,4,1,-1
884995b951fffff,2019,0,2,4,1,73
884995b951fffff,2020,0,4,4,1,-1
884995b951fffff,2021,4,0,1,4,-1
884995b951fffff,2022,1,4,2,0,51
884995b951fffff,2023,3,0,1,4,-1
884995b951fffff,2024,1,2,4,1,-1
884995b953fffff,2016,0,2,4,1,68
884995b953fffff,2017,0,2,4,1,-1
884995b953fffff,2018,0,2,4,1,-1
884995b953fffff,2019,0,2,4,1,56
884995b953fffff,2020,3,1,4,1,47
884995b953fffff,2021,4,1,2,2,55
884995b953fffff,2022,3,1,0,0,47
884995b953fffff,2023,4,0,0,0,19
884995b953fffff,2024,1,4,0,4,-1
884995b955fffff,2016,0,2,4,1,28
884995b955fffff,2017,0,1,4,1,-1
884995b955fffff,2018,3,0,1,4,-1
884995b955fffff,2019,0,2,4,1,29
884995b955fffff,2020,4,1,1,4,46
884995b955fffff,2021,3,1,1,4,-1
884995b955fffff,2022,0,2,0,1,-1
884995b955fffff,2023,2,3,1,4,53
884995b955fffff,2024,1,0,1,4,22
884995b957fffff,2016,0,2,4,1,49
884995b957fffff,2017,0,2,1,4,-1
884995b957fffff,2018,1,4,0,0,52
884995b957fffff,2019,4,0,1,4,5
884995b957fffff,2020,1,0,4,1,72
884995b957fffff,2021,1,4,0,0,4
884995b957fffff,2022,0,2,4,1,38
884995b957fffff,2023,3,1,1,4,-1
884995b957fffff,2024,3,0,1,4,72
884995b959fffff,2016,0,2,4,1,-1
884995b959fffff,2017,1,0,2,2,-1
884995b959fffff,2018,3,0,4,1,52
884995b959fffff,2019,0,4,0,0,56
884995b959fffff,2020,3,1,0,0,67
884995b959fffff,2021,1,4,2,2,-1
884995b959fffff,2022,3,1,0,0,66
884995b959fffff,2023,1,0,1,4,47
884995b959fffff,2024,1,2,1,4,0
884995b95bfffff,2016,1,2,2,2,2
884995b95bfffff,2017,2,3,2,2,30
884995b95bfffff,2018,1,4,0,0,52
884995b95bfffff,2019,3,1,0,0,67
884995b95bfffff,2020,3,1,0,0,55
884995b95bfffff,2021,3,4,2,0,55
884995b95bfffff,2022,3,1,0,0,-1
884995b95bfffff,2023,3,1,0,1,55
884995b95bfffff,2024,3,1,0,0,-1
884995b95dfffff,2016,0,2,4,1,-1
884995b95dfffff,2017,1,4,1,4,65
884995b95dfffff,2018,1,4,3,3,9
884995b95dfffff,2019,3,4,0,0,35
884995b95dfffff,2020,3,4,0,2,35
884995b95dfffff,2021,3,1,0,0,-1
884995b95dfffff,2022,3,1,0,0,47
884995b95dfffff,2023,2,3,0,0,-1
884995b95dfffff,2024,0,2,4,1,73
884995b961fffff,2016,0,2,4,1,5
884995b961fffff,2017,0,2,4,1,-1
884995b961fffff,2018,4,0,1,4,-1
884995b961fffff,2019,1,2,2,2,2
884995b961fffff,2020,4,0,2,2,13
884995b961fffff,2021,3,3,0,0,-1
884995b961fffff,2022,4,1,2,2,6
884995b961fffff,2023,4,1,1,4,-1
884995b963fffff,2016,0,2,4,1,-1
884995b963fffff,2017,0,2,4,1,69
884995b963fffff,2018,0,2,4,1,70
884995b963fffff,2019,0,2,4,1,27
884995b963fffff,2020,0,1,4,1,57
884995b963fffff,2021,0,2,4,1,56
884995b963fffff,2022,4,2,4,1,-1
884995b963fffff,2023,3,0,0,0,52
884995b963fffff,2024,4,0,1,4,13
884995b967fffff,2016,0,2,4,1,28
884995b967fffff,2017,0,2,1,4,-1
884995b967fffff,2018,4,2,4,1,38
884995b967fffff,2019,4,2,2,2,5
884995b967fffff,2020,0,2,4,1,65
884995b967fffff,2021,0,0,1,4,-1
884995b967fffff,2022,4,0,1,2,52
884995b967fffff,2023,1,0,1,4,22
884995b96bfffff,2016,1,4,2,2,-1
884995b96bfffff,2017,0,2,2,2,56
884995b96bfffff,2018,4,0,2,2,14
884995b96bfffff,2019,0,2,2,2,2
884995b96bfffff,2020,3,1,2,2,-1
884995b96bfffff,2021,0,2,4,1,27
884995b96bfffff,2022,3,1,0,0,45
884995b96bfffff,2023,2,3,0,0,40
884995b96bfffff,2024,4,1,4,1,15
884995b989fffff,2016,0,2,4,1,-1
884995b989fffff,2017,2,2,4,1,-1
884995b989fffff,2018,2,3,4,1,37
884995b989fffff,2019,2,3,4,1,37
884995b989fffff,2020,0,2,4,1,50
884995b989fffff,2021,0,2,4,1,50
884995b989fffff,2022,2,3,1,4,37
884995b989fffff,2023,2,3,0,0,-1
884995b989fffff,2024,2,2,1,4,72
884995b98bfffff,2016,2,3,4,1,-1
884995b98bfffff,2017,2,3,4,1,25
884995b98bfffff,2018,0,2,1,4,0
884995b98bfffff,2019,1,2,4,1,4
884995b98bfffff,2022,2,3,4,1,-1
884995b98bfffff,2023,2,3,2,1,51
884995b98bfffff,2024,0,2,4,1,28
884995b98dfffff,2016,2,3,4,1,33
884995b98dfffff,2018,1,0,2,2,-1
884995b98dfffff,2019,1,0,1,4,64
884995b98dfffff,2020,2,3,2,2,-1
884995b98dfffff,2021,4,0,1,2,15
884995b98dfffff,2023,1,4,2,2,2
884995b991fffff,2016,0,2,4,1,50
884995b991fffff,2018,1,4,2,2,2
884995b991fffff,2019,1,2,2,2,2
884995b991fffff,2022,1,4,2,2,-1
884995b991fffff,2023,1,4,2,2,-1
884995b993fffff,2016,1,4,2,2,-1
884995b993fffff,2017,1,4,2,2,64
884995b993fffff,2018,1,4,2,2,53
884995b993fffff,2019,1,4,2,2,-1
884995b993fffff,2020,1,4,1,4,64
884995b993fffff,2021,1,0,1,4,-1
884995b993fffff,2022,0,0,1,4,64
884995b993fffff,2023,2,2,1,4,64
884995b993fffff,2024,4,0,1,4,53
884995b999fffff,2016,2,3,4,1,-1
884995b999fffff,2017,1,4,2,2,-1
884995b999fffff,2018,1,4,2,2,2
884995b999fffff,2019,1,4,2,2,3
884995b999fffff,2020,1,2,2,2,65
884995b999fffff,2021,1,4,2,2,-1
884995b999fffff,2022,2,3,4,1,-1
884995b999fffff,2023,1,2,1,4,-1
884995b999fffff,2024,1,4,1,4,64
884995b99bfffff,2016,0,2,4,1,68
884995b99bfffff,2017,0,2,4,1,70
884995b99bfffff,2018,1,4,0,0,42
884995b99bfffff,2019,1,4,2,2,64
884995b99bfffff,2020,3,3,2,0,35
884995b99bfffff,2021,0,3,2,2,74
884995b99bfffff,2022,1,4,4,1,-1
884995b99bfffff,2023,3,1,1,4,-1
884995b99bfffff,2024,0,2,1,4,27
884995b99dfffff,2016,0,2,4,1,28
884995b99dfffff,2017,1,0,2,2,1
884995b99dfffff,2018,0,2,4,1,-1
884995b99dfffff,2019,2,3,0,0,30
884995b99dfffff,2020,4,0,1,4,17
884995b99dfffff,2021,0,2,4,1,56
884995b99dfffff,2022,1,0,1,4,64
884995b99dfffff,2023,1,0,1,4,-1
884995b99dfffff,2024,4,0,1,4,-1
884995b9c1fffff,2016,2,2,4,1,33
884995b9c1fffff,2017,2,3,4,0,-1
884995b9c1fffff,2018,1,4,0,0,51
884995b9c1fffff,2019,1,3,0,0,61
884995b9c1fffff,2020,3,1,0,0,61
884995b9c1fffff,2021,3,3,0,0,44
884995b9c1fffff,2022,3,4,0,0,-1
884995b9c1fffff,2023,2,3,0,0,-1
884995b9c1fffff,2024,3,4,1,4,-1
884995b9c3fffff,2016,2,3,4,1,-1
884995b9c3fffff,2017,2,3,3,3,-1
884995b9c3fffff,2018,1,4,3,3,-1
884995b9c3fffff,2019,1,4,3,3,10
884995b9c3fffff,2020,3,1,0,0,66
884995b9c3fffff,2021,1,4,3,3,8
884995b9c3fffff,2022,1,4,3,3,8
884995b9c3fffff,2023,1,4,3,3,8
884995b9c3fffff,2024,1,4,3,3,8
884995b9c5fffff,2016,2,3,2,0,32
884995b9c5fffff,2017,2,3,2,2,33
884995b9c5fffff,2018,2,3,2,2,-1
884995b9c5fffff,2019,3,0,2,2,23
884995b9c5fffff,2020,1,4,2,2,2
884995b9c5fffff,2021,2,3,2,2,-1
884995b9c5fffff,2022,2,3,2,0,32
884995b9c5fffff,2023,1,3,2,2,53
884995b9c5fffff,2024,2,3,0,0,32
884995b9c7fffff,2016,0,2,4,1,50
884995b9c7fffff,2017,0,2,4,1,28
884995b9c7fffff,2018,0,1,4,1,-1
884995b9c7fffff,2019,1,4,2,0,4
884995b9c7fffff,2020,4,0,1,4,-1
884995b9c7fffff,2021,4,0,4,1,-1
884995b9c7fffff,2022,2,3,2,2,37
884995b9c7fffff,2023,0,2,1,4,0
884995b9c7fffff,2024,4,0,1,4,-1
884995b9c9fffff,2016,2,3,0,0,32
884995b9c9fffff,2017,3,3,0,0,35
884995b9c9fffff,2018,3,1,0,0,61
884995b9c9fffff,2019,3,3,0,0,61
884995b9c9fffff,2020,3,1,0,0,55
884995b9c9fffff,2021,3,1,0,0,-1
884995b9c9fffff,2022,2,3,0,0,-1
884995b9c9fffff,2023,3,1,0,0,-1
884995b9c9fffff,2024,2,3,0,0,42
884995b9cbfffff,2016,0,2,4,1,69
884995b9cbfffff,2017,1,4,3,3,-1
884995b9cbfffff,2018,1,4,3,3,-1
884995b9cbfffff,2019,1,4,3,3,8
884995b9cbfffff,2020,2,3,4,1,35
884995b9cbfffff,2021,3,4,0,0,9
884995b9cbfffff,2022,1,4,3,3,4
884995b9cbfffff,2023,3,4,3,3,11
884995b9cbfffff,2024,1,4,3,3,10
884995b9cdfffff,2016,2,3,4,1,-1
884995b9cdfffff,2017,2,3,0,0,37
884995b9cdfffff,2018,2,3,0,0,31
884995b9cdfffff,2019,3,4,0,0,-1
884995b9cdfffff,2020,3,3,0,0,61
884995b9cdfffff,2021,3,0,0,0,-1
884995b9cdfffff,2022,2,3,0,0,32
884995b9cdfffff,2023,2,3,0,0,32
884995b9cdfffff,2024,3,4,0,0,-1
884995b9d1fffff,2016,4,2,4,1,50
884995b9d1fffff,2017,1,2,2,1,-1
884995b9d1fffff,2018,2,3,0,0,36
884995b9d1fffff,2019,0,2,4,1,68
884995b9d3fffff,2016,0,2,4,1,70
884995b9d3fffff,2017,1,2,4,1,62
884995b9d3fffff,2018,2,3,2,2,-1
884995b9d3fffff,2019,3,1,0,0,-1
884995b9d3fffff,2020,1,4,2,2,-1
884995b9d3fffff,2021,3,1,1,4,47
884995b9d3fffff,2022,1,4,2,2,66
884995b9d3fffff,2023,3,1,1,4,24
884995b9d3fffff,2024,2,0,1,4,-1
884995b9d5fffff,2016,0,2,4,1,49
884995b9d5fffff,2017,0,2,4,1,57
884995b9d5fffff,2018,0,2,4,1,73
884995b9d5fffff,2019,0,2,4,1,57
884995b9d5fffff,2020,3,1,4,1,67
884995b9d5fffff,2021,0,1,4,1,27
884995b9d5fffff,2022,3,1,0,0,24
884995b9d5fffff,2023,3,3,0,0,23
884995b9d5fffff,2024,1,0,1,4,72
884995b9d7fffff,2016,0,2,4,1,-1
884995b9d7fffff,2017,0,2,4,1,-1
884995b9d7fffff,2018,0,2,4,1,73
884995b9d7fffff,2019,3,1,0,0,56
884995b9d7fffff,2020,0,2,4,1,70
884995b9d7fffff,2021,3,1,1,4,24
884995b9d7fffff,2022,2,3,4,1,37
884995b9d7fffff,2023,2,0,1,4,32
884995b9d7fffff,2024,1,0,1,4,72
884995b9d9fffff,2018,2,3,4,1,74
884995b9d9fffff,2019,3,1,4,1,-1
884995b9d9fffff,2020,1,2,2,2,-1
884995b9d9fffff,2021,1,4,4,1,60
884995b9d9fffff,2022,4,1,0,0,46
884995b9d9fffff,2023,4,0,1,4,-1
884995b9d9fffff,2024,0,1,4,1,56
884995b9dbfffff,2016,0,2,4,1,74
884995b9dbfffff,2017,0,2,4,1,-1
884995b9dbfffff,2018,2,3,0,0,41
884995b9dbfffff,2019,1,4,2,2,2
884995b9dbfffff,2020,1,4,2,2,-1
884995b9dbfffff,2021,1,4,2,2,-1
884995b9dbfffff,2022,1,4,0,3,-1
884995b9dbfffff,2023,1,4,2,2,4
884995b9dbfffff,2024,1,4,4,1,74
884995b9ddfffff,2016,0,2,4,1,-1
884995b9ddfffff,2017,0,2,4,1,-1
884995b9ddfffff,2018,2,3,4,1,58
884995b9ddfffff,2019,4,1,4,1,5
884995b9ddfffff,2020,0,2,4,1,-1
884995b9ddfffff,2021,2,3,2,0,-1
884995b9ddfffff,2022,2,3,0,0,40
884995b9ddfffff,2023,3,1,0,1,24
884995b9ddfffff,2024,0,2,4,1,-1
884995b9e1fffff,2016,2,3,4,1,-1
884995b9e1fffff,2017,2,3,4,1,-1
884995b9e1fffff,2018,2,3,0,0,32
884995b9e1fffff,2019,3,1,0,0,66
884995b9e1fffff,2020,3,1,2,2,17
884995b9e1fffff,2021,3,0,1,4,20
884995b9e1fffff,2022,2,3,0,0,32
884995b9e1fffff,2023,3,1,0,0,63
884995b9e1fffff,2024,3,1,0,0,-1
884995b9e3fffff,2016,0,2,4,1,38
884995b9e3fffff,2017,1,4,2,2,-1
884995b9e3fffff,2018,1,3,2,2,30
884995b9e3fffff,2019,3,1,0,0,-1
884995b9e3fffff,2020,4,0,0,0,-1
884995b9e3fffff,2021,1,4,4,0,-1
884995b9e3fffff,2022,3,1,0,0,-1
884995b9e3fffff,2023,1,2,1,4,65
884995b9e3fffff,2024,4,0,1,4,53
884995b9e5fffff,2016,1,4,2,2,2
884995b9e5fffff,2017,1,4,2,2,-1
884995b9e5fffff,2018,1,4,2,2,-1
884995b9e5fffff,2019,0,2,2,2,2
884995b9e5fffff,2020,4,0,2,2,-1
884995b9e5fffff,2021,1,0,2,2,2
884995b9e5fffff,2022,3,1,0,0,55
884995b9e5fffff,2023,3,1,4,1,47
884995b9e5fffff,2024,3,0,1,4,64
884995b9e7fffff,2016,1,2,2,2,-1
884995b9e7fffff,2017,0,2,4,1,-1
884995b9e7fffff,2018,2,3,0,0,37
884995b9e7fffff,2019,1,0,2,2,-1
884995b9e7fffff,2020,1,4,2,2,2
884995b9e7fffff,2021,2,3,0,0,-1
884995b9e7fffff,2022,0,1,2,2,60
884995b9e7fffff,2023,3,1,0,0,47
884995b9e7fffff,2024,2,3,2,0,40
884995b9e9fffff,2016,0,2,4,1,68
884995b9e9fffff,2017,2,3,2,0,34
884995b9e9fffff,2018,2,3,0,0,36
884995b9e9fffff,2019,2,3,0,0,-1
884995b9e9fffff,2020,2,3,2,2,36
884995b9e9fffff,2021,2,3,0,0,44
884995b9e9fffff,2022,3,0,2,2,-1
884995b9e9fffff,2023,2,3,0,0,32
884995b9e9fffff,2024,3,0,0,4,21
884995b9ebfffff,2016,1,4,2,2,2
884995b9ebfffff,2017,1,4,2,2,53
884995b9ebfffff,2018,1,0,2,2,-1
884995b9ebfffff,2019,1,4,2,2,-1
884995b9ebfffff,2020,2,3,2,2,53
884995b9ebfffff,2021,4,0,1,4,-1
884995b9ebfffff,2022,1,4,2,2,4
884995b9ebfffff,2023,1,0,1,4,65
884995b9ebfffff,2024,2,3,0,0,-1
884995b9edfffff,2016,0,2,4,1,29
884995b9edfffff,2017,0,2,4,1,29
884995b9edfffff,2018,1,4,0,0,4
884995b9edfffff,2019,4,0,1,2,15
884995b9edfffff,2020,3,1,1,4,-1
884995b9edfffff,2021,4,0,1,4,-1
884995b9edfffff,2022,3,0,0,0,21
884995b9edfffff,2023,0,1,1,4,27
884995b9edfffff,2024,4,0,1,4,12
884995ba01fffff,2016,0,1,4,1,24
884995ba01fffff,2017,0,1,0,1,56
884995ba01fffff,2018,3,3,0,0,61
884995ba01fffff,2019,3,1,0,1,47
884995ba01fffff,2020,3,1,0,0,55
884995ba01fffff,2021,3,3,0,0,39
884995ba01fffff,2022,1,0,0,0,48
884995ba01fffff,2023,3,1,1,4,18
884995ba01fffff,2024,0,2,4,1,29
884995ba03fffff,2016,0,2,4,1,29
884995ba03fffff,2017,0,2,4,1,-1
884995ba03fffff,2018,3,1,0,0,-1
884995ba03fffff,2019,3,1,0,0,66
884995ba03fffff,2020,3,1,0,0,-1
884995ba03fffff,2021,3,4,0,0,63
884995ba03fffff,2022,3,4,0,0,-1
884995ba03fffff,2023,3,1,1,4,56
884995ba03fffff,2024,3,3,0,4,25
884995ba05fffff,2016,0,2,4,1,29
884995ba05fffff,2017,0,2,4,1,60
884995ba05fffff,2018,1,4,0,0,71
884995ba05fffff,2019,4,0,0,0,17
884995ba05fffff,2020,0,1,4,1,56
884995ba05fffff,2021,3,1,0,0,-1
884995ba05fffff,2022,3,0,0,0,-1
884995ba05fffff,2023,4,0,1,4,17
884995ba05fffff,2024,3,0,1,4,18
884995ba07fffff,2016,1,4,0,0,9
884995ba07fffff,2017,3,1,0,0,66
884995ba07fffff,2018,3,4,3,3,9
884995ba07fffff,2019,3,1,0,0,66
884995ba07fffff,2020,3,1,0,0,55
884995ba07fffff,2021,3,4,3,0,11
884995ba07fffff,2022,3,4,3,3,11
884995ba07fffff,2023,3,4,0,0,11
884995ba07fffff,2024,1,4,3,3,8
884995ba09fffff,2016,0,2,4,1,-1
884995ba09fffff,2017,0,2,4,1,74
884995ba09fffff,2018,1,4,0,0,52
884995ba09fffff,2019,0,2,4,1,58
884995ba09fffff,2020,3,3,0,0,35
884995ba09fffff,2021,3,1,0,0,45
884995ba09fffff,2022,2,3,1,0,32
884995ba09fffff,2023,4,0,4,1,17
884995ba09fffff,2024,0,2,1,4,16
884995ba0bfffff,2016,0,2,4,1,29
884995ba0bfffff,2017,0,2,4,1,29
884995ba0bfffff,2018,3,4,0,0,-1
884995ba0bfffff,2019,1,4,0,0,-1
884995ba0bfffff,2020,3,1,0,0,66
884995ba0bfffff,2021,3,1,0,0,-1
884995ba0bfffff,2022,3,0,0,0,19
884995ba0bfffff,2023,0,2,1,4,-1
884995ba0bfffff,2024,1,4,4,1,73
884995ba0dfffff,2016,0,2,4,1,68
884995ba0dfffff,2017,3,1,4,1,56
884995ba0dfffff,2018,3,1,0,0,47
884995ba0dfffff,2019,0,2,4,1,-1
884995ba0dfffff,2020,3,1,0,0,-1
884995ba0dfffff,2021,0,2,4,1,-1
884995ba0dfffff,2022,2,3,0,0,63
884995ba0dfffff,2023,4,0,1,4,14
884995ba0dfffff,2024,0,2,4,1,-1
884995ba11fffff,2016,1,4,3,3,-1
884995ba11fffff,2017,3,0,3,3,-1
884995ba11fffff,2018,1,4,3,3,8
884995ba11fffff,2019,2,3,0,0,-1
884995ba11fffff,2020,2,4,1,3,-1
884995ba11fffff,2021,2,3,0,3,-1
884995ba11fffff,2022,1,4,3,3,-1
884995ba11fffff,2023,1,4,3,3,8
884995ba11fffff,2024,2,3,2,0,40
884995ba15fffff,2016,0,2,4,1,-1
884995ba15fffff,2017,0,2,4,1,-1
884995ba15fffff,2018,3,1,0,0,-1
884995ba15fffff,2019,0,1,4,1,67
884995ba15fffff,2020,3,1,0,0,-1
884995ba15fffff,2021,3,3,0,0,-1
884995ba15fffff,2022,1,4,4,1,4
884995ba15fffff,2023,0,2,4,1,70
884995ba15fffff,2024,0,2,4,1,56
884995ba19fffff,2016,0,2,4,1,-1
884995ba19fffff,2017,1,4,2,2,2
884995ba19fffff,2018,3,3,0,0,42
884995ba19fffff,2019,3,1,0,0,56
884995ba19fffff,2020,3,1,0,0,-1
884995ba19fffff,2021,3,1,0,0,66
884995ba19fffff,2022,2,3,0,0,-1
884995ba19fffff,2023,3,0,0,0,-1
884995ba19fffff,2024,2,3,0,0,-1
884995ba1dfffff,2016,0,2,4,1,-1
884995ba1dfffff,2017,1,4,3,3,7
884995ba1dfffff,2018,1,4,3,3,7
884995ba1dfffff,2019,1,4,3,3,10
884995ba1dfffff,2020,3,1,0,0,61
884995ba1dfffff,2021,1,4,3,3,-1
884995ba1dfffff,2022,1,4,3,3,10
884995ba1dfffff,2023,1,4,3,3,8
884995ba1dfffff,2024,3,4,3,3,11
884995ba21fffff,2016,2,3,0,0,53
884995ba21fffff,2017,1,4,0,0,-1
884995ba21fffff,2018,3,4,3,0,10
884995ba21fffff,2019,1,4,0,0,-1
884995ba21fffff,2020,1,3,0,0,-1
884995ba21fffff,2021,1,3,0,0,42
884995ba21fffff,2022,3,0,0,0,-1
884995ba21fffff,2023,2,3,0,0,37
884995ba21fffff,2024,3,0,0,0,-1
884995ba23fffff,2016,1,4,4,0,71
884995ba23fffff,2017,1,4,3,0,-1
884995ba23fffff,2018,3,4,3,3,-1
884995ba23fffff,2019,1,4,3,3,9
884995ba23fffff,2020,3,0,0,0,-1
884995ba23fffff,2021,3,1,0,0,66
884995ba23fffff,2022,1,4,3,3,8
884995ba23fffff,2023,3,4,3,0,24
884995ba23fffff,2024,1,4,3,3,-1
884995ba25fffff,2016,3,4,0,0,-1
884995ba25fffff,2017,1,4,3,3,7
884995ba25fffff,2018,1,4,3,3,7
884995ba25fffff,2019,1,4,3,3,7
884995ba25fffff,2020,3,1,0,0,-1
884995ba25fffff,2021,3,4,3,3,11
884995ba25fffff,2022,3,4,3,3,11
884995ba25fffff,2023,1,4,3,3,8
884995ba25fffff,2024,2,3,0,3,37
884995ba27fffff,2016,1,4,0,0,-1
884995ba27fffff,2017,1,4,0,0,-1
884995ba27fffff,2018,3,1,0,0,61
884995ba27fffff,2019,3,1,0,0,43
884995ba27fffff,2020,3,1,0,0,63
884995ba27fffff,2021,3,4,0,0,61
884995ba27fffff,2022,1,0,0,0,21
884995ba27fffff,2023,3,0,0,0,21
884995ba27fffff,2024,3,4,0,0,-1
884995ba29fffff,2016,0,2,4,1,74
884995ba29fffff,2017,3,1,0,0,-1
884995ba29fffff,2018,3,4,0,0,-1
884995ba29fffff,2019,1,4,0,0,9
884995ba29fffff,2020,1,4,0,0,43
884995ba29fffff,2021,1,4,0,0,66
884995ba29fffff,2022,3,1,0,0,43
884995ba29fffff,2023,1,4,0,0,-1
884995ba29fffff,2024,2,3,0,0,-1
884995ba2bfffff,2016,1,4,3,3,-1
884995ba2bfffff,2017,1,4,3,3,7
884995ba2bfffff,2018,1,4,3,3,7
884995ba2bfffff,2019,1,4,3,3,7
884995ba2bfffff,2020,3,4,0,0,35
884995ba2bfffff,2021,3,4,3,3,11
884995ba2bfffff,2022,1,4,3,3,8
884995ba2bfffff,2023,1,4,3,3,8
884995ba2bfffff,2024,1,4,3,3,-1
884995ba2dfffff,2016,0,2,4,1,68
884995ba2dfffff,2017,0,1,4,1,24
884995ba2dfffff,2018,3,1,0,0,51
884995ba2dfffff,2019,3,1,0,0,35
884995ba2dfffff,2020,0,2,4,1,73
884995ba2dfffff,2021,3,1,0,0,58
884995ba2dfffff,2022,2,3,0,0,-1
884995ba2dfffff,2023,3,0,0,0,-1
884995ba2dfffff,2024,3,0,1,4,-1
884995ba31fffff,2016,3,1,0,0,-1
884995ba31fffff,2017,3,4,0,0,-1
884995ba31fffff,2018,3,4,3,0,26
884995ba31fffff,2019,3,4,3,0,11
884995ba31fffff,2020,3,1,0,0,61
884995ba31fffff,2021,3,0,0,0,20
884995ba31fffff,2022,3,0,0,0,18
884995ba31fffff,2023,3,0,0,0,18
884995ba31fffff,2024,3,0,0,0,18
884995ba33fffff,2016,0,1,4,1,24
884995ba33fffff,2017,0,2,4,1,-1
884995ba33fffff,2018,3,1,0,0,-1
884995ba33fffff,2019,4,1,0,1,46
884995ba33fffff,2020,2,3,2,2,30
884995ba33fffff,2021,3,1,0,0,59
884995ba33fffff,2022,3,1,1,4,21
884995ba33fffff,2023,3,1,4,1,55
884995ba33fffff,2024,0,2,4,1,56
884995ba35fffff,2016,1,4,3,3,-1
884995ba35fffff,2017,3,4,3,3,11
884995ba35fffff,2018,1,4,3,3,-1
884995ba35fffff,2019,1,4,3,3,-1
884995ba35fffff,2020,3,1,0,0,66
884995ba35fffff,2021,1,4,3,3,8
884995ba35fffff,2022,3,0,3,3,-1
884995ba35fffff,2023,3,0,0,0,18
884995ba35fffff,2024,3,0,0,0,-1
884995ba37fffff,2016,3,1,0,0,55
884995ba37fffff,2017,3,3,0,0,-1
884995ba37fffff,2018,3,3,0,0,26
884995ba37fffff,2019,3,1,0,0,45
884995ba37fffff,2020,3,0,0,0,-1
884995ba37fffff,2021,3,0,0,0,21
884995ba37fffff,2022,3,0,1,4,18
884995ba37fffff,2023,3,0,0,0,21
884995ba37fffff,2024,3,0,1,4,18
884995ba39fffff,2016,0,2,4,1,-1
884995ba39fffff,2017,3,0,0,0,-1
884995ba39fffff,2018,3,0,0,0,-1
884995ba39fffff,2019,3,1,0,0,-1
884995ba39fffff,2020,3,0,0,0,59
884995ba39fffff,2021,3,0,1,4,21
884995ba39fffff,2022,3,3,0,0,-1
884995ba39fffff,2023,3,0,1,4,-1
884995ba39fffff,2024,3,0,0,0,18
884995ba3bfffff,2016,0,4,4,1,-1
884995ba3bfffff,2017,1,4,3,3,-1
884995ba3bfffff,2018,1,4,3,3,10
