h3_8,cluster,lag,lisa_I,lisa_p,lisa_q,lisa_sig,year
884995baa1fffff,4,1.833333333333333,0.04155243240516736,0.428,1,0,2024
884995baa3fffff,1,2.8000000000000003,-0.39390553286744767,0.058,2,0,2024
884995baa5fffff,1,2.1666666666666665,-0.14564675058854198,0.234,2,0,2024
884995baa7fffff,2,2.333333333333333,0.05436741003292459,0.146,1,0,2024
884995baa9fffff,0,2.5,-0.6238213079536812,0.126,2,0,2024
884995baabfffff,3,1.8,0.0029064802649894812,0.494,1,0,2024
884995baadfffff,4,1.6666666666666667,-0.13961617288136208,0.384,4,0,2024
884995bab1fffff,3,1.75,-0.026794114942871504,0.478,4,0,2024
884995bab3fffff,1,1.4999999999999998,0.11567828338925344,0.378,3,0,2024
884995bab5fffff,2,1.6,-0.019708186136935157,0.344,4,0,2024
884995bab7fffff,1,1.1666666666666665,0.2463408003781512,0.182,3,0,2024
884995babbfffff,3,1.6666666666666665,-0.07629510695597315,0.482,4,0,2024
884995bac5fffff,4,3.333333333333333,1.6720698799839318,0.028,1,1,2024
884995bac7fffff,3,2.25,0.27021183713573843,0.306,1,0,2024
884995bae1fffff,1,2.333333333333333,-0.21097800908299089,0.15,2,0,2024
884995bae3fffff,3,1.0,-0.4723030430607864,0.062,4,0,2024
884995bae5fffff,3,1.3333333333333335,-0.2742990750083798,0.19,4,0,2024
884995bae7fffff,0,2.333333333333333,-0.47632342819890633,0.184,2,0,2024
884995bae9fffff,4,2.25,0.4944739456214909,0.212,1,0,2024
884995baebfffff,3,2.6666666666666665,0.5177167972012467,0.056,1,0,2024
884995baedfffff,1,2.0,-0.08031549209409311,0.412,2,0,2024
884995bb01fffff,2,2.5,0.0712027727988018,0.126,1,0,2024
884995bb03fffff,1,2.9999999999999996,-0.47230304306078635,0.006,2,1,2024
884995bb05fffff,0,2.0,-0.18132766868935637,0.384,2,0,2024
884995bb07fffff,4,1.9999999999999998,0.22272103769169674,0.33,1,0,2024
884995bb09fffff,4,2.333333333333333,0.5850582482647556,0.144,1,0,2024
884995bb0bfffff,4,2.1666666666666665,0.4038896429782261,0.294,1,0,2024
884995bb0dfffff,2,1.5,-0.02980940379646149,0.274,4,0,2024
884995bb11fffff,0,2.833333333333333,-0.9188170674632312,0.02,2,1,2024
884995bb13fffff,4,1.833333333333333,0.041552432405167275,0.488,1,0,2024
884995bb15fffff,4,1.5,-0.3207847781678914,0.342,4,0,2024
884995bb17fffff,0,2.4999999999999996,-0.6238213079536812,0.126,2,0,2024
884995bb19fffff,4,2.6666666666666665,0.9473954588378142,0.092,1,0,2024
884995bb1bfffff,4,3.166666666666666,1.4909012746974024,0.006,1,1,2024
884995bb1dfffff,1,2.833333333333333,-0.4069717845663374,0.044,2,1,2024
884995bb21fffff,1,2.6,-0.315508022674109,0.118,2,0,2024
884995bb23fffff,3,2.5,0.4187148131750435,0.116,1,0,2024
884995bb25fffff,4,1.2000000000000002,-0.6468882676836443,0.164,4,0,2024
884995bb29fffff,0,1.3333333333333333,0.4086638503297434,0.268,3,0,2024
884995bb2bfffff,4,1.6666666666666665,-0.1396161728813621,0.38,4,0,2024
884995bb2dfffff,2,1.5,-0.029809403796461485,0.292,4,0,2024
884995bb31fffff,2,2.3333333333333335,0.054367410032924585,0.172,1,0,2024
884995bb33fffff,2,2.1666666666666665,0.03753204726704736,0.302,1,0,2024
884995bb35fffff,3,1.4,-0.23469828139789845,0.256,4,0,2024
884995bb37fffff,0,1.8333333333333333,-0.03382978893458141,0.5,2,0,2024
884995bb39fffff,3,2.8333333333333335,0.61671878122745,0.024,1,1,2024
884995bb3bfffff,4,2.333333333333333,0.5850582482647555,0.208,1,0,2024
884995bb3dfffff,2,3.1666666666666665,0.13854422386231066,0.006,1,1,2024
884995bb41fffff,1,2.5,-0.27630926757743973,0.096,2,0,2024
884995bb43fffff,4,2.0,0.2227210376916968,0.306,1,0,2024
884995bb45fffff,3,1.3333333333333333,-0.27429907500837974,0.206,4,0,2024
884995bb47fffff,1,2.666666666666667,-0.34164052607188866,0.052,2,0,2024
884995bb49fffff,0,2.1666666666666665,-0.32882554844413137,0.224,2,0,2024
884995bb4bfffff,4,2.1666666666666665,0.4038896429782261,0.288,1,0,2024
884995bb4dfffff,3,1.0,-0.47230304306078635,0.068,4,0,2024
884995bb51fffff,0,2.0,-0.1813276686893565,0.31,2,0,2024
884995bb53fffff,4,1.9999999999999998,0.22272103769169674,0.33,1,0,2024
884995bb55fffff,1,2.833333333333333,-0.4069717845663375,0.024,2,1,2024
884995bb57fffff,4,2.333333333333333,0.5850582482647556,0.132,1,0,2024
884995bb59fffff,1,1.8333333333333335,-0.014984233599644266,0.408,2,0,2024
884995bb5bfffff,1,1.5,0.11567828338925348,0.326,3,0,2024
884995bb5dfffff,1,2.333333333333333,-0.21097800908299089,0.136,2,0,2024
884995bb61fffff,0,1.3333333333333333,0.4086638503297434,0.254,3,0,2024
884995bb63fffff,0,0.8333333333333333,0.8511574895940682,0.066,3,0,2024
884995bb65fffff,2,1.3333333333333333,-0.0466447665623387,0.17,4,0,2024
884995bb67fffff,1,0.6666666666666666,0.4423345758614978,0.026,3,1,2024
884995bb69fffff,1,1.1666666666666665,0.24634080037815123,0.148,3,0,2024
884995bb6bfffff,2,1.1666666666666665,-0.06348012932821591,0.11,4,0,2024
884995bb6dfffff,2,1.3333333333333333,-0.0466447665623387,0.174,4,0,2024
